owner,control,selector_template,properties
audio,_transform_translateY_effect_hover,{{WRAPPER}}:hover,--e-transform-translateY
audio,_z_index,{{WRAPPER}},z-index
audio,motion_fx_transform_origin_x,{{WRAPPER}},--e-transform-origin-x
audio,motion_fx_transform_origin_y,{{WRAPPER}},--e-transform-origin-y
audio,motion_fx_transform_x_anchor_point,{{WRAPPER}},--e-transform-origin-x
audio,motion_fx_transform_y_anchor_point,{{WRAPPER}},--e-transform-origin-y
author-box,_background_attachment,(desktop+){{WRAPPER}},background-attachment
author-box,_background_bg_width,{{WRAPPER}},background-size
author-box,_background_color,{{WRAPPER}},background-color
author-box,_background_gradient_angle,{{WRAPPER}},background-color background-image
author-box,_background_gradient_position,{{WRAPPER}},background-color background-image
author-box,_background_hover_attachment,(desktop+){{WRAPPER}}:hover,background-attachment
author-box,_background_hover_bg_width,{{WRAPPER}}:hover,background-size
author-box,_background_hover_color,{{WRAPPER}}:hover,background-color
author-box,_background_hover_gradient_angle,{{WRAPPER}}:hover,background-color background-image
author-box,_background_hover_gradient_position,{{WRAPPER}}:hover,background-color background-image
author-box,_background_hover_image,{{WRAPPER}}:hover,background-image
author-box,_background_hover_position,{{WRAPPER}}:hover,background-position
author-box,_background_hover_repeat,{{WRAPPER}}:hover,background-repeat
author-box,_background_hover_size,{{WRAPPER}}:hover,background-size
author-box,_background_hover_slideshow_background_position,{{WRAPPER}} .elementor-background-slideshow__slide__image,background-position
author-box,_background_hover_slideshow_background_size,{{WRAPPER}} .elementor-background-slideshow__slide__image,background-size
author-box,_background_hover_transition,{{WRAPPER}},transition
author-box,_background_hover_video_fallback,{{WRAPPER}}:hover,background background-size
author-box,_background_hover_xpos,{{WRAPPER}}:hover,background-position
author-box,_background_hover_ypos,{{WRAPPER}}:hover,background-position
author-box,_background_image,{{WRAPPER}},background-image
author-box,_background_position,{{WRAPPER}},background-position
author-box,_background_repeat,{{WRAPPER}},background-repeat
author-box,_background_size,{{WRAPPER}},background-size
author-box,_background_slideshow_background_position,{{WRAPPER}} .elementor-background-slideshow__slide__image,background-position
author-box,_background_slideshow_background_size,{{WRAPPER}} .elementor-background-slideshow__slide__image,background-size
author-box,_background_video_fallback,{{WRAPPER}},background background-size
author-box,_background_xpos,{{WRAPPER}},background-position
author-box,_background_ypos,{{WRAPPER}},background-position
author-box,_border_border,{{WRAPPER}},border-style
author-box,_border_color,{{WRAPPER}},border-color
author-box,_border_hover_border,{{WRAPPER}}:hover,border-style
author-box,_border_hover_color,{{WRAPPER}}:hover,border-color
author-box,_border_hover_transition,{{WRAPPER}},transition
author-box,_border_hover_width,{{WRAPPER}}:hover,border-width
author-box,_border_radius,{{WRAPPER}},border-radius
author-box,_border_radius_hover,{{WRAPPER}}:hover,border-radius
author-box,_border_width,{{WRAPPER}},border-width
author-box,_box_shadow_box_shadow,{{WRAPPER}},box-shadow
author-box,_box_shadow_hover_box_shadow,{{WRAPPER}}:hover,box-shadow
author-box,_element_custom_width,{{WRAPPER}},--container-widget-width --container-widget-flex-grow width max-width
author-box,_element_vertical_align,{{WRAPPER}},align-self
author-box,_element_width,{{WRAPPER}},width max-width
author-box,_flex_align_self,{{WRAPPER}}.elementor-element,--align-self
author-box,_flex_grow,{{WRAPPER}}.elementor-element,--flex-grow
author-box,_flex_order,{{WRAPPER}}.elementor-element,--order
author-box,_flex_order_custom,{{WRAPPER}}.elementor-element,--order
author-box,_flex_shrink,{{WRAPPER}}.elementor-element,--flex-shrink
author-box,_grid_column,{{WRAPPER}},grid-column
author-box,_grid_column_custom,{{WRAPPER}},grid-column
author-box,_grid_row,{{WRAPPER}},grid-row
author-box,_grid_row_custom,{{WRAPPER}},grid-row
author-box,_margin,{{WRAPPER}},margin
author-box,_mask_image,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-image
author-box,_mask_position,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-position
author-box,_mask_position_x,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-position-x
author-box,_mask_position_y,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-position-y
author-box,_mask_repeat,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-repeat
author-box,_mask_shape,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-image
author-box,_mask_size,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-size
author-box,_mask_size_scale,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-size
author-box,_offset_x,body.rtl {{WRAPPER}},right
author-box,_offset_x,body:not(.rtl) {{WRAPPER}},left
author-box,_offset_x_end,body.rtl {{WRAPPER}},left
author-box,_offset_x_end,body:not(.rtl) {{WRAPPER}},right
author-box,_offset_y,{{WRAPPER}},top
author-box,_offset_y_end,{{WRAPPER}},bottom
author-box,_padding,{{WRAPPER}},padding
author-box,_transform_flipX_effect,{{WRAPPER}},--e-transform-flipX
author-box,_transform_flipX_effect_hover,{{WRAPPER}}:hover,--e-transform-flipX
author-box,_transform_flipY_effect,{{WRAPPER}},--e-transform-flipY
author-box,_transform_flipY_effect_hover,{{WRAPPER}}:hover,--e-transform-flipY
author-box,_transform_perspective_effect,{{WRAPPER}},--e-transform-perspective
author-box,_transform_perspective_effect_hover,{{WRAPPER}}:hover,--e-transform-perspective
author-box,_transform_rotateX_effect,{{WRAPPER}},--e-transform-rotateX
author-box,_transform_rotateX_effect_hover,{{WRAPPER}}:hover,--e-transform-rotateX
author-box,_transform_rotateY_effect,{{WRAPPER}},--e-transform-rotateY
author-box,_transform_rotateY_effect_hover,{{WRAPPER}}:hover,--e-transform-rotateY
author-box,_transform_rotateZ_effect,{{WRAPPER}},--e-transform-rotateZ
author-box,_transform_rotateZ_effect_hover,{{WRAPPER}}:hover,--e-transform-rotateZ
author-box,_transform_rotate_3d,{{WRAPPER}},--e-transform-rotateX --e-transform-perspective
author-box,_transform_rotate_3d_hover,{{WRAPPER}}:hover,--e-transform-rotateX --e-transform-perspective
author-box,_transform_scaleX_effect,{{WRAPPER}},--e-transform-scaleX
author-box,_transform_scaleX_effect_hover,{{WRAPPER}}:hover,--e-transform-scaleX
author-box,_transform_scaleY_effect,{{WRAPPER}},--e-transform-scaleY
author-box,_transform_scaleY_effect_hover,{{WRAPPER}}:hover,--e-transform-scaleY
author-box,_transform_scale_effect,{{WRAPPER}},--e-transform-scale
author-box,_transform_scale_effect_hover,{{WRAPPER}}:hover,--e-transform-scale
author-box,_transform_skewX_effect,{{WRAPPER}},--e-transform-skewX
author-box,_transform_skewX_effect_hover,{{WRAPPER}}:hover,--e-transform-skewX
author-box,_transform_skewY_effect,{{WRAPPER}},--e-transform-skewY
author-box,_transform_skewY_effect_hover,{{WRAPPER}}:hover,--e-transform-skewY
author-box,_transform_transition_hover,{{WRAPPER}},--e-transform-transition-duration
author-box,_transform_translateX_effect,{{WRAPPER}},--e-transform-translateX
author-box,_transform_translateX_effect_hover,{{WRAPPER}}:hover,--e-transform-translateX
author-box,_transform_translateY_effect,{{WRAPPER}},--e-transform-translateY
author-box,_transform_translateY_effect_hover,{{WRAPPER}}:hover,--e-transform-translateY
author-box,_z_index,{{WRAPPER}},z-index
author-box,bio_color,{{WRAPPER}} .elementor-author-box__bio,color
author-box,bio_gap,{{WRAPPER}} .elementor-author-box__bio,margin-bottom
author-box,bio_typography_font_family,{{WRAPPER}} .elementor-author-box__bio,font-family
author-box,bio_typography_font_size,{{WRAPPER}} .elementor-author-box__bio,font-size
author-box,bio_typography_font_style,{{WRAPPER}} .elementor-author-box__bio,font-style
author-box,bio_typography_font_weight,{{WRAPPER}} .elementor-author-box__bio,font-weight
author-box,bio_typography_letter_spacing,{{WRAPPER}} .elementor-author-box__bio,letter-spacing
author-box,bio_typography_line_height,{{WRAPPER}} .elementor-author-box__bio,line-height
author-box,bio_typography_text_decoration,{{WRAPPER}} .elementor-author-box__bio,text-decoration
author-box,bio_typography_text_transform,{{WRAPPER}} .elementor-author-box__bio,text-transform
author-box,bio_typography_word_spacing,{{WRAPPER}} .elementor-author-box__bio,word-spacing
author-box,button_background_color,{{WRAPPER}} .elementor-author-box__button,background-color
author-box,button_background_hover_color,{{WRAPPER}} .elementor-author-box__button:hover,background-color
author-box,button_border_radius,{{WRAPPER}} .elementor-author-box__button,border-radius
author-box,button_border_width,{{WRAPPER}} .elementor-author-box__button,border-width
author-box,button_hover_color,{{WRAPPER}} .elementor-author-box__button:hover,border-color color
author-box,button_hover_transition_duration,{{WRAPPER}} .elementor-author-box__button,transition-duration
author-box,button_text_color,{{WRAPPER}} .elementor-author-box__button,color border-color
author-box,button_text_padding,{{WRAPPER}} .elementor-author-box__button,padding
author-box,button_typography_font_family,{{WRAPPER}} .elementor-author-box__button,font-family
author-box,button_typography_font_size,{{WRAPPER}} .elementor-author-box__button,font-size
author-box,button_typography_font_style,{{WRAPPER}} .elementor-author-box__button,font-style
author-box,button_typography_font_weight,{{WRAPPER}} .elementor-author-box__button,font-weight
author-box,button_typography_letter_spacing,{{WRAPPER}} .elementor-author-box__button,letter-spacing
author-box,button_typography_line_height,{{WRAPPER}} .elementor-author-box__button,line-height
author-box,button_typography_text_decoration,{{WRAPPER}} .elementor-author-box__button,text-decoration
author-box,button_typography_text_transform,{{WRAPPER}} .elementor-author-box__button,text-transform
author-box,button_typography_word_spacing,{{WRAPPER}} .elementor-author-box__button,word-spacing
author-box,image_border,{{WRAPPER}} .elementor-author-box__avatar img,border-style
author-box,image_border_color,{{WRAPPER}} .elementor-author-box__avatar img,border-color
author-box,image_border_radius,{{WRAPPER}} .elementor-author-box__avatar img,border-radius
author-box,image_border_width,{{WRAPPER}} .elementor-author-box__avatar img,border-width
author-box,image_gap,"body.rtl {{WRAPPER}}.elementor-author-box--layout-image-left .elementor-author-box__avatar, body:not(.rtl) {{WRAPPER}}:not(.elementor-author-box--layout-image-above) .elementor-author-box__avatar",margin-right margin-left
author-box,image_gap,"body:not(.rtl) {{WRAPPER}}.elementor-author-box--layout-image-right .elementor-author-box__avatar, body.rtl {{WRAPPER}}:not(.elementor-author-box--layout-image-above) .elementor-author-box__avatar",margin-left margin-right
author-box,image_gap,{{WRAPPER}}.elementor-author-box--layout-image-above .elementor-author-box__avatar,margin-bottom
author-box,image_size,{{WRAPPER}} .elementor-author-box__avatar img,width height
author-box,input_box_shadow_box_shadow,{{WRAPPER}} .elementor-author-box__avatar img,box-shadow
author-box,motion_fx_transform_origin_x,{{WRAPPER}},--e-transform-origin-x
author-box,motion_fx_transform_origin_y,{{WRAPPER}},--e-transform-origin-y
author-box,motion_fx_transform_x_anchor_point,{{WRAPPER}},--e-transform-origin-x
author-box,motion_fx_transform_y_anchor_point,{{WRAPPER}},--e-transform-origin-y
author-box,name_color,{{WRAPPER}} .elementor-author-box__name,color
author-box,name_gap,{{WRAPPER}} .elementor-author-box__name,margin-bottom
author-box,name_typography_font_family,{{WRAPPER}} .elementor-author-box__name,font-family
author-box,name_typography_font_size,{{WRAPPER}} .elementor-author-box__name,font-size
author-box,name_typography_font_style,{{WRAPPER}} .elementor-author-box__name,font-style
author-box,name_typography_font_weight,{{WRAPPER}} .elementor-author-box__name,font-weight
author-box,name_typography_letter_spacing,{{WRAPPER}} .elementor-author-box__name,letter-spacing
author-box,name_typography_line_height,{{WRAPPER}} .elementor-author-box__name,line-height
author-box,name_typography_text_decoration,{{WRAPPER}} .elementor-author-box__name,text-decoration
author-box,name_typography_text_transform,{{WRAPPER}} .elementor-author-box__name,text-transform
author-box,name_typography_word_spacing,{{WRAPPER}} .elementor-author-box__name,word-spacing
blockquote,_background_attachment,(desktop+){{WRAPPER}},background-attachment
blockquote,_background_bg_width,{{WRAPPER}},background-size
blockquote,_background_color,{{WRAPPER}},background-color
blockquote,_background_gradient_angle,{{WRAPPER}},background-color background-image
blockquote,_background_gradient_position,{{WRAPPER}},background-color background-image
blockquote,_background_hover_attachment,(desktop+){{WRAPPER}}:hover,background-attachment
blockquote,_background_hover_bg_width,{{WRAPPER}}:hover,background-size
blockquote,_background_hover_color,{{WRAPPER}}:hover,background-color
blockquote,_background_hover_gradient_angle,{{WRAPPER}}:hover,background-color background-image
blockquote,_background_hover_gradient_position,{{WRAPPER}}:hover,background-color background-image
blockquote,_background_hover_image,{{WRAPPER}}:hover,background-image
blockquote,_background_hover_position,{{WRAPPER}}:hover,background-position
blockquote,_background_hover_repeat,{{WRAPPER}}:hover,background-repeat
blockquote,_background_hover_size,{{WRAPPER}}:hover,background-size
blockquote,_background_hover_slideshow_background_position,{{WRAPPER}} .elementor-background-slideshow__slide__image,background-position
blockquote,_background_hover_slideshow_background_size,{{WRAPPER}} .elementor-background-slideshow__slide__image,background-size
blockquote,_background_hover_transition,{{WRAPPER}},transition
blockquote,_background_hover_video_fallback,{{WRAPPER}}:hover,background background-size
blockquote,_background_hover_xpos,{{WRAPPER}}:hover,background-position
blockquote,_background_hover_ypos,{{WRAPPER}}:hover,background-position
blockquote,_background_image,{{WRAPPER}},background-image
blockquote,_background_position,{{WRAPPER}},background-position
blockquote,_background_repeat,{{WRAPPER}},background-repeat
blockquote,_background_size,{{WRAPPER}},background-size
blockquote,_background_slideshow_background_position,{{WRAPPER}} .elementor-background-slideshow__slide__image,background-position
blockquote,_background_slideshow_background_size,{{WRAPPER}} .elementor-background-slideshow__slide__image,background-size
blockquote,_background_video_fallback,{{WRAPPER}},background background-size
blockquote,_background_xpos,{{WRAPPER}},background-position
blockquote,_background_ypos,{{WRAPPER}},background-position
blockquote,_border_border,{{WRAPPER}},border-style
blockquote,_border_color,{{WRAPPER}},border-color
blockquote,_border_hover_border,{{WRAPPER}}:hover,border-style
blockquote,_border_hover_color,{{WRAPPER}}:hover,border-color
blockquote,_border_hover_transition,{{WRAPPER}},transition
blockquote,_border_hover_width,{{WRAPPER}}:hover,border-width
blockquote,_border_radius,{{WRAPPER}},border-radius
blockquote,_border_radius_hover,{{WRAPPER}}:hover,border-radius
blockquote,_border_width,{{WRAPPER}},border-width
blockquote,_box_shadow_box_shadow,{{WRAPPER}},box-shadow
blockquote,_box_shadow_hover_box_shadow,{{WRAPPER}}:hover,box-shadow
blockquote,_element_custom_width,{{WRAPPER}},--container-widget-width --container-widget-flex-grow width max-width
blockquote,_element_vertical_align,{{WRAPPER}},align-self
blockquote,_element_width,{{WRAPPER}},width max-width
blockquote,_flex_align_self,{{WRAPPER}}.elementor-element,--align-self
blockquote,_flex_grow,{{WRAPPER}}.elementor-element,--flex-grow
blockquote,_flex_order,{{WRAPPER}}.elementor-element,--order
blockquote,_flex_order_custom,{{WRAPPER}}.elementor-element,--order
blockquote,_flex_shrink,{{WRAPPER}}.elementor-element,--flex-shrink
blockquote,_grid_column,{{WRAPPER}},grid-column
blockquote,_grid_column_custom,{{WRAPPER}},grid-column
blockquote,_grid_row,{{WRAPPER}},grid-row
blockquote,_grid_row_custom,{{WRAPPER}},grid-row
blockquote,_margin,{{WRAPPER}},margin
blockquote,_mask_image,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-image
blockquote,_mask_position,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-position
blockquote,_mask_position_x,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-position-x
blockquote,_mask_position_y,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-position-y
blockquote,_mask_repeat,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-repeat
blockquote,_mask_shape,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-image
blockquote,_mask_size,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-size
blockquote,_mask_size_scale,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-size
blockquote,_offset_x,body.rtl {{WRAPPER}},right
blockquote,_offset_x,body:not(.rtl) {{WRAPPER}},left
blockquote,_offset_x_end,body.rtl {{WRAPPER}},left
blockquote,_offset_x_end,body:not(.rtl) {{WRAPPER}},right
blockquote,_offset_y,{{WRAPPER}},top
blockquote,_offset_y_end,{{WRAPPER}},bottom
blockquote,_padding,{{WRAPPER}},padding
blockquote,_transform_flipX_effect,{{WRAPPER}},--e-transform-flipX
blockquote,_transform_flipX_effect_hover,{{WRAPPER}}:hover,--e-transform-flipX
blockquote,_transform_flipY_effect,{{WRAPPER}},--e-transform-flipY
blockquote,_transform_flipY_effect_hover,{{WRAPPER}}:hover,--e-transform-flipY
blockquote,_transform_perspective_effect,{{WRAPPER}},--e-transform-perspective
blockquote,_transform_perspective_effect_hover,{{WRAPPER}}:hover,--e-transform-perspective
blockquote,_transform_rotateX_effect,{{WRAPPER}},--e-transform-rotateX
blockquote,_transform_rotateX_effect_hover,{{WRAPPER}}:hover,--e-transform-rotateX
blockquote,_transform_rotateY_effect,{{WRAPPER}},--e-transform-rotateY
blockquote,_transform_rotateY_effect_hover,{{WRAPPER}}:hover,--e-transform-rotateY
blockquote,_transform_rotateZ_effect,{{WRAPPER}},--e-transform-rotateZ
blockquote,_transform_rotateZ_effect_hover,{{WRAPPER}}:hover,--e-transform-rotateZ
blockquote,_transform_rotate_3d,{{WRAPPER}},--e-transform-rotateX --e-transform-perspective
blockquote,_transform_rotate_3d_hover,{{WRAPPER}}:hover,--e-transform-rotateX --e-transform-perspective
blockquote,_transform_scaleX_effect,{{WRAPPER}},--e-transform-scaleX
blockquote,_transform_scaleX_effect_hover,{{WRAPPER}}:hover,--e-transform-scaleX
blockquote,_transform_scaleY_effect,{{WRAPPER}},--e-transform-scaleY
blockquote,_transform_scaleY_effect_hover,{{WRAPPER}}:hover,--e-transform-scaleY
blockquote,_transform_scale_effect,{{WRAPPER}},--e-transform-scale
blockquote,_transform_scale_effect_hover,{{WRAPPER}}:hover,--e-transform-scale
blockquote,_transform_skewX_effect,{{WRAPPER}},--e-transform-skewX
blockquote,_transform_skewX_effect_hover,{{WRAPPER}}:hover,--e-transform-skewX
blockquote,_transform_skewY_effect,{{WRAPPER}},--e-transform-skewY
blockquote,_transform_skewY_effect_hover,{{WRAPPER}}:hover,--e-transform-skewY
blockquote,_transform_transition_hover,{{WRAPPER}},--e-transform-transition-duration
blockquote,_transform_translateX_effect,{{WRAPPER}},--e-transform-translateX
blockquote,_transform_translateX_effect_hover,{{WRAPPER}}:hover,--e-transform-translateX
blockquote,_transform_translateY_effect,{{WRAPPER}},--e-transform-translateY
blockquote,_transform_translateY_effect_hover,{{WRAPPER}}:hover,--e-transform-translateY
blockquote,_z_index,{{WRAPPER}},z-index
blockquote,author_gap,{{WRAPPER}} .elementor-blockquote__author,margin-bottom
blockquote,author_text_color,{{WRAPPER}} .elementor-blockquote__author,color
blockquote,author_typography_font_family,{{WRAPPER}} .elementor-blockquote__author,font-family
blockquote,author_typography_font_size,{{WRAPPER}} .elementor-blockquote__author,font-size
blockquote,author_typography_font_style,{{WRAPPER}} .elementor-blockquote__author,font-style
blockquote,author_typography_font_weight,{{WRAPPER}} .elementor-blockquote__author,font-weight
blockquote,author_typography_letter_spacing,{{WRAPPER}} .elementor-blockquote__author,letter-spacing
blockquote,author_typography_line_height,{{WRAPPER}} .elementor-blockquote__author,line-height
blockquote,author_typography_text_decoration,{{WRAPPER}} .elementor-blockquote__author,text-decoration
blockquote,author_typography_text_transform,{{WRAPPER}} .elementor-blockquote__author,text-transform
blockquote,author_typography_word_spacing,{{WRAPPER}} .elementor-blockquote__author,word-spacing
blockquote,border_color,{{WRAPPER}} .elementor-blockquote,border-color
blockquote,border_color_hover,{{WRAPPER}} .elementor-blockquote:hover,border-color
blockquote,border_gap,body.rtl {{WRAPPER}} .elementor-blockquote,padding-right
blockquote,border_gap,body:not(.rtl) {{WRAPPER}} .elementor-blockquote,padding-left
blockquote,border_gap_hover,body.rtl {{WRAPPER}} .elementor-blockquote:hover,padding-right
blockquote,border_gap_hover,body:not(.rtl) {{WRAPPER}} .elementor-blockquote:hover,padding-left
blockquote,border_transition_duration,{{WRAPPER}} .elementor-blockquote,transition-duration
blockquote,border_vertical_padding,{{WRAPPER}} .elementor-blockquote,padding-top padding-bottom
blockquote,border_width,body.rtl {{WRAPPER}} .elementor-blockquote,border-right-width
blockquote,border_width,body:not(.rtl) {{WRAPPER}} .elementor-blockquote,border-left-width
blockquote,border_width_hover,body.rtl {{WRAPPER}} .elementor-blockquote:hover,border-right-width
blockquote,border_width_hover,body:not(.rtl) {{WRAPPER}} .elementor-blockquote:hover,border-left-width
blockquote,box_background_color,{{WRAPPER}} .elementor-blockquote,background-color
blockquote,box_background_color_hover,{{WRAPPER}} .elementor-blockquote:hover,background-color
blockquote,box_border_border,{{WRAPPER}} .elementor-blockquote,border-style
blockquote,box_border_color,{{WRAPPER}} .elementor-blockquote,border-color
blockquote,box_border_hover_border,{{WRAPPER}} .elementor-blockquote:hover,border-style
blockquote,box_border_hover_color,{{WRAPPER}} .elementor-blockquote:hover,border-color
blockquote,box_border_hover_width,{{WRAPPER}} .elementor-blockquote:hover,border-width
blockquote,box_border_radius,{{WRAPPER}} .elementor-blockquote,border-radius
blockquote,box_border_radius_hover,{{WRAPPER}} .elementor-blockquote:hover,border-radius
blockquote,box_border_width,{{WRAPPER}} .elementor-blockquote,border-width
blockquote,box_box_shadow_box_shadow,{{WRAPPER}} .elementor-blockquote,box-shadow
blockquote,box_box_shadow_hover_box_shadow,{{WRAPPER}} .elementor-blockquote:hover,box-shadow
blockquote,box_padding,{{WRAPPER}} .elementor-blockquote,padding
blockquote,box_transition_duration,{{WRAPPER}} .elementor-blockquote,transition-duration
blockquote,button_background_color,"body.rtl {{WRAPPER}} .elementor-blockquote__tweet-button:before, body {{WRAPPER}}.elementor-blockquote--align-right .elementor-blockquote__tweet-button:before",border-left-color border-right-color
blockquote,button_background_color,"body:not(.rtl) {{WRAPPER}} .elementor-blockquote__tweet-button:before, body {{WRAPPER}}.elementor-blockquote--align-left .elementor-blockquote__tweet-button:before",border-right-color border-left-color
blockquote,button_background_color,{{WRAPPER}} .elementor-blockquote__tweet-button,background-color
blockquote,button_background_color_hover,"body.rtl {{WRAPPER}} .elementor-blockquote__tweet-button:before, body {{WRAPPER}}.elementor-blockquote--align-right .elementor-blockquote__tweet-button:hover:before",border-left-color border-right-color
blockquote,button_background_color_hover,"body:not(.rtl) {{WRAPPER}} .elementor-blockquote__tweet-button:hover:before, body {{WRAPPER}}.elementor-blockquote--align-left .elementor-blockquote__tweet-button:hover:before",border-right-color border-left-color
blockquote,button_background_color_hover,{{WRAPPER}} .elementor-blockquote__tweet-button:hover,background-color
blockquote,button_border_radius,{{WRAPPER}} .elementor-blockquote__tweet-button,border-radius
blockquote,button_size,{{WRAPPER}} .elementor-blockquote__tweet-button,font-size
blockquote,button_text_color,{{WRAPPER}} .elementor-blockquote__tweet-button,color
blockquote,button_text_color,{{WRAPPER}} .elementor-blockquote__tweet-button svg,fill
blockquote,button_text_color_hover,{{WRAPPER}} .elementor-blockquote__tweet-button:hover,color
blockquote,button_text_color_hover,{{WRAPPER}} .elementor-blockquote__tweet-button:hover svg,fill
blockquote,button_transition_duration,{{WRAPPER}} .elementor-blockquote__tweet-button,transition-duration
blockquote,button_typography_font_family,{{WRAPPER}} .elementor-blockquote__tweet-button,font-family
blockquote,button_typography_font_size,"{{WRAPPER}} .elementor-blockquote__tweet-button span, {{WRAPPER}} .elementor-blockquote__tweet-button i",font-size
blockquote,button_typography_font_style,"{{WRAPPER}} .elementor-blockquote__tweet-button span, {{WRAPPER}} .elementor-blockquote__tweet-button i",font-style
blockquote,button_typography_font_weight,"{{WRAPPER}} .elementor-blockquote__tweet-button span, {{WRAPPER}} .elementor-blockquote__tweet-button i",font-weight
blockquote,button_typography_letter_spacing,"{{WRAPPER}} .elementor-blockquote__tweet-button span, {{WRAPPER}} .elementor-blockquote__tweet-button i",letter-spacing
blockquote,button_typography_line_height,"{{WRAPPER}} .elementor-blockquote__tweet-button span, {{WRAPPER}} .elementor-blockquote__tweet-button i",line-height
blockquote,button_typography_text_decoration,"{{WRAPPER}} .elementor-blockquote__tweet-button span, {{WRAPPER}} .elementor-blockquote__tweet-button i",text-decoration
blockquote,button_typography_text_transform,"{{WRAPPER}} .elementor-blockquote__tweet-button span, {{WRAPPER}} .elementor-blockquote__tweet-button i",text-transform
blockquote,button_typography_word_spacing,"{{WRAPPER}} .elementor-blockquote__tweet-button span, {{WRAPPER}} .elementor-blockquote__tweet-button i",word-spacing
blockquote,content_gap,{{WRAPPER}} .elementor-blockquote__content +.e-q-footer,margin-top
blockquote,content_text_color,{{WRAPPER}} .elementor-blockquote__content,color
blockquote,content_typography_font_family,{{WRAPPER}} .elementor-blockquote__content,font-family
blockquote,content_typography_font_size,{{WRAPPER}} .elementor-blockquote__content,font-size
blockquote,content_typography_font_style,{{WRAPPER}} .elementor-blockquote__content,font-style
blockquote,content_typography_font_weight,{{WRAPPER}} .elementor-blockquote__content,font-weight
blockquote,content_typography_letter_spacing,{{WRAPPER}} .elementor-blockquote__content,letter-spacing
blockquote,content_typography_line_height,{{WRAPPER}} .elementor-blockquote__content,line-height
blockquote,content_typography_text_decoration,{{WRAPPER}} .elementor-blockquote__content,text-decoration
blockquote,content_typography_text_transform,{{WRAPPER}} .elementor-blockquote__content,text-transform
blockquote,content_typography_word_spacing,{{WRAPPER}} .elementor-blockquote__content,word-spacing
blockquote,motion_fx_transform_origin_x,{{WRAPPER}},--e-transform-origin-x
blockquote,motion_fx_transform_origin_y,{{WRAPPER}},--e-transform-origin-y
blockquote,motion_fx_transform_x_anchor_point,{{WRAPPER}},--e-transform-origin-x
blockquote,motion_fx_transform_y_anchor_point,{{WRAPPER}},--e-transform-origin-y
blockquote,quote_gap,{{WRAPPER}} .elementor-blockquote__content,margin-top
blockquote,quote_size,{{WRAPPER}} .elementor-blockquote:before,font-size
blockquote,quote_text_color,{{WRAPPER}} .elementor-blockquote:before,color
button,_background_attachment,(desktop+){{WRAPPER}},background-attachment
button,_background_bg_width,{{WRAPPER}},background-size
button,_background_color,{{WRAPPER}},background-color
button,_background_gradient_angle,{{WRAPPER}},background-color background-image
button,_background_gradient_position,{{WRAPPER}},background-color background-image
button,_background_hover_attachment,(desktop+){{WRAPPER}}:hover,background-attachment
button,_background_hover_bg_width,{{WRAPPER}}:hover,background-size
button,_background_hover_color,{{WRAPPER}}:hover,background-color
button,_background_hover_gradient_angle,{{WRAPPER}}:hover,background-color background-image
button,_background_hover_gradient_position,{{WRAPPER}}:hover,background-color background-image
button,_background_hover_image,{{WRAPPER}}:hover,background-image
button,_background_hover_position,{{WRAPPER}}:hover,background-position
button,_background_hover_repeat,{{WRAPPER}}:hover,background-repeat
button,_background_hover_size,{{WRAPPER}}:hover,background-size
button,_background_hover_slideshow_background_position,{{WRAPPER}} .elementor-background-slideshow__slide__image,background-position
button,_background_hover_slideshow_background_size,{{WRAPPER}} .elementor-background-slideshow__slide__image,background-size
button,_background_hover_transition,{{WRAPPER}},transition
button,_background_hover_video_fallback,{{WRAPPER}}:hover,background background-size
button,_background_hover_xpos,{{WRAPPER}}:hover,background-position
button,_background_hover_ypos,{{WRAPPER}}:hover,background-position
