owner,control,selector_template,properties
animated-headline,_z_index,{{WRAPPER}},z-index
animated-headline,above_content,{{WRAPPER}} .elementor-headline-dynamic-text,z-index
animated-headline,above_content,{{WRAPPER}} .elementor-headline-dynamic-wrapper svg,z-index
animated-headline,alignment,{{WRAPPER}} .elementor-headline,text-align
animated-headline,animated_text_shadow_text_shadow,{{WRAPPER}} .elementor-headline .elementor-headline-dynamic-wrapper,text-shadow
animated-headline,animated_text_stroke_stroke_color,{{WRAPPER}} .elementor-headline .elementor-headline-dynamic-wrapper,-webkit-text-stroke-color stroke
animated-headline,animated_text_stroke_text_stroke,{{WRAPPER}} .elementor-headline .elementor-headline-dynamic-wrapper,-webkit-text-stroke-width stroke-width
animated-headline,highlight_animation_duration,{{WRAPPER}},--animation-duration
animated-headline,highlighted_text_background_color,{{WRAPPER}},--typing-selected-bg-color
animated-headline,highlighted_text_color,{{WRAPPER}},--typing-selected-color
animated-headline,loop,{{WRAPPER}},--iteration-count
animated-headline,marker_color,{{WRAPPER}} .elementor-headline-dynamic-wrapper path,stroke
animated-headline,motion_fx_transform_origin_x,{{WRAPPER}},--e-transform-origin-x
animated-headline,motion_fx_transform_origin_y,{{WRAPPER}},--e-transform-origin-y
animated-headline,motion_fx_transform_x_anchor_point,{{WRAPPER}},--e-transform-origin-x
animated-headline,motion_fx_transform_y_anchor_point,{{WRAPPER}},--e-transform-origin-y
animated-headline,rounded_edges,{{WRAPPER}} .elementor-headline-dynamic-wrapper path,stroke-linecap stroke-linejoin
animated-headline,stroke_width,{{WRAPPER}} .elementor-headline-dynamic-wrapper path,stroke-width
animated-headline,text_stroke_stroke_color,{{WRAPPER}} .elementor-headline .elementor-headline-plain-text,-webkit-text-stroke-color stroke
animated-headline,text_stroke_text_stroke,{{WRAPPER}} .elementor-headline .elementor-headline-plain-text,-webkit-text-stroke-width stroke-width
animated-headline,title_color,{{WRAPPER}} .elementor-headline-plain-text,color
animated-headline,title_text_shadow_text_shadow,{{WRAPPER}} .elementor-headline .elementor-headline-plain-text,text-shadow
animated-headline,title_typography_font_family,{{WRAPPER}} .elementor-headline,font-family
animated-headline,title_typography_font_size,{{WRAPPER}} .elementor-headline,font-size
animated-headline,title_typography_font_style,{{WRAPPER}} .elementor-headline,font-style
animated-headline,title_typography_font_weight,{{WRAPPER}} .elementor-headline,font-weight
animated-headline,title_typography_letter_spacing,{{WRAPPER}} .elementor-headline,letter-spacing
animated-headline,title_typography_line_height,{{WRAPPER}} .elementor-headline,line-height
animated-headline,title_typography_text_decoration,{{WRAPPER}} .elementor-headline,text-decoration
animated-headline,title_typography_text_transform,{{WRAPPER}} .elementor-headline,text-transform
animated-headline,title_typography_word_spacing,{{WRAPPER}} .elementor-headline,word-spacing
animated-headline,words_color,{{WRAPPER}},--dynamic-text-color
animated-headline,words_typography_font_family,{{WRAPPER}} .elementor-headline-dynamic-text,font-family
animated-headline,words_typography_font_style,{{WRAPPER}} .elementor-headline-dynamic-text,font-style
animated-headline,words_typography_font_weight,{{WRAPPER}} .elementor-headline-dynamic-text,font-weight
animated-headline,words_typography_letter_spacing,{{WRAPPER}} .elementor-headline-dynamic-text,letter-spacing
animated-headline,words_typography_line_height,{{WRAPPER}} .elementor-headline-dynamic-text,line-height
animated-headline,words_typography_text_decoration,{{WRAPPER}} .elementor-headline-dynamic-text,text-decoration
animated-headline,words_typography_text_transform,{{WRAPPER}} .elementor-headline-dynamic-text,text-transform
animated-headline,words_typography_word_spacing,{{WRAPPER}} .elementor-headline-dynamic-text,word-spacing
archive-posts,_background_attachment,(desktop+){{WRAPPER}},background-attachment
archive-posts,_background_bg_width,{{WRAPPER}},background-size
archive-posts,_background_color,{{WRAPPER}},background-color
archive-posts,_background_gradient_angle,{{WRAPPER}},background-color background-image
archive-posts,_background_gradient_position,{{WRAPPER}},background-color background-image
archive-posts,_background_hover_attachment,(desktop+){{WRAPPER}}:hover,background-attachment
archive-posts,_background_hover_bg_width,{{WRAPPER}}:hover,background-size
archive-posts,_background_hover_color,{{WRAPPER}}:hover,background-color
archive-posts,_background_hover_gradient_angle,{{WRAPPER}}:hover,background-color background-image
archive-posts,_background_hover_gradient_position,{{WRAPPER}}:hover,background-color background-image
archive-posts,_background_hover_image,{{WRAPPER}}:hover,background-image
archive-posts,_background_hover_position,{{WRAPPER}}:hover,background-position
archive-posts,_background_hover_repeat,{{WRAPPER}}:hover,background-repeat
archive-posts,_background_hover_size,{{WRAPPER}}:hover,background-size
archive-posts,_background_hover_slideshow_background_position,{{WRAPPER}} .elementor-background-slideshow__slide__image,background-position
archive-posts,_background_hover_slideshow_background_size,{{WRAPPER}} .elementor-background-slideshow__slide__image,background-size
archive-posts,_background_hover_transition,{{WRAPPER}},transition
archive-posts,_background_hover_video_fallback,{{WRAPPER}}:hover,background background-size
archive-posts,_background_hover_xpos,{{WRAPPER}}:hover,background-position
archive-posts,_background_hover_ypos,{{WRAPPER}}:hover,background-position
archive-posts,_background_image,{{WRAPPER}},background-image
archive-posts,_background_position,{{WRAPPER}},background-position
archive-posts,_background_repeat,{{WRAPPER}},background-repeat
archive-posts,_background_size,{{WRAPPER}},background-size
archive-posts,_background_slideshow_background_position,{{WRAPPER}} .elementor-background-slideshow__slide__image,background-position
archive-posts,_background_slideshow_background_size,{{WRAPPER}} .elementor-background-slideshow__slide__image,background-size
archive-posts,_background_video_fallback,{{WRAPPER}},background background-size
archive-posts,_background_xpos,{{WRAPPER}},background-position
archive-posts,_background_ypos,{{WRAPPER}},background-position
archive-posts,_border_border,{{WRAPPER}},border-style
archive-posts,_border_color,{{WRAPPER}},border-color
archive-posts,_border_hover_border,{{WRAPPER}}:hover,border-style
archive-posts,_border_hover_color,{{WRAPPER}}:hover,border-color
archive-posts,_border_hover_transition,{{WRAPPER}},transition
archive-posts,_border_hover_width,{{WRAPPER}}:hover,border-width
archive-posts,_border_radius,{{WRAPPER}},border-radius
archive-posts,_border_radius_hover,{{WRAPPER}}:hover,border-radius
archive-posts,_border_width,{{WRAPPER}},border-width
archive-posts,_box_shadow_box_shadow,{{WRAPPER}},box-shadow
archive-posts,_box_shadow_hover_box_shadow,{{WRAPPER}}:hover,box-shadow
archive-posts,_element_custom_width,{{WRAPPER}},--container-widget-width --container-widget-flex-grow width max-width
archive-posts,_element_vertical_align,{{WRAPPER}},align-self
archive-posts,_element_width,{{WRAPPER}},width max-width
archive-posts,_flex_align_self,{{WRAPPER}}.elementor-element,--align-self
archive-posts,_flex_grow,{{WRAPPER}}.elementor-element,--flex-grow
archive-posts,_flex_order,{{WRAPPER}}.elementor-element,--order
archive-posts,_flex_order_custom,{{WRAPPER}}.elementor-element,--order
archive-posts,_flex_shrink,{{WRAPPER}}.elementor-element,--flex-shrink
archive-posts,_grid_column,{{WRAPPER}},grid-column
archive-posts,_grid_column_custom,{{WRAPPER}},grid-column
archive-posts,_grid_row,{{WRAPPER}},grid-row
archive-posts,_grid_row_custom,{{WRAPPER}},grid-row
archive-posts,_margin,{{WRAPPER}},margin
archive-posts,_mask_image,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-image
archive-posts,_mask_position,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-position
archive-posts,_mask_position_x,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-position-x
archive-posts,_mask_position_y,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-position-y
archive-posts,_mask_repeat,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-repeat
archive-posts,_mask_shape,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-image
archive-posts,_mask_size,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-size
archive-posts,_mask_size_scale,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-size
archive-posts,_offset_x,body.rtl {{WRAPPER}},right
archive-posts,_offset_x,body:not(.rtl) {{WRAPPER}},left
archive-posts,_offset_x_end,body.rtl {{WRAPPER}},left
archive-posts,_offset_x_end,body:not(.rtl) {{WRAPPER}},right
archive-posts,_offset_y,{{WRAPPER}},top
archive-posts,_offset_y_end,{{WRAPPER}},bottom
archive-posts,_padding,{{WRAPPER}},padding
archive-posts,_transform_flipX_effect,{{WRAPPER}},--e-transform-flipX
archive-posts,_transform_flipX_effect_hover,{{WRAPPER}}:hover,--e-transform-flipX
archive-posts,_transform_flipY_effect,{{WRAPPER}},--e-transform-flipY
archive-posts,_transform_flipY_effect_hover,{{WRAPPER}}:hover,--e-transform-flipY
archive-posts,_transform_perspective_effect,{{WRAPPER}},--e-transform-perspective
archive-posts,_transform_perspective_effect_hover,{{WRAPPER}}:hover,--e-transform-perspective
archive-posts,_transform_rotateX_effect,{{WRAPPER}},--e-transform-rotateX
archive-posts,_transform_rotateX_effect_hover,{{WRAPPER}}:hover,--e-transform-rotateX
archive-posts,_transform_rotateY_effect,{{WRAPPER}},--e-transform-rotateY
archive-posts,_transform_rotateY_effect_hover,{{WRAPPER}}:hover,--e-transform-rotateY
archive-posts,_transform_rotateZ_effect,{{WRAPPER}},--e-transform-rotateZ
archive-posts,_transform_rotateZ_effect_hover,{{WRAPPER}}:hover,--e-transform-rotateZ
archive-posts,_transform_rotate_3d,{{WRAPPER}},--e-transform-rotateX --e-transform-perspective
archive-posts,_transform_rotate_3d_hover,{{WRAPPER}}:hover,--e-transform-rotateX --e-transform-perspective
archive-posts,_transform_scaleX_effect,{{WRAPPER}},--e-transform-scaleX
archive-posts,_transform_scaleX_effect_hover,{{WRAPPER}}:hover,--e-transform-scaleX
archive-posts,_transform_scaleY_effect,{{WRAPPER}},--e-transform-scaleY
archive-posts,_transform_scaleY_effect_hover,{{WRAPPER}}:hover,--e-transform-scaleY
archive-posts,_transform_scale_effect,{{WRAPPER}},--e-transform-scale
archive-posts,_transform_scale_effect_hover,{{WRAPPER}}:hover,--e-transform-scale
archive-posts,_transform_skewX_effect,{{WRAPPER}},--e-transform-skewX
archive-posts,_transform_skewX_effect_hover,{{WRAPPER}}:hover,--e-transform-skewX
archive-posts,_transform_skewY_effect,{{WRAPPER}},--e-transform-skewY
archive-posts,_transform_skewY_effect_hover,{{WRAPPER}}:hover,--e-transform-skewY
archive-posts,_transform_transition_hover,{{WRAPPER}},--e-transform-transition-duration
archive-posts,_transform_translateX_effect,{{WRAPPER}},--e-transform-translateX
archive-posts,_transform_translateX_effect_hover,{{WRAPPER}}:hover,--e-transform-translateX
archive-posts,_transform_translateY_effect,{{WRAPPER}},--e-transform-translateY
archive-posts,_transform_translateY_effect_hover,{{WRAPPER}}:hover,--e-transform-translateY
archive-posts,_z_index,{{WRAPPER}},z-index
archive-posts,archive_cards_avatar_size,{{WRAPPER}} .elementor-post__avatar,top
archive-posts,archive_cards_avatar_size,{{WRAPPER}} .elementor-post__avatar img,width height
archive-posts,archive_cards_avatar_size,{{WRAPPER}} .elementor-post__thumbnail__link,margin-bottom
archive-posts,archive_cards_badge_bg_color,{{WRAPPER}} .elementor-post__card .elementor-post__badge,background-color
archive-posts,archive_cards_badge_color,{{WRAPPER}} .elementor-post__card .elementor-post__badge,color
archive-posts,archive_cards_badge_margin,{{WRAPPER}} .elementor-post__card .elementor-post__badge,margin
archive-posts,archive_cards_badge_radius,{{WRAPPER}} .elementor-post__card .elementor-post__badge,border-radius
archive-posts,archive_cards_badge_size,{{WRAPPER}} .elementor-post__card .elementor-post__badge,font-size
archive-posts,archive_cards_badge_typography_font_family,{{WRAPPER}} .elementor-post__card .elementor-post__badge,font-family
archive-posts,archive_cards_badge_typography_font_style,{{WRAPPER}} .elementor-post__card .elementor-post__badge,font-style
archive-posts,archive_cards_badge_typography_font_weight,{{WRAPPER}} .elementor-post__card .elementor-post__badge,font-weight
archive-posts,archive_cards_badge_typography_letter_spacing,{{WRAPPER}} .elementor-post__card .elementor-post__badge,letter-spacing
archive-posts,archive_cards_badge_typography_line_height,{{WRAPPER}} .elementor-post__card .elementor-post__badge,line-height
archive-posts,archive_cards_badge_typography_text_decoration,{{WRAPPER}} .elementor-post__card .elementor-post__badge,text-decoration
archive-posts,archive_cards_badge_typography_text_transform,{{WRAPPER}} .elementor-post__card .elementor-post__badge,text-transform
archive-posts,archive_cards_badge_typography_word_spacing,{{WRAPPER}} .elementor-post__card .elementor-post__badge,word-spacing
archive-posts,archive_cards_card_bg_color,{{WRAPPER}} .elementor-post__card,background-color
archive-posts,archive_cards_card_border_color,{{WRAPPER}} .elementor-post__card,border-color
archive-posts,archive_cards_card_border_radius,{{WRAPPER}} .elementor-post__card,border-radius
archive-posts,archive_cards_card_border_width,{{WRAPPER}} .elementor-post__card,border-width
archive-posts,archive_cards_card_padding,{{WRAPPER}} .elementor-post__avatar,padding-right padding-left
archive-posts,archive_cards_card_padding,{{WRAPPER}} .elementor-post__meta-data,padding
archive-posts,archive_cards_card_padding,{{WRAPPER}} .elementor-post__text,padding
archive-posts,archive_cards_card_vertical_padding,{{WRAPPER}} .elementor-post__card,padding-top padding-bottom
archive-posts,archive_cards_column_gap,{{WRAPPER}},--grid-column-gap
archive-posts,archive_cards_excerpt_color,{{WRAPPER}} .elementor-post__excerpt p,color
archive-posts,archive_cards_excerpt_spacing,{{WRAPPER}} .elementor-post__excerpt,margin-bottom
archive-posts,archive_cards_excerpt_typography_font_family,{{WRAPPER}} .elementor-post__excerpt p,font-family
archive-posts,archive_cards_excerpt_typography_font_size,{{WRAPPER}} .elementor-post__excerpt p,font-size
archive-posts,archive_cards_excerpt_typography_font_style,{{WRAPPER}} .elementor-post__excerpt p,font-style
archive-posts,archive_cards_excerpt_typography_font_weight,{{WRAPPER}} .elementor-post__excerpt p,font-weight
archive-posts,archive_cards_excerpt_typography_letter_spacing,{{WRAPPER}} .elementor-post__excerpt p,letter-spacing
archive-posts,archive_cards_excerpt_typography_line_height,{{WRAPPER}} .elementor-post__excerpt p,line-height
archive-posts,archive_cards_excerpt_typography_text_decoration,{{WRAPPER}} .elementor-post__excerpt p,text-decoration
archive-posts,archive_cards_excerpt_typography_text_transform,{{WRAPPER}} .elementor-post__excerpt p,text-transform
archive-posts,archive_cards_excerpt_typography_word_spacing,{{WRAPPER}} .elementor-post__excerpt p,word-spacing
archive-posts,archive_cards_image_spacing,{{WRAPPER}} .elementor-post__text,margin-top
