owner,control,device,type,css,expected,status,detail
link-in-bio-var-5,_mask_position_y_tablet,tablet,slider,-webkit-mask-position-y,819px,verified,
link-in-bio-var-5,_mask_repeat,,select,-webkit-mask-repeat,no-repeat,verified,
link-in-bio-var-5,_mask_repeat_mobile,mobile,select,-webkit-mask-repeat,no-repeat,verified,
link-in-bio-var-5,_mask_repeat_tablet,tablet,select,-webkit-mask-repeat,no-repeat,verified,
link-in-bio-var-5,_mask_shape,,visual_choice,-webkit-mask-image,circle,verified,
link-in-bio-var-5,_mask_size,,select,-webkit-mask-size,contain,verified,
link-in-bio-var-5,_mask_size_mobile,mobile,select,-webkit-mask-size,contain,verified,
link-in-bio-var-5,_mask_size_scale,,slider,-webkit-mask-size,747px,verified,
link-in-bio-var-5,_mask_size_scale_mobile,mobile,slider,-webkit-mask-size,451px,verified,
link-in-bio-var-5,_mask_size_scale_tablet,tablet,slider,-webkit-mask-size,874px,verified,
link-in-bio-var-5,_mask_size_tablet,tablet,select,-webkit-mask-size,contain,verified,
link-in-bio-var-5,_offset_x,,slider,left|right,796px,verified,
link-in-bio-var-5,_offset_x_end,,slider,right|left,72px,verified,
link-in-bio-var-5,_offset_x_end_mobile,mobile,slider,right|left,171px,verified,
link-in-bio-var-5,_offset_x_end_tablet,tablet,slider,right|left,334px,verified,
link-in-bio-var-5,_offset_x_mobile,mobile,slider,left|right,458px,verified,
link-in-bio-var-5,_offset_x_tablet,tablet,slider,left|right,59px,verified,
link-in-bio-var-5,_offset_y,,slider,top,247px,verified,
link-in-bio-var-5,_offset_y_end,,slider,bottom,704px,verified,
link-in-bio-var-5,_offset_y_end_mobile,mobile,slider,bottom,495px,verified,
link-in-bio-var-5,_offset_y_end_tablet,tablet,slider,bottom,655px,verified,
link-in-bio-var-5,_offset_y_mobile,mobile,slider,top,379px,verified,
link-in-bio-var-5,_offset_y_tablet,tablet,slider,top,533px,verified,
link-in-bio-var-5,_padding,,dimensions,padding,28px,verified,
link-in-bio-var-5,_padding_mobile,mobile,dimensions,padding,63px,verified,
link-in-bio-var-5,_padding_tablet,tablet,dimensions,padding,16px,verified,
link-in-bio-var-5,_transform_perspective_effect,,slider,--e-transform-perspective,288px,verified,
link-in-bio-var-5,_transform_perspective_effect_hover,,slider,--e-transform-perspective,126px,verified,
link-in-bio-var-5,_transform_perspective_effect_hover_mobile,mobile,slider,--e-transform-perspective,539px,verified,
link-in-bio-var-5,_transform_perspective_effect_hover_tablet,tablet,slider,--e-transform-perspective,269px,verified,
link-in-bio-var-5,_transform_perspective_effect_mobile,mobile,slider,--e-transform-perspective,65px,verified,
link-in-bio-var-5,_transform_perspective_effect_tablet,tablet,slider,--e-transform-perspective,696px,verified,
link-in-bio-var-5,_transform_rotateX_effect,,slider,--e-transform-rotateX,259px,verified,
link-in-bio-var-5,_transform_rotateX_effect_hover,,slider,--e-transform-rotateX,203px,verified,
link-in-bio-var-5,_transform_rotateX_effect_hover_mobile,mobile,slider,--e-transform-rotateX,615px,verified,
link-in-bio-var-5,_transform_rotateX_effect_hover_tablet,tablet,slider,--e-transform-rotateX,145px,verified,
link-in-bio-var-5,_transform_rotateX_effect_mobile,mobile,slider,--e-transform-rotateX,912px,verified,
link-in-bio-var-5,_transform_rotateX_effect_tablet,tablet,slider,--e-transform-rotateX,78px,verified,
link-in-bio-var-5,_transform_rotateY_effect,,slider,--e-transform-rotateY,169px,verified,
link-in-bio-var-5,_transform_rotateY_effect_hover,,slider,--e-transform-rotateY,110px,verified,
link-in-bio-var-5,_transform_rotateY_effect_hover_mobile,mobile,slider,--e-transform-rotateY,403px,verified,
link-in-bio-var-5,_transform_rotateY_effect_hover_tablet,tablet,slider,--e-transform-rotateY,46px,verified,
link-in-bio-var-5,_transform_rotateY_effect_mobile,mobile,slider,--e-transform-rotateY,511px,verified,
link-in-bio-var-5,_transform_rotateY_effect_tablet,tablet,slider,--e-transform-rotateY,918px,verified,
link-in-bio-var-5,_transform_rotateZ_effect,,slider,--e-transform-rotateZ,538px,verified,
link-in-bio-var-5,_transform_rotateZ_effect_hover,,slider,--e-transform-rotateZ,359px,verified,
link-in-bio-var-5,_transform_rotateZ_effect_hover_mobile,mobile,slider,--e-transform-rotateZ,438px,verified,
link-in-bio-var-5,_transform_rotateZ_effect_hover_tablet,tablet,slider,--e-transform-rotateZ,196px,verified,
link-in-bio-var-5,_transform_rotateZ_effect_mobile,mobile,slider,--e-transform-rotateZ,779px,verified,
link-in-bio-var-5,_transform_rotateZ_effect_tablet,tablet,slider,--e-transform-rotateZ,596px,verified,
link-in-bio-var-5,_transform_scaleX_effect,,slider,--e-transform-scaleX,861px,verified,
link-in-bio-var-5,_transform_scaleX_effect_hover,,slider,--e-transform-scaleX,700px,verified,
link-in-bio-var-5,_transform_scaleX_effect_hover_mobile,mobile,slider,--e-transform-scaleX,820px,verified,
link-in-bio-var-5,_transform_scaleX_effect_hover_tablet,tablet,slider,--e-transform-scaleX,820px,verified,
link-in-bio-var-5,_transform_scaleX_effect_mobile,mobile,slider,--e-transform-scaleX,379px,verified,
link-in-bio-var-5,_transform_scaleX_effect_tablet,tablet,slider,--e-transform-scaleX,268px,verified,
link-in-bio-var-5,_transform_scaleY_effect,,slider,--e-transform-scaleY,259px,verified,
link-in-bio-var-5,_transform_scaleY_effect_hover,,slider,--e-transform-scaleY,637px,verified,
link-in-bio-var-5,_transform_scaleY_effect_hover_mobile,mobile,slider,--e-transform-scaleY,453px,verified,
link-in-bio-var-5,_transform_scaleY_effect_hover_tablet,tablet,slider,--e-transform-scaleY,172px,verified,
link-in-bio-var-5,_transform_scaleY_effect_mobile,mobile,slider,--e-transform-scaleY,52px,verified,
link-in-bio-var-5,_transform_scaleY_effect_tablet,tablet,slider,--e-transform-scaleY,168px,verified,
link-in-bio-var-5,_transform_scale_effect,,slider,--e-transform-scale,763px,verified,
link-in-bio-var-5,_transform_scale_effect_hover,,slider,--e-transform-scale,293px,verified,
link-in-bio-var-5,_transform_scale_effect_hover_mobile,mobile,slider,--e-transform-scale,755px,verified,
link-in-bio-var-5,_transform_scale_effect_hover_tablet,tablet,slider,--e-transform-scale,427px,verified,
link-in-bio-var-5,_transform_scale_effect_mobile,mobile,slider,--e-transform-scale,153px,verified,
link-in-bio-var-5,_transform_scale_effect_tablet,tablet,slider,--e-transform-scale,357px,verified,
link-in-bio-var-5,_transform_skewX_effect,,slider,--e-transform-skewX,351px,verified,
link-in-bio-var-5,_transform_skewX_effect_hover,,slider,--e-transform-skewX,414px,verified,
link-in-bio-var-5,_transform_skewX_effect_hover_mobile,mobile,slider,--e-transform-skewX,614px,verified,
link-in-bio-var-5,_transform_skewX_effect_hover_tablet,tablet,slider,--e-transform-skewX,948px,verified,
link-in-bio-var-5,_transform_skewX_effect_mobile,mobile,slider,--e-transform-skewX,187px,verified,
link-in-bio-var-5,_transform_skewX_effect_tablet,tablet,slider,--e-transform-skewX,725px,verified,
link-in-bio-var-5,_transform_skewY_effect,,slider,--e-transform-skewY,984px,verified,
link-in-bio-var-5,_transform_skewY_effect_hover,,slider,--e-transform-skewY,520px,verified,
link-in-bio-var-5,_transform_skewY_effect_hover_mobile,mobile,slider,--e-transform-skewY,783px,verified,
link-in-bio-var-5,_transform_skewY_effect_hover_tablet,tablet,slider,--e-transform-skewY,18px,verified,
link-in-bio-var-5,_transform_skewY_effect_mobile,mobile,slider,--e-transform-skewY,556px,verified,
link-in-bio-var-5,_transform_skewY_effect_tablet,tablet,slider,--e-transform-skewY,330px,verified,
link-in-bio-var-5,_transform_transition_hover,,slider,--e-transform-transition-duration,113px,verified,
link-in-bio-var-5,_transform_translateX_effect,,slider,--e-transform-translateX,182px,verified,
link-in-bio-var-5,_transform_translateX_effect_hover,,slider,--e-transform-translateX,434px,verified,
link-in-bio-var-5,_transform_translateX_effect_hover_mobile,mobile,slider,--e-transform-translateX,693px,verified,
link-in-bio-var-5,_transform_translateX_effect_hover_tablet,tablet,slider,--e-transform-translateX,294px,verified,
link-in-bio-var-5,_transform_translateX_effect_mobile,mobile,slider,--e-transform-translateX,293px,verified,
link-in-bio-var-5,_transform_translateX_effect_tablet,tablet,slider,--e-transform-translateX,598px,verified,
link-in-bio-var-5,_transform_translateY_effect,,slider,--e-transform-translateY,774px,verified,
link-in-bio-var-5,_transform_translateY_effect_hover,,slider,--e-transform-translateY,203px,verified,
link-in-bio-var-5,_transform_translateY_effect_hover_mobile,mobile,slider,--e-transform-translateY,709px,verified,
link-in-bio-var-5,_transform_translateY_effect_hover_tablet,tablet,slider,--e-transform-translateY,331px,verified,
link-in-bio-var-5,_transform_translateY_effect_mobile,mobile,slider,--e-transform-translateY,557px,verified,
link-in-bio-var-5,_transform_translateY_effect_tablet,tablet,slider,--e-transform-translateY,869px,verified,
link-in-bio-var-5,_z_index,,number,z-index,3,verified,
link-in-bio-var-5,_z_index_mobile,mobile,number,z-index,4,verified,
link-in-bio-var-5,_z_index_tablet,tablet,number,z-index,6,verified,
link-in-bio-var-5,advanced_layout_content_width,,slider,--e-link-in-bio-content-width,182px,verified,
link-in-bio-var-5,advanced_layout_content_width_mobile,mobile,slider,--e-link-in-bio-content-width,800px,verified,
link-in-bio-var-5,advanced_layout_content_width_tablet,tablet,slider,--e-link-in-bio-content-width,364px,verified,
link-in-bio-var-5,advanced_layout_width,,slider,--e-link-in-bio-container-width,350px,verified,
link-in-bio-var-5,advanced_layout_width_mobile,mobile,slider,--e-link-in-bio-container-width,755px,verified,
link-in-bio-var-5,advanced_layout_width_tablet,tablet,slider,--e-link-in-bio-container-width,151px,verified,
link-in-bio-var-5,background_border_background_group_attachment,,select,background-attachment,scroll,verified,
link-in-bio-var-5,background_border_background_group_bg_width,,slider,background-size,735px,verified,
link-in-bio-var-5,background_border_background_group_bg_width_mobile,mobile,slider,background-size,116px,verified,
link-in-bio-var-5,background_border_background_group_bg_width_tablet,tablet,slider,background-size,777px,verified,
link-in-bio-var-5,background_border_background_group_color,,color,background-color,#E38346,verified,
link-in-bio-var-5,background_border_background_group_gradient_angle,,slider,background-color|background-image,922deg,verified,
link-in-bio-var-5,background_border_background_group_gradient_angle_mobile,mobile,slider,background-color|background-image,216deg,verified,
link-in-bio-var-5,background_border_background_group_gradient_angle_tablet,tablet,slider,background-color|background-image,595deg,verified,
link-in-bio-var-5,background_border_background_group_gradient_position,,select,background-color|background-image,center center,verified,
link-in-bio-var-5,background_border_background_group_gradient_position_mobile,mobile,select,background-color|background-image,center center,verified,
link-in-bio-var-5,background_border_background_group_gradient_position_tablet,tablet,select,background-color|background-image,center center,verified,
link-in-bio-var-5,background_border_background_group_image,,media,background-image,https://example.com/eh-sweep-probe.png,verified,
link-in-bio-var-5,background_border_background_group_image_mobile,mobile,media,background-image,https://example.com/eh-sweep-probe.png,verified,
link-in-bio-var-5,background_border_background_group_image_tablet,tablet,media,background-image,https://example.com/eh-sweep-probe.png,verified,
link-in-bio-var-5,background_border_background_group_position,,select,background-position,center center,verified,
link-in-bio-var-5,background_border_background_group_position_mobile,mobile,select,background-position,center center,verified,
link-in-bio-var-5,background_border_background_group_position_tablet,tablet,select,background-position,center center,verified,
link-in-bio-var-5,background_border_background_group_repeat,,select,background-repeat,no-repeat,verified,
link-in-bio-var-5,background_border_background_group_repeat_mobile,mobile,select,background-repeat,no-repeat,verified,
link-in-bio-var-5,background_border_background_group_repeat_tablet,tablet,select,background-repeat,no-repeat,verified,
link-in-bio-var-5,background_border_background_group_size,,select,background-size,auto,verified,
link-in-bio-var-5,background_border_background_group_size_mobile,mobile,select,background-size,auto,verified,
link-in-bio-var-5,background_border_background_group_size_tablet,tablet,select,background-size,auto,verified,
link-in-bio-var-5,background_border_background_group_slideshow_background_position,,select,background-position,center center,verified,
link-in-bio-var-5,background_border_background_group_slideshow_background_position_mobile,mobile,select,background-position,center center,verified,
link-in-bio-var-5,background_border_background_group_slideshow_background_position_tablet,tablet,select,background-position,center center,verified,
link-in-bio-var-5,background_border_background_group_slideshow_background_size,,select,background-size,auto,verified,
link-in-bio-var-5,background_border_background_group_slideshow_background_size_mobile,mobile,select,background-size,auto,verified,
link-in-bio-var-5,background_border_background_group_slideshow_background_size_tablet,tablet,select,background-size,auto,verified,
link-in-bio-var-5,background_border_background_group_video_fallback,,media,background|background-size,https://example.com/eh-sweep-probe.png,verified,
link-in-bio-var-5,background_border_background_group_xpos,,slider,background-position,975px,verified,
link-in-bio-var-5,background_border_background_group_xpos_mobile,mobile,slider,background-position,609px,verified,
link-in-bio-var-5,background_border_background_group_xpos_tablet,tablet,slider,background-position,218px,verified,
link-in-bio-var-5,background_border_background_group_ypos,,slider,background-position,44px,verified,
link-in-bio-var-5,background_border_background_group_ypos_mobile,mobile,slider,background-position,712px,verified,
link-in-bio-var-5,background_border_background_group_ypos_tablet,tablet,slider,background-position,673px,verified,
link-in-bio-var-5,background_border_background_overlay_group_attachment,,select,background-attachment,scroll,verified,
link-in-bio-var-5,background_border_background_overlay_group_bg_width,,slider,background-size,334px,verified,
link-in-bio-var-5,background_border_background_overlay_group_bg_width_mobile,mobile,slider,background-size,220px,verified,
link-in-bio-var-5,background_border_background_overlay_group_bg_width_tablet,tablet,slider,background-size,313px,verified,
link-in-bio-var-5,background_border_background_overlay_group_color,,color,background-color,#8A9F49,verified,
link-in-bio-var-5,background_border_background_overlay_group_gradient_angle,,slider,background-color|background-image,278deg,verified,
link-in-bio-var-5,background_border_background_overlay_group_gradient_angle_mobile,mobile,slider,background-color|background-image,915deg,verified,
link-in-bio-var-5,background_border_background_overlay_group_gradient_angle_tablet,tablet,slider,background-color|background-image,771deg,verified,
link-in-bio-var-5,background_border_background_overlay_group_gradient_position,,select,background-color|background-image,center center,verified,
link-in-bio-var-5,background_border_background_overlay_group_gradient_position_mobile,mobile,select,background-color|background-image,center center,verified,
link-in-bio-var-5,background_border_background_overlay_group_gradient_position_tablet,tablet,select,background-color|background-image,center center,verified,
link-in-bio-var-5,background_border_background_overlay_group_image,,media,background-image,https://example.com/eh-sweep-probe.png,verified,
link-in-bio-var-5,background_border_background_overlay_group_image_mobile,mobile,media,background-image,https://example.com/eh-sweep-probe.png,verified,
link-in-bio-var-5,background_border_background_overlay_group_image_tablet,tablet,media,background-image,https://example.com/eh-sweep-probe.png,verified,
link-in-bio-var-5,background_border_background_overlay_group_position,,select,background-position,center center,verified,
link-in-bio-var-5,background_border_background_overlay_group_position_mobile,mobile,select,background-position,center center,verified,
link-in-bio-var-5,background_border_background_overlay_group_position_tablet,tablet,select,background-position,center center,verified,
link-in-bio-var-5,background_border_background_overlay_group_repeat,,select,background-repeat,no-repeat,verified,
link-in-bio-var-5,background_border_background_overlay_group_repeat_mobile,mobile,select,background-repeat,no-repeat,verified,
link-in-bio-var-5,background_border_background_overlay_group_repeat_tablet,tablet,select,background-repeat,no-repeat,verified,
link-in-bio-var-5,background_border_background_overlay_group_size,,select,background-size,auto,verified,
link-in-bio-var-5,background_border_background_overlay_group_size_mobile,mobile,select,background-size,auto,verified,
link-in-bio-var-5,background_border_background_overlay_group_size_tablet,tablet,select,background-size,auto,verified,
link-in-bio-var-5,background_border_background_overlay_group_slideshow_background_position,,select,background-position,center center,verified,
link-in-bio-var-5,background_border_background_overlay_group_slideshow_background_position_mobile,mobile,select,background-position,center center,verified,
link-in-bio-var-5,background_border_background_overlay_group_slideshow_background_position_tablet,tablet,select,background-position,center center,verified,
link-in-bio-var-5,background_border_background_overlay_group_slideshow_background_size,,select,background-size,auto,verified,
link-in-bio-var-5,background_border_background_overlay_group_slideshow_background_size_mobile,mobile,select,background-size,auto,verified,
link-in-bio-var-5,background_border_background_overlay_group_slideshow_background_size_tablet,tablet,select,background-size,auto,verified,
link-in-bio-var-5,background_border_background_overlay_group_video_fallback,,media,background|background-size,https://example.com/eh-sweep-probe.png,verified,
link-in-bio-var-5,background_border_background_overlay_group_xpos,,slider,background-position,567px,verified,
link-in-bio-var-5,background_border_background_overlay_group_xpos_mobile,mobile,slider,background-position,819px,verified,
link-in-bio-var-5,background_border_background_overlay_group_xpos_tablet,tablet,slider,background-position,109px,verified,
link-in-bio-var-5,background_border_background_overlay_group_ypos,,slider,background-position,411px,verified,
link-in-bio-var-5,background_border_background_overlay_group_ypos_mobile,mobile,slider,background-position,155px,verified,
link-in-bio-var-5,background_border_background_overlay_group_ypos_tablet,tablet,slider,background-position,240px,verified,
link-in-bio-var-5,background_border_color,,color,--e-link-in-bio-border-color,#D69CEA,verified,
link-in-bio-var-5,background_border_width,,slider,--e-link-in-bio-border-width,237px,verified,
link-in-bio-var-5,background_border_width_mobile,mobile,slider,--e-link-in-bio-border-width,640px,verified,
link-in-bio-var-5,background_border_width_tablet,tablet,slider,--e-link-in-bio-border-width,348px,verified,
link-in-bio-var-5,background_overlay_opacity,,slider,--background-overlay-opacity,121px,verified,
link-in-bio-var-5,background_overlay_opacity_mobile,mobile,slider,--background-overlay-opacity,541px,verified,
link-in-bio-var-5,background_overlay_opacity_tablet,tablet,slider,--background-overlay-opacity,552px,verified,
link-in-bio-var-5,bio_description_text_color,,color,--e-link-in-bio-description-color,#64413A,verified,
link-in-bio-var-5,bio_description_typography_font_family,,font,font-family,Roboto,verified,
link-in-bio-var-5,bio_description_typography_font_size,,slider,font-size,318px,verified,
link-in-bio-var-5,bio_description_typography_font_size_mobile,mobile,slider,font-size,841px,verified,
link-in-bio-var-5,bio_description_typography_font_size_tablet,tablet,slider,font-size,579px,verified,
link-in-bio-var-5,bio_description_typography_font_style,,select,font-style,normal,verified,
link-in-bio-var-5,bio_description_typography_font_weight,,select,font-weight,100,verified,
link-in-bio-var-5,bio_description_typography_letter_spacing,,slider,letter-spacing,187px,verified,
link-in-bio-var-5,bio_description_typography_letter_spacing_mobile,mobile,slider,letter-spacing,30px,verified,
link-in-bio-var-5,bio_description_typography_letter_spacing_tablet,tablet,slider,letter-spacing,978px,verified,
link-in-bio-var-5,bio_description_typography_line_height,,slider,line-height,806px,verified,
link-in-bio-var-5,bio_description_typography_line_height_mobile,mobile,slider,line-height,646px,verified,
link-in-bio-var-5,bio_description_typography_line_height_tablet,tablet,slider,line-height,553px,verified,
link-in-bio-var-5,bio_description_typography_text_decoration,,select,text-decoration,underline,verified,
link-in-bio-var-5,bio_description_typography_text_transform,,select,text-transform,uppercase,verified,
link-in-bio-var-5,bio_description_typography_word_spacing,,slider,word-spacing,177px,verified,
link-in-bio-var-5,bio_description_typography_word_spacing_mobile,mobile,slider,word-spacing,327px,verified,
link-in-bio-var-5,bio_description_typography_word_spacing_tablet,tablet,slider,word-spacing,669px,verified,
link-in-bio-var-5,bio_heading_text_color,,color,--e-link-in-bio-heading-color,#A3DB56,verified,
link-in-bio-var-5,bio_heading_typography_font_family,,font,font-family,Roboto,verified,
link-in-bio-var-5,bio_heading_typography_font_size,,slider,font-size,352px,verified,
link-in-bio-var-5,bio_heading_typography_font_size_mobile,mobile,slider,font-size,410px,verified,
link-in-bio-var-5,bio_heading_typography_font_size_tablet,tablet,slider,font-size,479px,verified,
link-in-bio-var-5,bio_heading_typography_font_style,,select,font-style,normal,verified,
link-in-bio-var-5,bio_heading_typography_font_weight,,select,font-weight,100,verified,
link-in-bio-var-5,bio_heading_typography_letter_spacing,,slider,letter-spacing,492px,verified,
link-in-bio-var-5,bio_heading_typography_letter_spacing_mobile,mobile,slider,letter-spacing,813px,verified,
link-in-bio-var-5,bio_heading_typography_letter_spacing_tablet,tablet,slider,letter-spacing,26px,verified,
link-in-bio-var-5,bio_heading_typography_line_height,,slider,line-height,872px,verified,
link-in-bio-var-5,bio_heading_typography_line_height_mobile,mobile,slider,line-height,669px,verified,
link-in-bio-var-5,bio_heading_typography_line_height_tablet,tablet,slider,line-height,964px,verified,
link-in-bio-var-5,bio_heading_typography_text_decoration,,select,text-decoration,underline,verified,
link-in-bio-var-5,bio_heading_typography_text_transform,,select,text-transform,uppercase,verified,
link-in-bio-var-5,bio_heading_typography_word_spacing,,slider,word-spacing,760px,verified,
link-in-bio-var-5,bio_heading_typography_word_spacing_mobile,mobile,slider,word-spacing,837px,verified,
link-in-bio-var-5,bio_heading_typography_word_spacing_tablet,tablet,slider,word-spacing,628px,verified,
link-in-bio-var-5,bio_title_text_color,,color,--e-link-in-bio-title-color,#7F8550,verified,
link-in-bio-var-5,bio_title_typography_font_family,,font,font-family,Roboto,verified,
link-in-bio-var-5,bio_title_typography_font_size,,slider,font-size,827px,verified,
link-in-bio-var-5,bio_title_typography_font_size_mobile,mobile,slider,font-size,713px,verified,
link-in-bio-var-5,bio_title_typography_font_size_tablet,tablet,slider,font-size,984px,verified,
link-in-bio-var-5,bio_title_typography_font_style,,select,font-style,normal,verified,
link-in-bio-var-5,bio_title_typography_font_weight,,select,font-weight,100,verified,
link-in-bio-var-5,bio_title_typography_letter_spacing,,slider,letter-spacing,788px,verified,
link-in-bio-var-5,bio_title_typography_letter_spacing_mobile,mobile,slider,letter-spacing,70px,verified,
link-in-bio-var-5,bio_title_typography_letter_spacing_tablet,tablet,slider,letter-spacing,253px,verified,
link-in-bio-var-5,bio_title_typography_line_height,,slider,line-height,25px,verified,
link-in-bio-var-5,bio_title_typography_line_height_mobile,mobile,slider,line-height,954px,verified,
link-in-bio-var-5,bio_title_typography_line_height_tablet,tablet,slider,line-height,589px,verified,
link-in-bio-var-5,bio_title_typography_text_decoration,,select,text-decoration,underline,verified,
link-in-bio-var-5,bio_title_typography_text_transform,,select,text-transform,uppercase,verified,
link-in-bio-var-5,bio_title_typography_word_spacing,,slider,word-spacing,817px,verified,
link-in-bio-var-5,bio_title_typography_word_spacing_mobile,mobile,slider,word-spacing,384px,verified,
link-in-bio-var-5,bio_title_typography_word_spacing_tablet,tablet,slider,word-spacing,688px,verified,
link-in-bio-var-5,cta_links_background_color,,color,--e-link-in-bio-ctas-background-color,#B37841,verified,
link-in-bio-var-5,cta_links_border_color,,color,--e-link-in-bio-ctas-border-color,#3C6CA6,verified,
link-in-bio-var-5,cta_links_border_width,,slider,--e-link-in-bio-ctas-border-width,946px,verified,
link-in-bio-var-5,cta_links_border_width_mobile,mobile,slider,--e-link-in-bio-ctas-border-width,525px,verified,
link-in-bio-var-5,cta_links_border_width_tablet,tablet,slider,--e-link-in-bio-ctas-border-width,26px,verified,
link-in-bio-var-5,cta_links_text_color,,color,--e-link-in-bio-ctas-text-color,#5D70BF,verified,
link-in-bio-var-5,cta_links_typography_font_family,,font,font-family,Roboto,verified,
link-in-bio-var-5,cta_links_typography_font_size,,slider,font-size,523px,verified,
link-in-bio-var-5,cta_links_typography_font_size_mobile,mobile,slider,font-size,454px,verified,
link-in-bio-var-5,cta_links_typography_font_size_tablet,tablet,slider,font-size,754px,verified,
link-in-bio-var-5,cta_links_typography_font_style,,select,font-style,normal,verified,
link-in-bio-var-5,cta_links_typography_font_weight,,select,font-weight,100,verified,
link-in-bio-var-5,cta_links_typography_letter_spacing,,slider,letter-spacing,28px,verified,
link-in-bio-var-5,cta_links_typography_letter_spacing_mobile,mobile,slider,letter-spacing,692px,verified,
link-in-bio-var-5,cta_links_typography_letter_spacing_tablet,tablet,slider,letter-spacing,380px,verified,
link-in-bio-var-5,cta_links_typography_line_height,,slider,line-height,937px,verified,
link-in-bio-var-5,cta_links_typography_line_height_mobile,mobile,slider,line-height,315px,verified,
link-in-bio-var-5,cta_links_typography_line_height_tablet,tablet,slider,line-height,516px,verified,
link-in-bio-var-5,cta_links_typography_text_decoration,,select,text-decoration,underline,verified,
link-in-bio-var-5,cta_links_typography_text_transform,,select,text-transform,uppercase,verified,
link-in-bio-var-5,cta_links_typography_word_spacing,,slider,word-spacing,773px,verified,
link-in-bio-var-5,cta_links_typography_word_spacing_mobile,mobile,slider,word-spacing,406px,verified,
link-in-bio-var-5,cta_links_typography_word_spacing_tablet,tablet,slider,word-spacing,708px,verified,
link-in-bio-var-5,icons_color,,color,--e-link-in-bio-icon-color,#E5A04A,verified,
link-in-bio-var-5,identity_image_border_color,,color,--e-link-in-bio-identity-image-profile-border-color,#743F3B,verified,
link-in-bio-var-5,identity_image_border_width,,slider,--e-link-in-bio-identity-image-profile-border-width,697px,verified,
link-in-bio-var-5,identity_image_border_width_mobile,mobile,slider,--e-link-in-bio-identity-image-profile-border-width,849px,verified,
link-in-bio-var-5,identity_image_border_width_tablet,tablet,slider,--e-link-in-bio-identity-image-profile-border-width,381px,verified,
link-in-bio-var-5,identity_image_bottom_border_color,,color,--e-link-in-bio-identity-image-cover-border-color,#C04DBA,verified,
link-in-bio-var-5,identity_image_bottom_border_width,,slider,--e-link-in-bio-identity-image-cover-border-bottom-width,759px,verified,
link-in-bio-var-5,identity_image_bottom_border_width_mobile,mobile,slider,--e-link-in-bio-identity-image-cover-border-bottom-width,880px,verified,
link-in-bio-var-5,identity_image_bottom_border_width_tablet,tablet,slider,--e-link-in-bio-identity-image-cover-border-bottom-width,150px,verified,
link-in-bio-var-5,identity_image_height,,slider,--e-link-in-bio-identity-image-cover-height,575px,verified,
link-in-bio-var-5,identity_image_height_mobile,mobile,slider,--e-link-in-bio-identity-image-cover-height,871px,verified,
link-in-bio-var-5,identity_image_height_tablet,tablet,slider,--e-link-in-bio-identity-image-cover-height,955px,verified,
link-in-bio-var-5,identity_image_position,,select,--e-link-in-bio-identity-image-profile-position,center center,verified,
link-in-bio-var-5,identity_image_position_mobile,mobile,select,--e-link-in-bio-identity-image-profile-position,center center,verified,
link-in-bio-var-5,identity_image_position_tablet,tablet,select,--e-link-in-bio-identity-image-profile-position,center center,verified,
link-in-bio-var-5,identity_image_size,,slider,--e-link-in-bio-identity-image-profile-width,405px,verified,
link-in-bio-var-5,identity_image_size_mobile,mobile,slider,--e-link-in-bio-identity-image-profile-width,320px,verified,
link-in-bio-var-5,identity_image_size_tablet,tablet,slider,--e-link-in-bio-identity-image-profile-width,752px,verified,
link-in-bio-var-5,motion_fx_transform_origin_x,,choose,--e-transform-origin-x,left,verified,
link-in-bio-var-5,motion_fx_transform_origin_y,,choose,--e-transform-origin-y,top,verified,
link-in-bio-var-5,motion_fx_transform_x_anchor_point,,choose,--e-transform-origin-x,left,verified,
link-in-bio-var-5,motion_fx_transform_x_anchor_point_mobile,mobile,choose,--e-transform-origin-x,left,verified,
link-in-bio-var-5,motion_fx_transform_x_anchor_point_tablet,tablet,choose,--e-transform-origin-x,left,verified,
link-in-bio-var-5,motion_fx_transform_y_anchor_point,,choose,--e-transform-origin-y,top,verified,
link-in-bio-var-5,motion_fx_transform_y_anchor_point_mobile,mobile,choose,--e-transform-origin-y,top,verified,
link-in-bio-var-5,motion_fx_transform_y_anchor_point_tablet,tablet,choose,--e-transform-origin-y,top,verified,
link-in-bio-var-6,_background_attachment,,select,background-attachment,scroll,verified,
link-in-bio-var-6,_background_bg_width,,slider,background-size,666px,verified,
link-in-bio-var-6,_background_bg_width_mobile,mobile,slider,background-size,160px,verified,
link-in-bio-var-6,_background_bg_width_tablet,tablet,slider,background-size,143px,verified,
link-in-bio-var-6,_background_color,,color,background-color,#3142B2,verified,
link-in-bio-var-6,_background_gradient_angle,,slider,background-color|background-image,389deg,verified,
link-in-bio-var-6,_background_gradient_angle_mobile,mobile,slider,background-color|background-image,448deg,verified,
link-in-bio-var-6,_background_gradient_angle_tablet,tablet,slider,background-color|background-image,906deg,verified,
link-in-bio-var-6,_background_gradient_position,,select,background-color|background-image,center center,verified,
link-in-bio-var-6,_background_gradient_position_mobile,mobile,select,background-color|background-image,center center,verified,
link-in-bio-var-6,_background_gradient_position_tablet,tablet,select,background-color|background-image,center center,verified,
link-in-bio-var-6,_background_hover_attachment,,select,background-attachment,scroll,verified,
link-in-bio-var-6,_background_hover_bg_width,,slider,background-size,51px,verified,
link-in-bio-var-6,_background_hover_bg_width_mobile,mobile,slider,background-size,685px,verified,
