owner,control,device,type,css,expected,status,detail
link-in-bio-var-6,_background_hover_bg_width_tablet,tablet,slider,background-size,387px,verified,
link-in-bio-var-6,_background_hover_color,,color,background-color,#78DB6A,verified,
link-in-bio-var-6,_background_hover_gradient_angle,,slider,background-color|background-image,592deg,verified,
link-in-bio-var-6,_background_hover_gradient_angle_mobile,mobile,slider,background-color|background-image,681deg,verified,
link-in-bio-var-6,_background_hover_gradient_angle_tablet,tablet,slider,background-color|background-image,39deg,verified,
link-in-bio-var-6,_background_hover_gradient_position,,select,background-color|background-image,center center,verified,
link-in-bio-var-6,_background_hover_gradient_position_mobile,mobile,select,background-color|background-image,center center,verified,
link-in-bio-var-6,_background_hover_gradient_position_tablet,tablet,select,background-color|background-image,center center,verified,
link-in-bio-var-6,_background_hover_image,,media,background-image,https://example.com/eh-sweep-probe.png,verified,
link-in-bio-var-6,_background_hover_image_mobile,mobile,media,background-image,https://example.com/eh-sweep-probe.png,verified,
link-in-bio-var-6,_background_hover_image_tablet,tablet,media,background-image,https://example.com/eh-sweep-probe.png,verified,
link-in-bio-var-6,_background_hover_position,,select,background-position,center center,verified,
link-in-bio-var-6,_background_hover_position_mobile,mobile,select,background-position,center center,verified,
link-in-bio-var-6,_background_hover_position_tablet,tablet,select,background-position,center center,verified,
link-in-bio-var-6,_background_hover_repeat,,select,background-repeat,no-repeat,verified,
link-in-bio-var-6,_background_hover_repeat_mobile,mobile,select,background-repeat,no-repeat,verified,
link-in-bio-var-6,_background_hover_repeat_tablet,tablet,select,background-repeat,no-repeat,verified,
link-in-bio-var-6,_background_hover_size,,select,background-size,auto,verified,
link-in-bio-var-6,_background_hover_size_mobile,mobile,select,background-size,auto,verified,
link-in-bio-var-6,_background_hover_size_tablet,tablet,select,background-size,auto,verified,
link-in-bio-var-6,_background_hover_slideshow_background_position,,select,background-position,center center,verified,
link-in-bio-var-6,_background_hover_slideshow_background_position_mobile,mobile,select,background-position,center center,verified,
link-in-bio-var-6,_background_hover_slideshow_background_position_tablet,tablet,select,background-position,center center,verified,
link-in-bio-var-6,_background_hover_slideshow_background_size,,select,background-size,auto,verified,
link-in-bio-var-6,_background_hover_slideshow_background_size_mobile,mobile,select,background-size,auto,verified,
link-in-bio-var-6,_background_hover_slideshow_background_size_tablet,tablet,select,background-size,auto,verified,
link-in-bio-var-6,_background_hover_transition,,slider,transition,709px,verified,
link-in-bio-var-6,_background_hover_video_fallback,,media,background|background-size,https://example.com/eh-sweep-probe.png,verified,
link-in-bio-var-6,_background_hover_xpos,,slider,background-position,879px,verified,
link-in-bio-var-6,_background_hover_xpos_mobile,mobile,slider,background-position,643px,verified,
link-in-bio-var-6,_background_hover_xpos_tablet,tablet,slider,background-position,893px,verified,
link-in-bio-var-6,_background_hover_ypos,,slider,background-position,180px,verified,
link-in-bio-var-6,_background_hover_ypos_mobile,mobile,slider,background-position,120px,verified,
link-in-bio-var-6,_background_hover_ypos_tablet,tablet,slider,background-position,964px,verified,
link-in-bio-var-6,_background_image,,media,background-image,https://example.com/eh-sweep-probe.png,verified,
link-in-bio-var-6,_background_image_mobile,mobile,media,background-image,https://example.com/eh-sweep-probe.png,verified,
link-in-bio-var-6,_background_image_tablet,tablet,media,background-image,https://example.com/eh-sweep-probe.png,verified,
link-in-bio-var-6,_background_position,,select,background-position,center center,verified,
link-in-bio-var-6,_background_position_mobile,mobile,select,background-position,center center,verified,
link-in-bio-var-6,_background_position_tablet,tablet,select,background-position,center center,verified,
link-in-bio-var-6,_background_repeat,,select,background-repeat,no-repeat,verified,
link-in-bio-var-6,_background_repeat_mobile,mobile,select,background-repeat,no-repeat,verified,
link-in-bio-var-6,_background_repeat_tablet,tablet,select,background-repeat,no-repeat,verified,
link-in-bio-var-6,_background_size,,select,background-size,auto,verified,
link-in-bio-var-6,_background_size_mobile,mobile,select,background-size,auto,verified,
link-in-bio-var-6,_background_size_tablet,tablet,select,background-size,auto,verified,
link-in-bio-var-6,_background_slideshow_background_position,,select,background-position,center center,verified,
link-in-bio-var-6,_background_slideshow_background_position_mobile,mobile,select,background-position,center center,verified,
link-in-bio-var-6,_background_slideshow_background_position_tablet,tablet,select,background-position,center center,verified,
link-in-bio-var-6,_background_slideshow_background_size,,select,background-size,auto,verified,
link-in-bio-var-6,_background_slideshow_background_size_mobile,mobile,select,background-size,auto,verified,
link-in-bio-var-6,_background_slideshow_background_size_tablet,tablet,select,background-size,auto,verified,
link-in-bio-var-6,_background_video_fallback,,media,background|background-size,https://example.com/eh-sweep-probe.png,verified,
link-in-bio-var-6,_background_xpos,,slider,background-position,734px,verified,
link-in-bio-var-6,_background_xpos_mobile,mobile,slider,background-position,444px,verified,
link-in-bio-var-6,_background_xpos_tablet,tablet,slider,background-position,271px,verified,
link-in-bio-var-6,_background_ypos,,slider,background-position,564px,verified,
link-in-bio-var-6,_background_ypos_mobile,mobile,slider,background-position,450px,verified,
link-in-bio-var-6,_background_ypos_tablet,tablet,slider,background-position,438px,verified,
link-in-bio-var-6,_border_border,,select,border-style,none,verified,
link-in-bio-var-6,_border_color,,color,border-color,#696951,verified,
link-in-bio-var-6,_border_hover_border,,select,border-style,none,verified,
link-in-bio-var-6,_border_hover_color,,color,border-color,#AA4C8C,verified,
link-in-bio-var-6,_border_hover_transition,,slider,transition,745px,verified,
link-in-bio-var-6,_border_hover_width,,dimensions,border-width,67px,verified,
link-in-bio-var-6,_border_hover_width_mobile,mobile,dimensions,border-width,52px,verified,
link-in-bio-var-6,_border_hover_width_tablet,tablet,dimensions,border-width,25px,verified,
link-in-bio-var-6,_border_radius,,dimensions,border-radius,24px,verified,
link-in-bio-var-6,_border_radius_hover,,dimensions,border-radius,65px,verified,
link-in-bio-var-6,_border_radius_hover_mobile,mobile,dimensions,border-radius,89px,verified,
link-in-bio-var-6,_border_radius_hover_tablet,tablet,dimensions,border-radius,49px,verified,
link-in-bio-var-6,_border_radius_mobile,mobile,dimensions,border-radius,42px,verified,
link-in-bio-var-6,_border_radius_tablet,tablet,dimensions,border-radius,55px,verified,
link-in-bio-var-6,_border_width,,dimensions,border-width,20px,verified,
link-in-bio-var-6,_border_width_mobile,mobile,dimensions,border-width,31px,verified,
link-in-bio-var-6,_border_width_tablet,tablet,dimensions,border-width,61px,verified,
link-in-bio-var-6,_box_shadow_box_shadow,,box_shadow,box-shadow,#AF9B60,verified,
link-in-bio-var-6,_box_shadow_hover_box_shadow,,box_shadow,box-shadow,#91693F,verified,
link-in-bio-var-6,_element_custom_width,,slider,--container-widget-width|--container-widget-flex-grow|width|max-width,978px,verified,
link-in-bio-var-6,_element_custom_width_mobile,mobile,slider,--container-widget-width|--container-widget-flex-grow|width|max-width,822px,verified,
link-in-bio-var-6,_element_custom_width_tablet,tablet,slider,--container-widget-width|--container-widget-flex-grow|width|max-width,739px,verified,
link-in-bio-var-6,_element_vertical_align,,choose,align-self,flex-start,verified,
link-in-bio-var-6,_element_vertical_align_mobile,mobile,choose,align-self,flex-start,verified,
link-in-bio-var-6,_element_vertical_align_tablet,tablet,choose,align-self,flex-start,verified,
link-in-bio-var-6,_flex_align_self,,choose,--align-self,flex-start,verified,
link-in-bio-var-6,_flex_align_self_mobile,mobile,choose,--align-self,flex-start,verified,
link-in-bio-var-6,_flex_align_self_tablet,tablet,choose,--align-self,flex-start,verified,
link-in-bio-var-6,_flex_grow,,number,--flex-grow,6,verified,
link-in-bio-var-6,_flex_grow_mobile,mobile,number,--flex-grow,2,verified,
link-in-bio-var-6,_flex_grow_tablet,tablet,number,--flex-grow,7,verified,
link-in-bio-var-6,_flex_order,,choose,--order,start,verified,
link-in-bio-var-6,_flex_order_custom,,number,--order,4,verified,
link-in-bio-var-6,_flex_order_custom_mobile,mobile,number,--order,9,verified,
link-in-bio-var-6,_flex_order_custom_tablet,tablet,number,--order,7,verified,
link-in-bio-var-6,_flex_order_mobile,mobile,choose,--order,start,verified,
link-in-bio-var-6,_flex_order_tablet,tablet,choose,--order,start,verified,
link-in-bio-var-6,_flex_shrink,,number,--flex-shrink,8,verified,
link-in-bio-var-6,_flex_shrink_mobile,mobile,number,--flex-shrink,6,verified,
link-in-bio-var-6,_flex_shrink_tablet,tablet,number,--flex-shrink,5,verified,
link-in-bio-var-6,_grid_column,,select,grid-column,1,verified,
link-in-bio-var-6,_grid_column_mobile,mobile,select,grid-column,1,verified,
link-in-bio-var-6,_grid_column_tablet,tablet,select,grid-column,1,verified,
link-in-bio-var-6,_grid_row,,select,grid-row,1,verified,
link-in-bio-var-6,_grid_row_mobile,mobile,select,grid-row,1,verified,
link-in-bio-var-6,_grid_row_tablet,tablet,select,grid-row,1,verified,
link-in-bio-var-6,_margin,,dimensions,margin,69px,verified,
link-in-bio-var-6,_margin_mobile,mobile,dimensions,margin,62px,verified,
link-in-bio-var-6,_margin_tablet,tablet,dimensions,margin,27px,verified,
link-in-bio-var-6,_mask_image,,media,-webkit-mask-image,https://example.com/eh-sweep-probe.png,verified,
link-in-bio-var-6,_mask_image_mobile,mobile,media,-webkit-mask-image,https://example.com/eh-sweep-probe.png,verified,
link-in-bio-var-6,_mask_image_tablet,tablet,media,-webkit-mask-image,https://example.com/eh-sweep-probe.png,verified,
link-in-bio-var-6,_mask_position,,select,-webkit-mask-position,center center,verified,
link-in-bio-var-6,_mask_position_mobile,mobile,select,-webkit-mask-position,center center,verified,
link-in-bio-var-6,_mask_position_tablet,tablet,select,-webkit-mask-position,center center,verified,
link-in-bio-var-6,_mask_position_x,,slider,-webkit-mask-position-x,508px,verified,
link-in-bio-var-6,_mask_position_x_mobile,mobile,slider,-webkit-mask-position-x,372px,verified,
link-in-bio-var-6,_mask_position_x_tablet,tablet,slider,-webkit-mask-position-x,235px,verified,
link-in-bio-var-6,_mask_position_y,,slider,-webkit-mask-position-y,81px,verified,
link-in-bio-var-6,_mask_position_y_mobile,mobile,slider,-webkit-mask-position-y,839px,verified,
link-in-bio-var-6,_mask_position_y_tablet,tablet,slider,-webkit-mask-position-y,111px,verified,
link-in-bio-var-6,_mask_repeat,,select,-webkit-mask-repeat,no-repeat,verified,
link-in-bio-var-6,_mask_repeat_mobile,mobile,select,-webkit-mask-repeat,no-repeat,verified,
link-in-bio-var-6,_mask_repeat_tablet,tablet,select,-webkit-mask-repeat,no-repeat,verified,
link-in-bio-var-6,_mask_shape,,visual_choice,-webkit-mask-image,circle,verified,
link-in-bio-var-6,_mask_size,,select,-webkit-mask-size,contain,verified,
link-in-bio-var-6,_mask_size_mobile,mobile,select,-webkit-mask-size,contain,verified,
link-in-bio-var-6,_mask_size_scale,,slider,-webkit-mask-size,894px,verified,
link-in-bio-var-6,_mask_size_scale_mobile,mobile,slider,-webkit-mask-size,488px,verified,
link-in-bio-var-6,_mask_size_scale_tablet,tablet,slider,-webkit-mask-size,674px,verified,
link-in-bio-var-6,_mask_size_tablet,tablet,select,-webkit-mask-size,contain,verified,
link-in-bio-var-6,_offset_x,,slider,left|right,521px,verified,
link-in-bio-var-6,_offset_x_end,,slider,right|left,472px,verified,
link-in-bio-var-6,_offset_x_end_mobile,mobile,slider,right|left,540px,verified,
link-in-bio-var-6,_offset_x_end_tablet,tablet,slider,right|left,675px,verified,
link-in-bio-var-6,_offset_x_mobile,mobile,slider,left|right,765px,verified,
link-in-bio-var-6,_offset_x_tablet,tablet,slider,left|right,121px,verified,
link-in-bio-var-6,_offset_y,,slider,top,692px,verified,
link-in-bio-var-6,_offset_y_end,,slider,bottom,197px,verified,
link-in-bio-var-6,_offset_y_end_mobile,mobile,slider,bottom,34px,verified,
link-in-bio-var-6,_offset_y_end_tablet,tablet,slider,bottom,628px,verified,
link-in-bio-var-6,_offset_y_mobile,mobile,slider,top,472px,verified,
link-in-bio-var-6,_offset_y_tablet,tablet,slider,top,868px,verified,
link-in-bio-var-6,_padding,,dimensions,padding,66px,verified,
link-in-bio-var-6,_padding_mobile,mobile,dimensions,padding,73px,verified,
link-in-bio-var-6,_padding_tablet,tablet,dimensions,padding,44px,verified,
link-in-bio-var-6,_transform_perspective_effect,,slider,--e-transform-perspective,709px,verified,
link-in-bio-var-6,_transform_perspective_effect_hover,,slider,--e-transform-perspective,640px,verified,
