owner,control,type,tab,section,responsive,control_tier,owner_tier,default,options,condition,css,label
portfolio,typography_filter_text_transform,select,style,section_design_filter,,pro,pro,,"["""",""uppercase"",""lowercase"",""capitalize"",""none""]","{""show_filter_bar"":""yes"",""typography_filter_typography!"":""""}",text-transform,Transform
portfolio,typography_filter_font_style,select,style,section_design_filter,,pro,pro,,"["""",""normal"",""italic"",""oblique""]","{""show_filter_bar"":""yes"",""typography_filter_typography!"":""""}",font-style,Style
portfolio,typography_filter_text_decoration,select,style,section_design_filter,,pro,pro,,"["""",""underline"",""overline"",""line-through"",""none""]","{""show_filter_bar"":""yes"",""typography_filter_typography!"":""""}",text-decoration,Decoration
portfolio,typography_filter_line_height,slider,style,section_design_filter,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""show_filter_bar"":""yes"",""typography_filter_typography!"":""""}",line-height,Line Height
portfolio,typography_filter_letter_spacing,slider,style,section_design_filter,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""show_filter_bar"":""yes"",""typography_filter_typography!"":""""}",letter-spacing,Letter Spacing
portfolio,typography_filter_word_spacing,slider,style,section_design_filter,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""show_filter_bar"":""yes"",""typography_filter_typography!"":""""}",word-spacing,Word Spacing
portfolio,filter_item_spacing,slider,style,section_design_filter,,pro,pro,"{""unit"":""px"",""size"":10,""sizes"":[]}",,"{""show_filter_bar"":""yes""}",margin-right|margin-left,Space Between
portfolio,filter_spacing,slider,style,section_design_filter,,pro,pro,"{""unit"":""px"",""size"":10,""sizes"":[]}",,"{""show_filter_bar"":""yes""}",margin-bottom,Spacing
post-comments,_skin,hidden,content,section_content,,pro,pro,,,,,
post-comments,skin_temp,select,content,section_content,,pro,pro,,"[""""]",,,Skin
post-comments,source_type,select,content,section_content,,pro,pro,current_post,"[""current_post"",""custom""]",,,Source
post-comments,source_custom,query,content,section_content,,pro,pro,,,"{""source_type"":""custom""}",,Search &amp; Select
post-info,view,choose,content,section_icon,,pro,pro,inline,"[""traditional"",""inline""]",,,Layout
post-info,icon_list,repeater,content,section_icon,,pro,pro,"[{""type"":""author"",""selected_icon"":{""value"":""far fa-user-circle"",""library"":""fa-regular""}},{""type"":""date"",""selected_icon"":{""value"":""fas fa-calendar"",""library"":""fa-solid""}},{""type"":""time"",""selected_icon"":{""value"":""far fa-clock"",""library"":""fa-regular""}},{""type"":""comments"",""selected_icon"":{""value"":""far fa-comment-dots"",""library"":""fa-regular""}}]",,,,
post-info,space_between,slider,style,section_icon_list,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,,padding-bottom|margin-top|margin-right|margin-left|left|right,Space Between
post-info,icon_align,choose,style,section_icon_list,mobile|tablet,pro,pro,,"[""left"",""center"",""right""]",,,Alignment
post-info,divider,switcher,style,section_icon_list,,pro,pro,,,,content,Divider
post-info,divider_style,select,style,section_icon_list,,pro,pro,solid,"[""solid"",""double"",""dotted"",""dashed""]","{""divider"":""yes""}",border-top-style|border-left-style,Style
post-info,divider_weight,slider,style,section_icon_list,,pro,pro,"{""unit"":""px"",""size"":1,""sizes"":[]}",,"{""divider"":""yes""}",border-top-width|border-left-width,Weight
post-info,divider_width,slider,style,section_icon_list,,pro,pro,"{""unit"":""%"",""size"":"""",""sizes"":[]}",,"{""divider"":""yes"",""view!"":""inline""}",width,Width
post-info,divider_height,slider,style,section_icon_list,,pro,pro,"{""unit"":""%"",""size"":"""",""sizes"":[]}",,"{""divider"":""yes"",""view"":""inline""}",height,Height
post-info,divider_color,color,style,section_icon_list,,pro,pro,#ddd,,"{""divider"":""yes""}",border-color,Color
post-info,icon_color,color,style,section_icon_style,,pro,pro,,,,color|fill,Color
post-info,icon_size,slider,style,section_icon_style,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":14,""sizes"":[]}",,,width|font-size|--e-icon-list-icon-size,Size
post-info,text_indent,slider,style,section_text_style,,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,,padding-left|padding-right,Indent
post-info,text_color,color,style,section_text_style,,pro,pro,,,,color,Text Color
post-info,icon_typography_typography,popover_toggle,style,section_text_style,,pro,pro,,,,,Typography
post-info,icon_typography_font_family,font,style,section_text_style,,pro,pro,,,"{""icon_typography_typography!"":""""}",font-family,Family
post-info,icon_typography_font_size,slider,style,section_text_style,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""icon_typography_typography!"":""""}",font-size,Size
post-info,icon_typography_font_weight,select,style,section_text_style,,pro,pro,,"[100,200,300,400,500,600,700,800,900,"""",""normal"",""bold""]","{""icon_typography_typography!"":""""}",font-weight,Weight
post-info,icon_typography_text_transform,select,style,section_text_style,,pro,pro,,"["""",""uppercase"",""lowercase"",""capitalize"",""none""]","{""icon_typography_typography!"":""""}",text-transform,Transform
post-info,icon_typography_font_style,select,style,section_text_style,,pro,pro,,"["""",""normal"",""italic"",""oblique""]","{""icon_typography_typography!"":""""}",font-style,Style
post-info,icon_typography_text_decoration,select,style,section_text_style,,pro,pro,,"["""",""underline"",""overline"",""line-through"",""none""]","{""icon_typography_typography!"":""""}",text-decoration,Decoration
post-info,icon_typography_line_height,slider,style,section_text_style,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""icon_typography_typography!"":""""}",line-height,Line Height
post-info,icon_typography_letter_spacing,slider,style,section_text_style,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""icon_typography_typography!"":""""}",letter-spacing,Letter Spacing
post-info,icon_typography_word_spacing,slider,style,section_text_style,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""icon_typography_typography!"":""""}",word-spacing,Word Spacing
post-navigation,show_label,switcher,content,section_post_navigation_content,,pro,pro,yes,,,,Label
post-navigation,prev_label,text,content,section_post_navigation_content,,pro,pro,Previous,,"{""show_label"":""yes""}",,Previous Label
post-navigation,next_label,text,content,section_post_navigation_content,,pro,pro,Next,,"{""show_label"":""yes""}",,Next Label
post-navigation,show_arrow,switcher,content,section_post_navigation_content,,pro,pro,yes,,,,Arrows
post-navigation,arrow_previous_icon,icons,content,section_post_navigation_content,,pro,pro,"{""value"":""fas fa-angle-left"",""library"":""fa-solid""}",,"{""show_arrow"":""yes""}",,Previous Icon
post-navigation,arrow_next_icon,icons,content,section_post_navigation_content,,pro,pro,"{""value"":""fas fa-angle-right"",""library"":""fa-solid""}",,"{""show_arrow"":""yes""}",,Next Icon
post-navigation,show_title,switcher,content,section_post_navigation_content,,pro,pro,yes,,,,Post Title
post-navigation,show_borders,switcher,content,section_post_navigation_content,,pro,pro,yes,,,,Borders
post-navigation,in_same_term,select2,content,section_post_navigation_content,,pro,pro,,"[""post"",""product""]",,,In same Term
post-navigation,post_taxonomy,select,content,section_post_navigation_content,,pro,pro,,"[""category"",""post_tag"",""post_format""]","{""in_same_term"":""post""}",,Posts Taxonomy
post-navigation,product_taxonomy,select,content,section_post_navigation_content,,pro,pro,,"[""product_brand"",""product_type"",""product_visibility"",""product_cat"",""product_tag"",""product_shipping_class"",""pos_product_visibility""]","{""in_same_term"":""product""}",,商品 Taxonomy
post-navigation,label_color,color,style,label_style,,pro,pro,,,"{""show_label"":""yes""}",color,Color
post-navigation,label_hover_color,color,style,label_style,,pro,pro,,,"{""show_label"":""yes""}",color,Color
post-navigation,label_hover_color_transition_duration,slider,style,label_style,,pro,pro,"{""unit"":""ms"",""size"":"""",""sizes"":[]}",,"{""show_label"":""yes""}",transition-duration,Transition Duration
post-navigation,label_typography_typography,popover_toggle,style,label_style,,pro,pro,,,"{""show_label"":""yes""}",,Typography
post-navigation,label_typography_font_family,font,style,label_style,,pro,pro,,,"{""show_label"":""yes"",""label_typography_typography!"":""""}",font-family,Family
post-navigation,label_typography_font_size,slider,style,label_style,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""show_label"":""yes"",""label_typography_typography!"":""""}",font-size,Size
post-navigation,label_typography_font_weight,select,style,label_style,,pro,pro,,"[100,200,300,400,500,600,700,800,900,"""",""normal"",""bold""]","{""show_label"":""yes"",""label_typography_typography!"":""""}",font-weight,Weight
post-navigation,label_typography_text_transform,select,style,label_style,,pro,pro,,"["""",""uppercase"",""lowercase"",""capitalize"",""none""]","{""show_label"":""yes"",""label_typography_typography!"":""""}",text-transform,Transform
post-navigation,label_typography_font_style,select,style,label_style,,pro,pro,,"["""",""normal"",""italic"",""oblique""]","{""show_label"":""yes"",""label_typography_typography!"":""""}",font-style,Style
post-navigation,label_typography_text_decoration,select,style,label_style,,pro,pro,,"["""",""underline"",""overline"",""line-through"",""none""]","{""show_label"":""yes"",""label_typography_typography!"":""""}",text-decoration,Decoration
post-navigation,label_typography_letter_spacing,slider,style,label_style,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""show_label"":""yes"",""label_typography_typography!"":""""}",letter-spacing,Letter Spacing
post-navigation,label_typography_word_spacing,slider,style,label_style,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""show_label"":""yes"",""label_typography_typography!"":""""}",word-spacing,Word Spacing
post-navigation,text_color,color,style,title_style,,pro,pro,,,"{""show_title"":""yes""}",color,Color
post-navigation,hover_color,color,style,title_style,,pro,pro,,,"{""show_title"":""yes""}",color,Color
post-navigation,hover_color_transition_duration,slider,style,title_style,,pro,pro,"{""unit"":""ms"",""size"":"""",""sizes"":[]}",,"{""show_title"":""yes""}",transition-duration,Transition Duration
post-navigation,title_typography_typography,popover_toggle,style,title_style,,pro,pro,,,"{""show_title"":""yes""}",,Typography
post-navigation,title_typography_font_family,font,style,title_style,,pro,pro,,,"{""show_title"":""yes"",""title_typography_typography!"":""""}",font-family,Family
post-navigation,title_typography_font_size,slider,style,title_style,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""show_title"":""yes"",""title_typography_typography!"":""""}",font-size,Size
post-navigation,title_typography_font_weight,select,style,title_style,,pro,pro,,"[100,200,300,400,500,600,700,800,900,"""",""normal"",""bold""]","{""show_title"":""yes"",""title_typography_typography!"":""""}",font-weight,Weight
post-navigation,title_typography_text_transform,select,style,title_style,,pro,pro,,"["""",""uppercase"",""lowercase"",""capitalize"",""none""]","{""show_title"":""yes"",""title_typography_typography!"":""""}",text-transform,Transform
post-navigation,title_typography_font_style,select,style,title_style,,pro,pro,,"["""",""normal"",""italic"",""oblique""]","{""show_title"":""yes"",""title_typography_typography!"":""""}",font-style,Style
post-navigation,title_typography_text_decoration,select,style,title_style,,pro,pro,,"["""",""underline"",""overline"",""line-through"",""none""]","{""show_title"":""yes"",""title_typography_typography!"":""""}",text-decoration,Decoration
post-navigation,title_typography_letter_spacing,slider,style,title_style,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""show_title"":""yes"",""title_typography_typography!"":""""}",letter-spacing,Letter Spacing
post-navigation,title_typography_word_spacing,slider,style,title_style,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""show_title"":""yes"",""title_typography_typography!"":""""}",word-spacing,Word Spacing
post-navigation,arrow_color,color,style,arrow_style,,pro,pro,,,"{""show_arrow"":""yes""}",color|fill,Color
post-navigation,arrow_hover_color,color,style,arrow_style,,pro,pro,,,"{""show_arrow"":""yes""}",color|fill,Color
post-navigation,arrow_hover_color_transition_duration,slider,style,arrow_style,,pro,pro,"{""unit"":""ms"",""size"":"""",""sizes"":[]}",,"{""show_arrow"":""yes""}",transition-duration,Transition Duration
post-navigation,arrow_size,slider,style,arrow_style,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""show_arrow"":""yes""}",font-size,Size
post-navigation,arrow_padding,slider,style,arrow_style,,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""show_arrow"":""yes""}",gap,Gap
post-navigation,sep_color,color,style,borders_section_style,,pro,pro,,,"{""show_borders!"":""""}",background-color|color,Color
post-navigation,borders_width,slider,style,borders_section_style,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""show_borders!"":""""}",width|border-block-width,Size
post-navigation,borders_spacing,slider,style,borders_section_style,,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""show_borders!"":""""}",padding,Spacing
posts,_skin,select,content,section_layout,,pro,pro,classic,"[""classic"",""cards"",""full_content""]",,,Skin
posts,classic_columns,select,content,section_layout,mobile|tablet,pro,pro,3,"[1,2,3,4,5,6]","{""_skin"":""classic""}",,Columns
posts,classic_posts_per_page,number,content,section_layout,,pro,pro,6,,"{""_skin"":""classic""}",,Posts Per Page
posts,classic_thumbnail,select,content,section_layout,,pro,pro,top,"[""top"",""left"",""right"",""none""]","{""_skin"":""classic""}",,Image Position
posts,classic_masonry,switcher,content,section_layout,,pro,pro,,,"{""classic_columns!"":""1"",""classic_thumbnail"":""top"",""_skin"":""classic""}",,Masonry
posts,classic_thumbnail_size_size,select,content,section_layout,,pro,pro,medium,"[""thumbnail"",""medium"",""medium_large"",""large"",""1536x1536"",""2048x2048"",""woocommerce_archive_thumbnail"",""woocommerce_thumbnail"",""woocommerce_single"",""woocommerce_gallery_thumbnail"",""full""]","{""classic_thumbnail!"":""none"",""_skin"":""classic""}",,Image Resolution
posts,classic_item_ratio,slider,content,section_layout,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":0.66,""sizes"":[]}",,"{""classic_thumbnail!"":""none"",""classic_masonry"":"""",""_skin"":""classic""}",padding-bottom|content,Image Ratio
posts,classic_image_width,slider,content,section_layout,mobile|tablet,pro,pro,"{""unit"":""%"",""size"":100,""sizes"":[]}",,"{""classic_thumbnail!"":""none"",""_skin"":""classic""}",width,Image Width
posts,classic_show_title,switcher,content,section_layout,,pro,pro,yes,,"{""_skin"":""classic""}",,Title
posts,classic_title_tag,select,content,section_layout,,pro,pro,h3,"[""h1"",""h2"",""h3"",""h4"",""h5"",""h6"",""div"",""span"",""p""]","{""classic_show_title"":""yes"",""_skin"":""classic""}",,Title HTML Tag
posts,classic_show_excerpt,switcher,content,section_layout,,pro,pro,yes,,"{""_skin"":""classic""}",,Excerpt
posts,classic_excerpt_length,number,content,section_layout,,pro,pro,25,,"{""classic_show_excerpt"":""yes"",""_skin"":""classic""}",,Excerpt Length
posts,classic_apply_to_custom_excerpt,switcher,content,section_layout,,pro,pro,no,,"{""classic_show_excerpt"":""yes"",""_skin"":""classic""}",,Apply to custom Excerpt
posts,classic_meta_data,select2,content,section_layout,,pro,pro,"[""date"",""comments""]","[""author"",""date"",""time"",""comments"",""modified""]","{""_skin"":""classic""}",,Meta Data
posts,classic_meta_separator,text,content,section_layout,,pro,pro,///,,"{""classic_meta_data!"":[],""_skin"":""classic""}",content,Separator Between
posts,classic_show_read_more,switcher,content,section_layout,,pro,pro,yes,,"{""_skin"":""classic""}",,Read More
posts,classic_read_more_text,text,content,section_layout,,pro,pro,Read More »,,"{""classic_show_read_more"":""yes"",""_skin"":""classic""}",,Read More Text
posts,classic_read_more_alignment,switcher,content,section_layout,,pro,pro,,,"{""classic_masonry!"":""yes"",""classic_show_read_more"":""yes"",""_skin"":""classic""}",--item-display|--read-more-alignment,Automatically align buttons
posts,classic_open_new_tab,switcher,content,section_layout,,pro,pro,no,,"{""_skin"":""classic""}",,Open in new window
posts,cards_columns,select,content,section_layout,mobile|tablet,pro,pro,3,"[1,2,3,4,5,6]","{""_skin"":""cards""}",,Columns
posts,cards_posts_per_page,number,content,section_layout,,pro,pro,6,,"{""_skin"":""cards""}",,Posts Per Page
posts,cards_thumbnail,select,content,section_layout,,pro,pro,top,"[""top"",""none""]","{""_skin"":""cards""}",,Show Image
posts,cards_masonry,switcher,content,section_layout,,pro,pro,,,"{""cards_columns!"":""1"",""cards_thumbnail"":""top"",""_skin"":""cards""}",,Masonry
posts,cards_thumbnail_size_size,select,content,section_layout,,pro,pro,medium,"[""thumbnail"",""medium"",""medium_large"",""large"",""1536x1536"",""2048x2048"",""woocommerce_archive_thumbnail"",""woocommerce_thumbnail"",""woocommerce_single"",""woocommerce_gallery_thumbnail"",""full""]","{""cards_thumbnail!"":""none"",""_skin"":""cards""}",,Image Resolution
posts,cards_item_ratio,slider,content,section_layout,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":0.66,""sizes"":[]}",,"{""cards_thumbnail!"":""none"",""cards_masonry"":"""",""_skin"":""cards""}",padding-bottom|content,Image Ratio
posts,cards_show_title,switcher,content,section_layout,,pro,pro,yes,,"{""_skin"":""cards""}",,Title
posts,cards_title_tag,select,content,section_layout,,pro,pro,h3,"[""h1"",""h2"",""h3"",""h4"",""h5"",""h6"",""div"",""span"",""p""]","{""cards_show_title"":""yes"",""_skin"":""cards""}",,Title HTML Tag
posts,cards_show_excerpt,switcher,content,section_layout,,pro,pro,yes,,"{""_skin"":""cards""}",,Excerpt
posts,cards_excerpt_length,number,content,section_layout,,pro,pro,25,,"{""cards_show_excerpt"":""yes"",""_skin"":""cards""}",,Excerpt Length
posts,cards_apply_to_custom_excerpt,switcher,content,section_layout,,pro,pro,no,,"{""cards_show_excerpt"":""yes"",""_skin"":""cards""}",,Apply to custom Excerpt
posts,cards_meta_data,select2,content,section_layout,,pro,pro,"[""date"",""comments""]","[""author"",""date"",""time"",""comments"",""modified""]","{""_skin"":""cards""}",,Meta Data
posts,cards_meta_separator,text,content,section_layout,,pro,pro,•,,"{""_skin"":""cards""}",content,Separator Between
posts,cards_show_read_more,switcher,content,section_layout,,pro,pro,yes,,"{""_skin"":""cards""}",,Read More
posts,cards_read_more_text,text,content,section_layout,,pro,pro,Read More »,,"{""cards_show_read_more"":""yes"",""_skin"":""cards""}",,Read More Text
posts,cards_read_more_alignment,switcher,content,section_layout,,pro,pro,,,"{""cards_masonry!"":""yes"",""cards_show_read_more"":""yes"",""_skin"":""cards""}",--item-display|--read-more-alignment,Automatically align buttons
posts,cards_open_new_tab,switcher,content,section_layout,,pro,pro,no,,"{""_skin"":""cards""}",,Open in new window
posts,cards_show_badge,switcher,content,section_layout,,pro,pro,yes,,"{""_skin"":""cards""}",,Badge
posts,cards_badge_taxonomy,select2,content,section_layout,,pro,pro,category,"["""",""category"",""post_tag"",""product_brand"",""product_cat"",""product_tag""]","{""cards_show_badge"":""yes"",""_skin"":""cards""}",,Badge Taxonomy
posts,cards_show_avatar,switcher,content,section_layout,,pro,pro,show-avatar,,"{""cards_thumbnail!"":""none"",""_skin"":""cards""}",,Avatar
posts,full_content_posts_per_page,number,content,section_layout,,pro,pro,6,,"{""_skin"":""full_content""}",,Posts Per Page
posts,full_content_row_gap,slider,content,section_layout,,pro,pro,"{""unit"":""px"",""size"":35,""sizes"":[]}",,"{""_skin"":""full_content""}",margin-bottom,Rows Gap
posts,full_content_thumbnail,switcher,content,section_layout,,pro,pro,,,"{""_skin"":""full_content""}",,Show Thumbnail
posts,full_content_thumbnail_size_size,select,content,section_layout,,pro,pro,medium,"[""thumbnail"",""medium"",""medium_large"",""large"",""1536x1536"",""2048x2048"",""woocommerce_archive_thumbnail"",""woocommerce_thumbnail"",""woocommerce_single"",""woocommerce_gallery_thumbnail"",""full""]","{""full_content_thumbnail!"":"""",""_skin"":""full_content""}",,Image Resolution
posts,full_content_item_ratio,slider,content,section_layout,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":0.66,""sizes"":[]}",,"{""full_content_thumbnail!"":"""",""_skin"":""full_content""}",padding-bottom|content|position|color,Image Ratio
posts,full_content_image_width,slider,content,section_layout,mobile|tablet,pro,pro,"{""unit"":""%"",""size"":100,""sizes"":[]}",,"{""full_content_thumbnail!"":"""",""_skin"":""full_content""}",width,Image Width
posts,full_content_show_title,switcher,content,section_layout,,pro,pro,yes,,"{""_skin"":""full_content""}",,Title
posts,full_content_title_tag,select,content,section_layout,,pro,pro,h3,"[""h1"",""h2"",""h3"",""h4"",""h5"",""h6"",""div"",""span"",""p""]","{""full_content_show_title"":""yes"",""_skin"":""full_content""}",,Title HTML Tag
posts,full_content_meta_data,select2,content,section_layout,,pro,pro,"[""date"",""comments""]","[""author"",""date"",""time"",""comments"",""modified""]","{""_skin"":""full_content""}",,Meta Data
posts,full_content_meta_separator,text,content,section_layout,,pro,pro,///,,"{""full_content_meta_data!"":[],""_skin"":""full_content""}",content,Separator Between
posts,full_content_open_new_tab,switcher,content,section_layout,,pro,pro,no,,"{""_skin"":""full_content""}",,Open in new window
posts,posts_post_type,select,content,section_query,,pro,pro,post,"[""post"",""page"",""product"",""by_id"",""current_query"",""related""]",,,Source
posts,posts_posts_ids,query,content,section_query,,pro,pro,,,"{""posts_post_type"":""by_id""}",,Search &amp; Select
posts,posts_include,select2,content,section_query,,pro,pro,,"[""terms"",""authors""]","{""posts_post_type!"":[""by_id"",""current_query""]}",,Include By
posts,posts_include_term_ids,query,content,section_query,,pro,pro,,,"{""posts_include"":""terms"",""posts_post_type!"":[""by_id"",""current_query"",""related""]}",,Term
posts,posts_related_taxonomies,select2,content,section_query,,pro,pro,,"[""category"",""post_tag"",""post_format"",""product_brand"",""product_type"",""product_visibility"",""product_cat"",""product_tag"",""product_shipping_class"",""pos_product_visibility""]","{""posts_include"":""terms"",""posts_post_type"":[""related""]}",,Term
posts,posts_include_authors,query,content,section_query,,pro,pro,,,"{""posts_include"":""authors"",""posts_post_type!"":[""by_id"",""current_query"",""related""]}",,Author
posts,posts_exclude,select2,content,section_query,,pro,pro,,"[""current_post"",""manual_selection"",""terms"",""authors""]","{""posts_post_type!"":[""by_id"",""current_query""]}",,Exclude By
posts,posts_exclude_ids,query,content,section_query,,pro,pro,,,"{""posts_exclude"":""manual_selection"",""posts_post_type!"":[""by_id"",""current_query""]}",,Search &amp; Select
posts,posts_exclude_term_ids,query,content,section_query,,pro,pro,,,"{""posts_exclude"":""terms"",""posts_post_type!"":[""by_id"",""current_query""]}",,Term
posts,posts_exclude_authors,query,content,section_query,,pro,pro,,,"{""posts_exclude"":""authors"",""posts_post_type!"":[""by_id"",""current_query"",""related""]}",,Author
posts,posts_avoid_duplicates,switcher,content,section_query,,pro,pro,,,"{""posts_post_type!"":[""by_id"",""current_query"",""related""]}",,Avoid Duplicates
posts,posts_offset,number,content,section_query,,pro,pro,0,,"{""posts_post_type!"":[""by_id"",""current_query"",""related""]}",,Offset
posts,posts_related_fallback,select,content,section_query,,pro,pro,fallback_none,"[""fallback_none"",""fallback_by_id"",""fallback_recent""]","{""posts_post_type"":""related""}",,Fallback
posts,posts_fallback_ids,query,content,section_query,,pro,pro,,,"{""posts_post_type"":""related"",""posts_related_fallback"":""fallback_by_id""}",,Search &amp; Select
posts,posts_select_date,select,content,section_query,,pro,pro,anytime,"[""anytime"",""today"",""week"",""month"",""quarter"",""year"",""exact""]","{""posts_post_type!"":[""by_id"",""current_query""]}",,Date
posts,posts_date_before,date_time,content,section_query,,pro,pro,,,"{""posts_select_date"":""exact"",""posts_post_type!"":[""by_id"",""current_query""]}",,Before
posts,posts_date_after,date_time,content,section_query,,pro,pro,,,"{""posts_select_date"":""exact"",""posts_post_type!"":[""by_id"",""current_query""]}",,After
posts,posts_orderby,select,content,section_query,,pro,pro,post_date,"[""post_date"",""post_title"",""menu_order"",""modified"",""comment_count"",""rand""]","{""posts_post_type!"":""current_query""}",,Order By
posts,posts_order,select,content,section_query,,pro,pro,desc,"[""asc"",""desc""]","{""posts_post_type!"":""current_query""}",,Order
posts,posts_ignore_sticky_posts,switcher,content,section_query,,pro,pro,yes,,"{""posts_post_type"":""post""}",,Ignore Sticky Posts
posts,posts_query_id,text,content,section_query,,pro,pro,,,,,Query ID
posts,classic_column_gap,slider,style,classic_section_design_layout,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":30,""sizes"":[]}",,"{""_skin"":""classic""}",--grid-column-gap,Columns Gap
posts,classic_row_gap,slider,style,classic_section_design_layout,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":35,""sizes"":[]}",,"{""_skin"":""classic""}",--grid-row-gap,Rows Gap
posts,classic_alignment,choose,style,classic_section_design_layout,,pro,pro,,"[""left"",""center"",""right""]","{""_skin"":""classic""}",,Alignment
posts,classic_box_border_width,dimensions,style,classic_section_design_box,mobile|tablet,pro,pro,"{""unit"":""px"",""top"":"""",""right"":"""",""bottom"":"""",""left"":"""",""isLinked"":true}",,"{""_skin"":""classic""}",border-style|border-width,Border Width
posts,classic_box_border_radius,slider,style,classic_section_design_box,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""_skin"":""classic""}",border-radius,Border Radius
posts,classic_box_padding,dimensions,style,classic_section_design_box,mobile|tablet,pro,pro,"{""unit"":""px"",""top"":"""",""right"":"""",""bottom"":"""",""left"":"""",""isLinked"":true}",,"{""_skin"":""classic""}",padding,Padding
posts,classic_content_padding,dimensions,style,classic_section_design_box,mobile|tablet,pro,pro,"{""unit"":""px"",""top"":"""",""right"":"""",""bottom"":"""",""left"":"""",""isLinked"":true}",,"{""_skin"":""classic""}",padding,Content Padding
posts,classic_box_shadow_box_shadow_type,popover_toggle,style,classic_section_design_box,,pro,pro,,,"{""_skin"":""classic""}",,Box Shadow
posts,classic_box_shadow_box_shadow,box_shadow,style,classic_section_design_box,,pro,pro,"{""horizontal"":0,""vertical"":0,""blur"":10,""spread"":0,""color"":""rgba(0,0,0,0.5)""}",,"{""_skin"":""classic"",""classic_box_shadow_box_shadow_type!"":""""}",box-shadow,Box Shadow
posts,classic_box_shadow_box_shadow_position,select,style,classic_section_design_box,,pro,pro, ,"["" "",""inset""]","{""_skin"":""classic"",""classic_box_shadow_box_shadow_type!"":""""}",,Position
posts,classic_box_bg_color,color,style,classic_section_design_box,,pro,pro,,,"{""_skin"":""classic""}",background-color,Background Color
posts,classic_box_border_color,color,style,classic_section_design_box,,pro,pro,,,"{""_skin"":""classic""}",border-color,Border Color
posts,classic_box_shadow_hover_box_shadow_type,popover_toggle,style,classic_section_design_box,,pro,pro,,,"{""_skin"":""classic""}",,Box Shadow
posts,classic_box_shadow_hover_box_shadow,box_shadow,style,classic_section_design_box,,pro,pro,"{""horizontal"":0,""vertical"":0,""blur"":10,""spread"":0,""color"":""rgba(0,0,0,0.5)""}",,"{""_skin"":""classic"",""classic_box_shadow_hover_box_shadow_type!"":""""}",box-shadow,Box Shadow
posts,classic_box_shadow_hover_box_shadow_position,select,style,classic_section_design_box,,pro,pro, ,"["" "",""inset""]","{""_skin"":""classic"",""classic_box_shadow_hover_box_shadow_type!"":""""}",,Position
posts,classic_box_bg_color_hover,color,style,classic_section_design_box,,pro,pro,,,"{""_skin"":""classic""}",background-color,Background Color
posts,classic_box_border_color_hover,color,style,classic_section_design_box,,pro,pro,,,"{""_skin"":""classic""}",border-color,Border Color
posts,classic_img_border_radius,dimensions,style,classic_section_design_image,mobile|tablet,pro,pro,"{""unit"":""px"",""top"":"""",""right"":"""",""bottom"":"""",""left"":"""",""isLinked"":true}",,"{""classic_thumbnail!"":""none"",""_skin"":""classic""}",border-radius,Border Radius
posts,classic_image_spacing,slider,style,classic_section_design_image,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":20,""sizes"":[]}",,"{""classic_thumbnail!"":""none"",""_skin"":""classic""}",margin-right|margin-left|margin-bottom,Spacing
posts,classic_thumbnail_filters_css_filter,popover_toggle,style,classic_section_design_image,,pro,pro,,,"{""classic_thumbnail!"":""none"",""_skin"":""classic""}",,CSS Filters
