batch,element,control,property,declared,computed,selector,status
batch-033.json,3dd3e90,_transform_rotateZ_effect,--e-transform-rotateZ,461deg,461deg,.elementor-element-3dd3e90,not-comparable
batch-033.json,3dd3e90,_transform_rotateZ_effect_hover,--e-transform-rotateZ,,,{{WRAPPER}}:hover,hover-only
batch-033.json,3dd3e90,_transform_scaleX_effect,--e-transform-scaleX,582,582,.elementor-element-3dd3e90,not-comparable
batch-033.json,3dd3e90,_transform_scaleX_effect_hover,--e-transform-scaleX,,,{{WRAPPER}}:hover,hover-only
batch-033.json,3dd3e90,_transform_scaleY_effect,--e-transform-scaleY,905,905,.elementor-element-3dd3e90,not-comparable
batch-033.json,3dd3e90,_transform_scaleY_effect_hover,--e-transform-scaleY,,,{{WRAPPER}}:hover,hover-only
batch-033.json,3dd3e90,_transform_skewX_effect,--e-transform-skewX,858deg,858deg,.elementor-element-3dd3e90,not-comparable
batch-033.json,3dd3e90,_transform_skewX_effect_hover,--e-transform-skewX,,,{{WRAPPER}}:hover,hover-only
batch-033.json,3dd3e90,_transform_skewY_effect,--e-transform-skewY,924deg,924deg,.elementor-element-3dd3e90,not-comparable
batch-033.json,3dd3e90,_transform_skewY_effect_hover,--e-transform-skewY,,,{{WRAPPER}}:hover,hover-only
batch-033.json,3dd3e90,_transform_transition_hover,--e-transform-transition-duration,626ms,100ms,.elementor-element-3dd3e90,not-comparable
batch-033.json,3dd3e90,_transform_translateX_effect,--e-transform-translateX,683px,683px,.elementor-element-3dd3e90,verified
batch-033.json,3dd3e90,_transform_translateX_effect_hover,--e-transform-translateX,,,{{WRAPPER}}:hover,hover-only
batch-033.json,3dd3e90,_transform_translateY_effect,--e-transform-translateY,957px,957px,.elementor-element-3dd3e90,verified
batch-033.json,3dd3e90,_transform_translateY_effect_hover,--e-transform-translateY,,,{{WRAPPER}}:hover,hover-only
batch-033.json,3dd3e90,_z_index,z-index,3,3,.elementor-element-3dd3e90,not-comparable
batch-033.json,3dd3e90,button_background_color,background-color,"rgb(82, 93, 85)","rgb(82, 93, 85)",".elementor-element-3dd3e90 .elementor-button[type=""submit""]",verified
batch-033.json,3dd3e90,button_background_hover_color,background-color,,,{{WRAPPER}} .e-form__buttons__wrapper__button-next:hover,hover-only
batch-033.json,3dd3e90,button_background_hover_color,background-color,,,"{{WRAPPER}} .elementor-button[type=""submit""]:hover",hover-only
batch-033.json,3dd3e90,button_border_border,border-style,none,none,.elementor-element-3dd3e90 .elementor-button,verified
batch-033.json,3dd3e90,button_border_color,border-color,"rgb(89, 161, 152)","rgb(89, 161, 152)",".elementor-element-3dd3e90 .elementor-button[type=""submit""]",verified
batch-033.json,3dd3e90,button_border_radius,border-radius,35px 36px 37px 38px,35px 36px 37px 38px,.elementor-element-3dd3e90 .elementor-button,not-comparable
batch-033.json,3dd3e90,button_content_align,justify-content,start,start,.elementor-element-3dd3e90 .elementor-button span,verified
batch-033.json,3dd3e90,button_hover_border_color,border-color,,,{{WRAPPER}} .e-form__buttons__wrapper__button-next:hover,hover-only
batch-033.json,3dd3e90,button_hover_border_color,border-color,,,"{{WRAPPER}} .elementor-button[type=""submit""]:hover",hover-only
batch-033.json,3dd3e90,button_hover_color,color,,,{{WRAPPER}} .e-form__buttons__wrapper__button-next:hover,hover-only
batch-033.json,3dd3e90,button_hover_color,color,,,"{{WRAPPER}} .elementor-button[type=""submit""]:hover",hover-only
batch-033.json,3dd3e90,button_hover_color,fill,,,"{{WRAPPER}} .elementor-button[type=""submit""]:hover svg *",hover-only
batch-033.json,3dd3e90,button_icon_align,flex-direction,row,row,.elementor-element-3dd3e90 .elementor-button-content-wrapper,verified
batch-033.json,3dd3e90,button_icon_indent,gap,870px,870px,.elementor-element-3dd3e90 .elementor-button span,verified
batch-033.json,3dd3e90,button_text_color,color,"rgb(169, 234, 109)","rgb(169, 234, 109)",".elementor-element-3dd3e90 .elementor-button[type=""submit""]",verified
batch-033.json,3dd3e90,button_text_color,fill,"rgb(169, 234, 109)","rgb(169, 234, 109)",".elementor-element-3dd3e90 .elementor-button[type=""submit""] svg *",verified
batch-033.json,3dd3e90,button_text_padding,padding,78px 79px 80px 81px,78px 79px 80px 81px,.elementor-element-3dd3e90 .elementor-button,not-comparable
batch-033.json,3dd3e90,button_typography_font_family,font-family,"Roboto, sans-serif","Roboto, sans-serif",.elementor-element-3dd3e90 .elementor-button,not-comparable
batch-033.json,3dd3e90,button_typography_font_size,font-size,527px,527px,.elementor-element-3dd3e90 .elementor-button,verified
batch-033.json,3dd3e90,button_typography_font_style,font-style,normal,normal,.elementor-element-3dd3e90 .elementor-button,verified
batch-033.json,3dd3e90,button_typography_font_weight,font-weight,100,100,.elementor-element-3dd3e90 .elementor-button,verified
batch-033.json,3dd3e90,button_typography_letter_spacing,letter-spacing,942px,942px,.elementor-element-3dd3e90 .elementor-button,verified
batch-033.json,3dd3e90,button_typography_line_height,line-height,402px,402px,.elementor-element-3dd3e90 .elementor-button,verified
batch-033.json,3dd3e90,button_typography_text_decoration,text-decoration,underline,underline,.elementor-element-3dd3e90 .elementor-button,verified
batch-033.json,3dd3e90,button_typography_text_transform,text-transform,uppercase,uppercase,.elementor-element-3dd3e90 .elementor-button,verified
batch-033.json,3dd3e90,button_typography_word_spacing,word-spacing,267px,267px,.elementor-element-3dd3e90 .elementor-button,verified
batch-033.json,3dd3e90,column_gap,padding-right,calc(310.5px),310.5px,.elementor-element-3dd3e90 .elementor-field-group,not-comparable
batch-033.json,3dd3e90,column_gap,padding-left,calc(310.5px),310.5px,.elementor-element-3dd3e90 .elementor-field-group,not-comparable
batch-033.json,3dd3e90,column_gap,margin-left,calc(-310.5px),-310.5px,.elementor-element-3dd3e90 .elementor-form-fields-wrapper,not-comparable
batch-033.json,3dd3e90,column_gap,margin-right,calc(-310.5px),-310.5px,.elementor-element-3dd3e90 .elementor-form-fields-wrapper,not-comparable
batch-033.json,3dd3e90,error_message_color,color,,,{{WRAPPER}} .elementor-message.elementor-message-danger,no-target-node
batch-033.json,3dd3e90,field_background_color,background-color,"rgb(206, 115, 186)","rgb(206, 115, 186)",.elementor-element-3dd3e90 .elementor-field-group .elementor-field:not(.elementor-select-wrapper),verified
batch-033.json,3dd3e90,field_border_color,border-color,"rgb(188, 79, 236)","rgb(188, 79, 236)",.elementor-element-3dd3e90 .elementor-field-group .elementor-field:not(.elementor-select-wrapper),verified
batch-033.json,3dd3e90,field_border_radius,border-radius,84px 85px 86px 87px,84px 85px 86px 87px,.elementor-element-3dd3e90 .elementor-field-group .elementor-field:not(.elementor-select-wrapper),not-comparable
batch-033.json,3dd3e90,field_border_width,border-width,82px 83px 84px 85px,82px 83px 84px 85px,.elementor-element-3dd3e90 .elementor-field-group .elementor-field:not(.elementor-select-wrapper),not-comparable
batch-033.json,3dd3e90,field_text_color,color,"rgb(93, 103, 132)","rgb(93, 103, 132)",.elementor-element-3dd3e90 .elementor-field-group .elementor-field,verified
batch-033.json,3dd3e90,field_typography_font_family,font-family,"Roboto, sans-serif","Roboto, sans-serif",.elementor-element-3dd3e90 .elementor-field-group .elementor-field,not-comparable
batch-033.json,3dd3e90,field_typography_font_size,font-size,956px,956px,.elementor-element-3dd3e90 .elementor-field-group .elementor-field,verified
batch-033.json,3dd3e90,field_typography_font_style,font-style,normal,normal,.elementor-element-3dd3e90 .elementor-field-group .elementor-field,verified
batch-033.json,3dd3e90,field_typography_font_weight,font-weight,100,100,.elementor-element-3dd3e90 .elementor-field-group .elementor-field,verified
batch-033.json,3dd3e90,field_typography_letter_spacing,letter-spacing,223px,223px,.elementor-element-3dd3e90 .elementor-field-group .elementor-field,verified
batch-033.json,3dd3e90,field_typography_line_height,line-height,602px,602px,.elementor-element-3dd3e90 .elementor-field-group .elementor-field,verified
batch-033.json,3dd3e90,field_typography_text_decoration,text-decoration,underline,underline,.elementor-element-3dd3e90 .elementor-field-group .elementor-field,verified
batch-033.json,3dd3e90,field_typography_text_transform,text-transform,uppercase,uppercase,.elementor-element-3dd3e90 .elementor-field-group .elementor-field,verified
batch-033.json,3dd3e90,field_typography_word_spacing,word-spacing,201px,201px,.elementor-element-3dd3e90 .elementor-field-group .elementor-field,verified
batch-033.json,3dd3e90,hover_transition_duration,transition-duration,938s,938s,".elementor-element-3dd3e90 .elementor-button[type=""submit""]",not-comparable
batch-033.json,3dd3e90,hover_transition_duration,transition-duration,938s,938s,".elementor-element-3dd3e90 .elementor-button[type=""submit""] svg *",not-comparable
batch-033.json,3dd3e90,html_color,color,,,{{WRAPPER}} .elementor-field-type-html,no-target-node
batch-033.json,3dd3e90,html_spacing,padding-bottom,,,{{WRAPPER}} .elementor-field-type-html,no-target-node
batch-033.json,3dd3e90,html_typography_font_family,font-family,,,{{WRAPPER}} .elementor-field-type-html,no-target-node
batch-033.json,3dd3e90,html_typography_font_size,font-size,,,{{WRAPPER}} .elementor-field-type-html,no-target-node
batch-033.json,3dd3e90,html_typography_font_style,font-style,,,{{WRAPPER}} .elementor-field-type-html,no-target-node
batch-033.json,3dd3e90,html_typography_font_weight,font-weight,,,{{WRAPPER}} .elementor-field-type-html,no-target-node
batch-033.json,3dd3e90,html_typography_letter_spacing,letter-spacing,,,{{WRAPPER}} .elementor-field-type-html,no-target-node
batch-033.json,3dd3e90,html_typography_line_height,line-height,,,{{WRAPPER}} .elementor-field-type-html,no-target-node
batch-033.json,3dd3e90,html_typography_text_decoration,text-decoration,,,{{WRAPPER}} .elementor-field-type-html,no-target-node
batch-033.json,3dd3e90,html_typography_text_transform,text-transform,,,{{WRAPPER}} .elementor-field-type-html,no-target-node
batch-033.json,3dd3e90,html_typography_word_spacing,word-spacing,,,{{WRAPPER}} .elementor-field-type-html,no-target-node
batch-033.json,3dd3e90,inline_message_color,color,,,{{WRAPPER}} .elementor-message.elementor-help-inline,no-target-node
batch-033.json,3dd3e90,label_color,color,"rgb(101, 72, 158)","rgb(101, 72, 158)",.elementor-element-3dd3e90 .elementor-field-group > label,verified
batch-033.json,3dd3e90,label_spacing,padding-bottom,967px,967px,body .elementor-element-3dd3e90 .elementor-labels-above .elementor-field-group > label,verified
batch-033.json,3dd3e90,label_typography_font_family,font-family,"Roboto, sans-serif","Roboto, sans-serif",.elementor-element-3dd3e90 .elementor-field-group > label,not-comparable
batch-033.json,3dd3e90,label_typography_font_size,font-size,68px,68px,.elementor-element-3dd3e90 .elementor-field-group > label,verified
batch-033.json,3dd3e90,label_typography_font_style,font-style,normal,normal,.elementor-element-3dd3e90 .elementor-field-group > label,verified
batch-033.json,3dd3e90,label_typography_font_weight,font-weight,100,100,.elementor-element-3dd3e90 .elementor-field-group > label,verified
batch-033.json,3dd3e90,label_typography_letter_spacing,letter-spacing,889px,889px,.elementor-element-3dd3e90 .elementor-field-group > label,verified
batch-033.json,3dd3e90,label_typography_line_height,line-height,231px,231px,.elementor-element-3dd3e90 .elementor-field-group > label,verified
batch-033.json,3dd3e90,label_typography_text_decoration,text-decoration,underline,underline,.elementor-element-3dd3e90 .elementor-field-group > label,verified
batch-033.json,3dd3e90,label_typography_text_transform,text-transform,uppercase,uppercase,.elementor-element-3dd3e90 .elementor-field-group > label,verified
batch-033.json,3dd3e90,label_typography_word_spacing,word-spacing,705px,705px,.elementor-element-3dd3e90 .elementor-field-group > label,verified
batch-033.json,3dd3e90,mark_required_color,color,,,{{WRAPPER}} .elementor-mark-required .elementor-field-label:after,no-target-node
batch-033.json,3dd3e90,message_typography_font_family,font-family,,,{{WRAPPER}} .elementor-message,no-target-node
batch-033.json,3dd3e90,message_typography_font_size,font-size,,,{{WRAPPER}} .elementor-message,no-target-node
batch-033.json,3dd3e90,message_typography_font_style,font-style,,,{{WRAPPER}} .elementor-message,no-target-node
batch-033.json,3dd3e90,message_typography_font_weight,font-weight,,,{{WRAPPER}} .elementor-message,no-target-node
batch-033.json,3dd3e90,message_typography_letter_spacing,letter-spacing,,,{{WRAPPER}} .elementor-message,no-target-node
batch-033.json,3dd3e90,message_typography_line_height,line-height,,,{{WRAPPER}} .elementor-message,no-target-node
batch-033.json,3dd3e90,message_typography_text_decoration,text-decoration,,,{{WRAPPER}} .elementor-message,no-target-node
batch-033.json,3dd3e90,message_typography_text_transform,text-transform,,,{{WRAPPER}} .elementor-message,no-target-node
batch-033.json,3dd3e90,message_typography_word_spacing,word-spacing,,,{{WRAPPER}} .elementor-message,no-target-node
batch-033.json,3dd3e90,motion_fx_transform_origin_x,--e-transform-origin-x,left,left,.elementor-element-3dd3e90,not-comparable
batch-033.json,3dd3e90,motion_fx_transform_origin_y,--e-transform-origin-y,top,top,.elementor-element-3dd3e90,not-comparable
batch-033.json,3dd3e90,motion_fx_transform_x_anchor_point,--e-transform-origin-x,left,left,.elementor-element-3dd3e90,not-comparable
batch-033.json,3dd3e90,motion_fx_transform_y_anchor_point,--e-transform-origin-y,top,top,.elementor-element-3dd3e90,not-comparable
batch-033.json,3dd3e90,previous_button_background_color,background-color,,,{{WRAPPER}} .e-form__buttons__wrapper__button-previous,no-target-node
batch-033.json,3dd3e90,previous_button_background_color_hover,background-color,,,{{WRAPPER}} .e-form__buttons__wrapper__button-previous:hover,hover-only
batch-033.json,3dd3e90,previous_button_border_color,border-color,,,{{WRAPPER}} .e-form__buttons__wrapper__button-previous,no-target-node
batch-033.json,3dd3e90,previous_button_border_color_hover,border-color,,,{{WRAPPER}} .e-form__buttons__wrapper__button-previous:hover,hover-only
batch-033.json,3dd3e90,previous_button_text_color,color,,,{{WRAPPER}} .e-form__buttons__wrapper__button-previous,no-target-node
batch-033.json,3dd3e90,previous_button_text_color_hover,color,,,{{WRAPPER}} .e-form__buttons__wrapper__button-previous:hover,hover-only
batch-033.json,3dd3e90,row_gap,margin-bottom,407px,407px,.elementor-element-3dd3e90 .elementor-field-group,verified
batch-033.json,3dd3e90,row_gap,margin-bottom,-407px,-407px,.elementor-element-3dd3e90 .elementor-form-fields-wrapper,verified
batch-033.json,3dd3e90,step_active_primary_color,--e-form-steps-indicator-active-primary-color,#763B4F,#763B4F,.elementor-element-3dd3e90,verified
batch-033.json,3dd3e90,step_active_secondary_color,--e-form-steps-indicator-active-secondary-color,#CFD934,#CFD934,.elementor-element-3dd3e90,verified
batch-033.json,3dd3e90,step_completed_primary_color,--e-form-steps-indicator-completed-primary-color,#568D9B,#568D9B,.elementor-element-3dd3e90,verified
batch-033.json,3dd3e90,step_completed_secondary_color,--e-form-steps-indicator-completed-secondary-color,#D24F60,#D24F60,.elementor-element-3dd3e90,verified
batch-033.json,3dd3e90,step_divider_gap,--e-form-steps-divider-gap,917px,917px,.elementor-element-3dd3e90,verified
batch-033.json,3dd3e90,step_divider_width,--e-form-steps-divider-width,104px,104px,.elementor-element-3dd3e90,verified
batch-033.json,3dd3e90,step_inactive_primary_color,--e-form-steps-indicator-inactive-primary-color,#B9DFED,#B9DFED,.elementor-element-3dd3e90,verified
batch-033.json,3dd3e90,step_inactive_secondary_color,--e-form-steps-indicator-inactive-secondary-color,#543D63,#543D63,.elementor-element-3dd3e90,verified
batch-033.json,3dd3e90,steps_gap,--e-form-steps-indicators-spacing,662px,662px,.elementor-element-3dd3e90,verified
batch-033.json,3dd3e90,steps_padding,--e-form-steps-indicator-padding,445px,445px,.elementor-element-3dd3e90,verified
batch-033.json,3dd3e90,steps_typography_font_family,font-family,,,"{{WRAPPER}} .e-form__indicators__indicator, {{WRAPPER}} .e-form__indicators__indicator__label",no-target-node
batch-033.json,3dd3e90,steps_typography_font_size,font-size,,,"{{WRAPPER}} .e-form__indicators__indicator, {{WRAPPER}} .e-form__indicators__indicator__label",no-target-node
batch-033.json,3dd3e90,steps_typography_font_style,font-style,,,"{{WRAPPER}} .e-form__indicators__indicator, {{WRAPPER}} .e-form__indicators__indicator__label",no-target-node
batch-033.json,3dd3e90,steps_typography_font_weight,font-weight,,,"{{WRAPPER}} .e-form__indicators__indicator, {{WRAPPER}} .e-form__indicators__indicator__label",no-target-node
batch-033.json,3dd3e90,steps_typography_letter_spacing,letter-spacing,,,"{{WRAPPER}} .e-form__indicators__indicator, {{WRAPPER}} .e-form__indicators__indicator__label",no-target-node
batch-033.json,3dd3e90,steps_typography_line_height,line-height,,,"{{WRAPPER}} .e-form__indicators__indicator, {{WRAPPER}} .e-form__indicators__indicator__label",no-target-node
batch-033.json,3dd3e90,steps_typography_text_decoration,text-decoration,,,"{{WRAPPER}} .e-form__indicators__indicator, {{WRAPPER}} .e-form__indicators__indicator__label",no-target-node
batch-033.json,3dd3e90,steps_typography_text_transform,text-transform,,,"{{WRAPPER}} .e-form__indicators__indicator, {{WRAPPER}} .e-form__indicators__indicator__label",no-target-node
batch-033.json,3dd3e90,steps_typography_word_spacing,word-spacing,,,"{{WRAPPER}} .e-form__indicators__indicator, {{WRAPPER}} .e-form__indicators__indicator__label",no-target-node
batch-033.json,3dd3e90,success_message_color,color,,,{{WRAPPER}} .elementor-message.elementor-message-success,no-target-node
batch-033.json,d517ed7,_background_color,background-color,transparent,"rgba(0, 0, 0, 0)",.elementor-element-d517ed7,not-comparable
batch-033.json,d517ed7,_background_gradient_angle,background-color,transparent,"rgba(0, 0, 0, 0)",.elementor-element-d517ed7,not-comparable
batch-033.json,d517ed7,_background_gradient_angle,background-image,"linear-gradient(289deg, rgb(64, 49, 91) 474%, rgb(204, 101, 231) 38%)","linear-gradient(289deg, rgb(64, 49, 91) 474%, rgb(204, 101, 231) 38%)",.elementor-element-d517ed7,not-comparable
batch-033.json,d517ed7,_background_hover_color,background-color,,,{{WRAPPER}}:hover,hover-only
batch-033.json,d517ed7,_background_hover_gradient_angle,background-color,,,{{WRAPPER}}:hover,hover-only
batch-033.json,d517ed7,_background_hover_gradient_angle,background-image,,,{{WRAPPER}}:hover,hover-only
batch-033.json,d517ed7,_border_border,border-style,solid,solid,.elementor-element-d517ed7,verified
batch-033.json,d517ed7,_border_color,border-color,"rgb(166, 67, 163)","rgb(166, 67, 163)",.elementor-element-d517ed7,verified
batch-033.json,d517ed7,_border_hover_border,border-style,,,{{WRAPPER}}:hover,hover-only
batch-033.json,d517ed7,_border_hover_color,border-color,,,{{WRAPPER}}:hover,hover-only
batch-033.json,d517ed7,_border_hover_width,border-width,,,{{WRAPPER}}:hover,hover-only
batch-033.json,d517ed7,_border_width,border-width,38px 39px 40px 41px,38px 39px 40px 41px,.elementor-element-d517ed7,not-comparable
batch-033.json,d517ed7,_element_width,width,100%,1290px,.elementor-element-d517ed7,not-comparable
batch-033.json,d517ed7,_element_width,max-width,100%,100%,.elementor-element-d517ed7,not-comparable
batch-033.json,d517ed7,_element_vertical_align,align-self,flex-start,flex-start,.elementor-element-d517ed7,verified
batch-033.json,d517ed7,_flex_order,--order,6,6,.elementor-element-d517ed7.elementor-element,not-comparable
batch-033.json,d517ed7,_flex_order_custom,--order,6,6,.elementor-element-d517ed7.elementor-element,not-comparable
batch-033.json,d517ed7,_grid_column,grid-column,,eh-sweep,.elementor-element-d517ed7,not-declared
batch-033.json,d517ed7,_grid_column_custom,grid-column,,eh-sweep,.elementor-element-d517ed7,not-declared
batch-033.json,d517ed7,_grid_row,grid-row,,eh-sweep,.elementor-element-d517ed7,not-declared
batch-033.json,d517ed7,_grid_row_custom,grid-row,,eh-sweep,.elementor-element-d517ed7,not-declared
batch-033.json,d517ed7,_mask_position,-webkit-mask-position,,362px 330px,.elementor-element-d517ed7:not( .elementor-widget-image ),not-declared
batch-033.json,d517ed7,_mask_position_x,-webkit-mask-position-x,,362px,.elementor-element-d517ed7:not( .elementor-widget-image ),not-declared
batch-033.json,d517ed7,_mask_position_y,-webkit-mask-position-y,,330px,.elementor-element-d517ed7:not( .elementor-widget-image ),not-declared
batch-033.json,d517ed7,_mask_shape,-webkit-mask-image,,"url(""http://moksaweb.com/wp-content/plugins/elementor/assets/mask-shapes/circle.svg"")",.elementor-element-d517ed7:not( .elementor-widget-image ),not-declared
batch-033.json,d517ed7,_mask_size,-webkit-mask-size,,383px,.elementor-element-d517ed7:not( .elementor-widget-image ),not-declared
batch-033.json,d517ed7,_mask_size_scale,-webkit-mask-size,,383px,.elementor-element-d517ed7:not( .elementor-widget-image ),not-declared
batch-033.json,d517ed7,_transform_scale_effect,--e-transform-scale,260,260,.elementor-element-d517ed7,not-comparable
batch-033.json,d517ed7,_transform_scale_effect_hover,--e-transform-scale,,,{{WRAPPER}}:hover,hover-only
batch-033.json,d517ed7,button_border_border,border-style,solid,solid,.elementor-element-d517ed7 .elementor-button,verified
batch-033.json,d517ed7,button_border_width,border-width,74px 75px 76px 77px,74px 75px 76px 77px,.elementor-element-d517ed7 .elementor-button,not-comparable
batch-033.json,d517ed7,step_progress_bar_background_color,--e-form-steps-indicator-progress-background-color,#3C4B43,#3C4B43,.elementor-element-d517ed7,verified
batch-033.json,d517ed7,step_progress_bar_border_radius,--e-form-steps-indicator-progress-border-radius,139px,139px,.elementor-element-d517ed7,verified
batch-033.json,d517ed7,step_progress_bar_color,--e-form-steps-indicator-progress-color,#AC3D47,#AC3D47,.elementor-element-d517ed7,verified
batch-033.json,d517ed7,step_progress_bar_height,--e-form-steps-indicator-progress-height,527px,527px,.elementor-element-d517ed7,verified
batch-033.json,d517ed7,step_progress_bar_percentage__typography_font_family,font-family,,,{{WRAPPER}} .e-form__indicators__indicator__progress__meter,no-target-node
batch-033.json,d517ed7,step_progress_bar_percentage__typography_font_size,font-size,,,{{WRAPPER}} .e-form__indicators__indicator__progress__meter,no-target-node
batch-033.json,d517ed7,step_progress_bar_percentage__typography_font_style,font-style,,,{{WRAPPER}} .e-form__indicators__indicator__progress__meter,no-target-node
batch-033.json,d517ed7,step_progress_bar_percentage__typography_font_weight,font-weight,,,{{WRAPPER}} .e-form__indicators__indicator__progress__meter,no-target-node
batch-033.json,d517ed7,step_progress_bar_percentage__typography_letter_spacing,letter-spacing,,,{{WRAPPER}} .e-form__indicators__indicator__progress__meter,no-target-node
batch-033.json,d517ed7,step_progress_bar_percentage__typography_line_height,line-height,,,{{WRAPPER}} .e-form__indicators__indicator__progress__meter,no-target-node
batch-033.json,d517ed7,step_progress_bar_percentage__typography_text_decoration,text-decoration,,,{{WRAPPER}} .e-form__indicators__indicator__progress__meter,no-target-node
batch-033.json,d517ed7,step_progress_bar_percentage__typography_text_transform,text-transform,,,{{WRAPPER}} .e-form__indicators__indicator__progress__meter,no-target-node
batch-033.json,d517ed7,step_progress_bar_percentage__typography_word_spacing,word-spacing,,,{{WRAPPER}} .e-form__indicators__indicator__progress__meter,no-target-node
batch-033.json,d517ed7,step_progress_bar_percentage_color,--e-form-steps-indicator-progress-meter-color,#D7354A,#D7354A,.elementor-element-d517ed7,verified
batch-033.json,c26de28,_background_color,background-color,transparent,"rgba(0, 0, 0, 0)",.elementor-element-c26de28,not-comparable
batch-033.json,c26de28,_background_gradient_position,background-color,transparent,"rgba(0, 0, 0, 0)",.elementor-element-c26de28,not-comparable
batch-033.json,c26de28,_background_gradient_position,background-image,"radial-gradient(rgb(64, 49, 91) 474%, rgb(204, 101, 231) 38%)","radial-gradient(rgb(64, 49, 91) 474%, rgb(204, 101, 231) 38%)",.elementor-element-c26de28,not-comparable
batch-033.json,c26de28,_background_hover_color,background-color,,,{{WRAPPER}}:hover,hover-only
batch-033.json,c26de28,_background_hover_gradient_position,background-color,,,{{WRAPPER}}:hover,hover-only
batch-033.json,c26de28,_background_hover_gradient_position,background-image,,,{{WRAPPER}}:hover,hover-only
batch-033.json,c26de28,_offset_x_end,right,860px,860px,body:not(.rtl) .elementor-element-c26de28,verified
batch-033.json,c26de28,_offset_y_end,bottom,210px,210px,.elementor-element-c26de28,verified
batch-033.json,c26de28,steps_icon_size,--e-form-steps-indicator-icon-size,977px,977px,.elementor-element-c26de28,verified
batch-033.json,23a076b,_background_hover_image,background-image,,,{{WRAPPER}}:hover,hover-only
batch-033.json,23a076b,_background_hover_size,background-size,,,{{WRAPPER}}:hover,hover-only
batch-033.json,23a076b,_background_hover_position,background-position,,,{{WRAPPER}}:hover,hover-only
batch-033.json,23a076b,_background_hover_ypos,background-position,,,{{WRAPPER}}:hover,hover-only
batch-033.json,23a076b,_background_hover_xpos,background-position,,,{{WRAPPER}}:hover,hover-only
batch-033.json,23a076b,_background_image,background-image,"url(""https://example.com/eh-sweep-probe.png"")","url(""https://example.com/eh-sweep-probe.png"")",.elementor-element-23a076b,not-comparable
batch-033.json,23a076b,_background_size,background-size,auto,auto,.elementor-element-23a076b,verified
batch-033.json,23a076b,_background_position,background-position,521px 596px,521px 596px,.elementor-element-23a076b,not-comparable
batch-033.json,23a076b,_background_ypos,background-position,521px 596px,521px 596px,.elementor-element-23a076b,not-comparable
batch-033.json,23a076b,_background_xpos,background-position,521px 596px,521px 596px,.elementor-element-23a076b,not-comparable
batch-033.json,7722092,_background_hover_slideshow_background_position,background-position,,,{{WRAPPER}} .elementor-background-slideshow__slide__image,no-target-node
batch-033.json,7722092,_background_hover_slideshow_background_size,background-size,,,{{WRAPPER}} .elementor-background-slideshow__slide__image,no-target-node
batch-033.json,7722092,_background_slideshow_background_position,background-position,,,{{WRAPPER}} .elementor-background-slideshow__slide__image,no-target-node
batch-033.json,7722092,_background_slideshow_background_size,background-size,,,{{WRAPPER}} .elementor-background-slideshow__slide__image,no-target-node
batch-034.json,c4b5eef,_background_hover_video_fallback,background,,,{{WRAPPER}}:hover,hover-only
batch-034.json,c4b5eef,_background_hover_video_fallback,background-size,,,{{WRAPPER}}:hover,hover-only
batch-034.json,c4b5eef,_background_video_fallback,background,"url(""https://example.com/eh-sweep-probe.png"") 50% 50% / cover","rgba(0, 0, 0, 0) url(""https://example.com/eh-sweep-probe.png"") repeat scroll 50% 50% / cover padding-box border-box",.elementor-element-c4b5eef,not-comparable
batch-034.json,c4b5eef,_background_video_fallback,background-size,,cover,.elementor-element-c4b5eef,not-declared
batch-034.json,870f990,_background_image,background-image,"url(""https://example.com/eh-sweep-probe.png"")","url(""https://example.com/eh-sweep-probe.png"")",.elementor-element-870f990,not-comparable
batch-034.json,870f990,_background_attachment,background-attachment,scroll,scroll,.elementor-element-870f990,verified
batch-034.json,870f990,_background_size,background-size,75px,75px,.elementor-element-870f990,verified
batch-034.json,870f990,_background_bg_width,background-size,75px,75px,.elementor-element-870f990,verified
batch-034.json,870f990,_background_color,background-color,"rgb(158, 55, 121)","rgb(158, 55, 121)",.elementor-element-870f990,verified
batch-034.json,870f990,_background_hover_image,background-image,,,{{WRAPPER}}:hover,hover-only
batch-034.json,870f990,_background_hover_attachment,background-attachment,,,(desktop+){{WRAPPER}}:hover,hover-only
batch-034.json,870f990,_background_hover_size,background-size,,,{{WRAPPER}}:hover,hover-only
batch-034.json,870f990,_background_hover_bg_width,background-size,,,{{WRAPPER}}:hover,hover-only
batch-034.json,870f990,_background_hover_color,background-color,,,{{WRAPPER}}:hover,hover-only
batch-034.json,870f990,_background_hover_position,background-position,,,{{WRAPPER}}:hover,hover-only
batch-034.json,870f990,_background_hover_repeat,background-repeat,,,{{WRAPPER}}:hover,hover-only
batch-034.json,870f990,_background_hover_transition,transition,"background 62s, border 678s, border-radius 678s, box-shadow 678s","background 62s, border 678s, border-radius 678s, box-shadow 678s",.elementor-element-870f990,not-comparable
batch-034.json,870f990,_background_position,background-position,center center,50% 50%,.elementor-element-870f990,not-comparable
batch-034.json,870f990,_background_repeat,background-repeat,no-repeat,no-repeat,.elementor-element-870f990,verified
batch-034.json,870f990,_border_border,border-style,none,none,.elementor-element-870f990,verified
batch-034.json,870f990,_border_hover_border,border-style,,,{{WRAPPER}}:hover,hover-only
batch-034.json,870f990,_border_hover_transition,transition,"background 62s, border 678s, border-radius 678s, box-shadow 678s","background 62s, border 678s, border-radius 678s, box-shadow 678s",.elementor-element-870f990,not-comparable
