element,owner,control,property,declared,computed,status
a5cd317,theme-post-content,_background_hover_color,background-color,transparent,"rgba(0, 0, 0, 0)",not-comparable
a5cd317,theme-post-content,_background_hover_gradient_angle,background-color,transparent,"rgba(0, 0, 0, 0)",not-comparable
a5cd317,theme-post-content,_background_hover_gradient_angle,background-image,"linear-gradient(164deg, rgb(50, 102, 82) 184%, rgb(104, 177, 228) 755%)","linear-gradient(164deg, rgb(50, 102, 82) 184%, rgb(104, 177, 228) 755%)",not-comparable
a5cd317,theme-post-content,_border_hover_border,border-style,solid,solid,verified
a5cd317,theme-post-content,_border_hover_color,border-color,"rgb(114, 80, 76)","rgb(114, 80, 76)",verified
a5cd317,theme-post-content,_border_hover_width,border-width,68px 69px 70px 71px,68px 69px 70px 71px,not-comparable
a5cd317,theme-post-content,_transform_scale_effect_hover,--e-transform-scale,91,91,not-comparable
94010ce,theme-post-content,_background_hover_color,background-color,transparent,"rgba(0, 0, 0, 0)",not-comparable
94010ce,theme-post-content,_background_hover_gradient_position,background-color,transparent,"rgba(0, 0, 0, 0)",not-comparable
94010ce,theme-post-content,_background_hover_gradient_position,background-image,"radial-gradient(rgb(50, 102, 82) 184%, rgb(104, 177, 228) 755%)","radial-gradient(rgb(50, 102, 82) 184%, rgb(104, 177, 228) 755%)",not-comparable
1e99b1f,theme-post-content,_background_hover_image,background-image,"url(""https://example.com/eh-sweep-probe.png"")","url(""https://example.com/eh-sweep-probe.png"")",not-comparable
1e99b1f,theme-post-content,_background_hover_size,background-size,auto,auto,verified
1e99b1f,theme-post-content,_background_hover_position,background-position,988px 509px,988px 509px,not-comparable
1e99b1f,theme-post-content,_background_hover_ypos,background-position,988px 509px,988px 509px,not-comparable
1e99b1f,theme-post-content,_background_hover_xpos,background-position,988px 509px,988px 509px,not-comparable
3802f82,theme-post-content,_background_hover_video_fallback,background,"url(""https://example.com/eh-sweep-probe.png"") 50% 50% / cover","rgba(0, 0, 0, 0) url(""https://example.com/eh-sweep-probe.png"") repeat scroll 50% 50% / cover padding-box border-box",not-comparable
e19dbee,theme-post-featured-image,_background_hover_image,background-image,"url(""https://example.com/eh-sweep-probe.png"")",,no-target-node
e19dbee,theme-post-featured-image,_background_hover_attachment,background-attachment,scroll,,no-target-node
e19dbee,theme-post-featured-image,_background_hover_size,background-size,335px,,no-target-node
e19dbee,theme-post-featured-image,_background_hover_bg_width,background-size,335px,,no-target-node
e19dbee,theme-post-featured-image,_background_hover_color,background-color,"rgb(168, 110, 92)",,no-target-node
e19dbee,theme-post-featured-image,_background_hover_position,background-position,center center,,no-target-node
e19dbee,theme-post-featured-image,_background_hover_repeat,background-repeat,no-repeat,,no-target-node
e19dbee,theme-post-featured-image,_border_hover_border,border-style,none,,no-target-node
e19dbee,theme-post-featured-image,_border_radius_hover,border-radius,12px 13px 14px 15px,,no-target-node
e19dbee,theme-post-featured-image,_box_shadow_hover_box_shadow,box-shadow,"rgb(72, 151, 75) 3px 5px 7px 2px",,no-target-node
e19dbee,theme-post-featured-image,_transform_flipX_effect_hover,--e-transform-flipX,-1,,no-target-node
e19dbee,theme-post-featured-image,_transform_flipY_effect_hover,--e-transform-flipY,-1,,no-target-node
e19dbee,theme-post-featured-image,_transform_rotate_3d_hover,--e-transform-rotateX,293deg,,no-target-node
e19dbee,theme-post-featured-image,_transform_rotate_3d_hover,--e-transform-perspective,980px,,no-target-node
e19dbee,theme-post-featured-image,_transform_perspective_effect_hover,--e-transform-perspective,980px,,no-target-node
e19dbee,theme-post-featured-image,_transform_rotateX_effect_hover,--e-transform-rotateX,293deg,,no-target-node
e19dbee,theme-post-featured-image,_transform_rotateY_effect_hover,--e-transform-rotateY,419deg,,no-target-node
e19dbee,theme-post-featured-image,_transform_rotateZ_effect_hover,--e-transform-rotateZ,572deg,,no-target-node
e19dbee,theme-post-featured-image,_transform_scaleX_effect_hover,--e-transform-scaleX,695,,no-target-node
e19dbee,theme-post-featured-image,_transform_scaleY_effect_hover,--e-transform-scaleY,794,,no-target-node
e19dbee,theme-post-featured-image,_transform_skewX_effect_hover,--e-transform-skewX,928deg,,no-target-node
e19dbee,theme-post-featured-image,_transform_skewY_effect_hover,--e-transform-skewY,856deg,,no-target-node
e19dbee,theme-post-featured-image,_transform_translateX_effect_hover,--e-transform-translateX,890px,,no-target-node
e19dbee,theme-post-featured-image,_transform_translateY_effect_hover,--e-transform-translateY,711px,,no-target-node
e19dbee,theme-post-featured-image,css_filters_hover_blur,filter,brightness(986%) contrast(291%) saturate(537%) blur(941px) hue-rotate(704deg),,no-target-node
e19dbee,theme-post-featured-image,opacity_hover,opacity,941,,no-target-node
0eaa8f1,theme-post-featured-image,_background_hover_color,background-color,transparent,"rgba(0, 0, 0, 0)",not-comparable
0eaa8f1,theme-post-featured-image,_background_hover_gradient_angle,background-color,transparent,"rgba(0, 0, 0, 0)",not-comparable
0eaa8f1,theme-post-featured-image,_background_hover_gradient_angle,background-image,"linear-gradient(387deg, rgb(168, 110, 92) 269%, rgb(98, 159, 76) 535%)","linear-gradient(28deg, rgb(86, 90, 183) 15%, rgb(88, 106, 67) 330%)",not-comparable
0eaa8f1,theme-post-featured-image,_border_hover_border,border-style,solid,solid,verified
0eaa8f1,theme-post-featured-image,_border_hover_color,border-color,"rgb(208, 94, 53)","rgb(106, 58, 127)",OVERRIDDEN
0eaa8f1,theme-post-featured-image,_border_hover_width,border-width,38px 39px 40px 41px,34px 35px 36px 37px,not-comparable
0eaa8f1,theme-post-featured-image,_transform_scale_effect_hover,--e-transform-scale,203,644,not-comparable
8c94345,theme-post-featured-image,_background_hover_color,background-color,transparent,"rgba(0, 0, 0, 0)",not-comparable
8c94345,theme-post-featured-image,_background_hover_gradient_position,background-color,transparent,"rgba(0, 0, 0, 0)",not-comparable
8c94345,theme-post-featured-image,_background_hover_gradient_position,background-image,"radial-gradient(rgb(168, 110, 92) 269%, rgb(98, 159, 76) 535%)","radial-gradient(rgb(168, 110, 92) 269%, rgb(98, 159, 76) 535%)",not-comparable
a2672f9,theme-post-featured-image,_background_hover_image,background-image,"url(""https://example.com/eh-sweep-probe.png"")","url(""https://example.com/eh-sweep-probe.png"")",not-comparable
a2672f9,theme-post-featured-image,_background_hover_size,background-size,auto,auto,verified
a2672f9,theme-post-featured-image,_background_hover_position,background-position,20px 729px,726px 844px,not-comparable
a2672f9,theme-post-featured-image,_background_hover_ypos,background-position,20px 729px,726px 844px,not-comparable
a2672f9,theme-post-featured-image,_background_hover_xpos,background-position,20px 729px,726px 844px,not-comparable
7590272,theme-post-featured-image,_background_hover_video_fallback,background,"url(""https://example.com/eh-sweep-probe.png"") 50% 50% / cover","rgba(0, 0, 0, 0) url(""https://example.com/eh-sweep-probe.png"") repeat scroll 50% 50% / cover padding-box border-box",not-comparable
9213f75,theme-archive-title,_background_hover_image,background-image,"url(""https://example.com/eh-sweep-probe.png"")",,no-target-node
9213f75,theme-archive-title,_background_hover_attachment,background-attachment,scroll,,no-target-node
9213f75,theme-archive-title,_background_hover_size,background-size,280px,,no-target-node
9213f75,theme-archive-title,_background_hover_bg_width,background-size,280px,,no-target-node
9213f75,theme-archive-title,_background_hover_color,background-color,"rgb(70, 104, 86)",,no-target-node
9213f75,theme-archive-title,_background_hover_position,background-position,center center,,no-target-node
9213f75,theme-archive-title,_background_hover_repeat,background-repeat,no-repeat,,no-target-node
9213f75,theme-archive-title,_border_hover_border,border-style,none,,no-target-node
9213f75,theme-archive-title,_border_radius_hover,border-radius,59px 60px 61px 62px,,no-target-node
9213f75,theme-archive-title,_box_shadow_hover_box_shadow,box-shadow,"rgb(124, 219, 205) 3px 5px 7px 2px",,no-target-node
9213f75,theme-archive-title,_transform_flipX_effect_hover,--e-transform-flipX,-1,,no-target-node
9213f75,theme-archive-title,_transform_flipY_effect_hover,--e-transform-flipY,-1,,no-target-node
9213f75,theme-archive-title,_transform_rotate_3d_hover,--e-transform-rotateX,254deg,,no-target-node
9213f75,theme-archive-title,_transform_rotate_3d_hover,--e-transform-perspective,948px,,no-target-node
9213f75,theme-archive-title,_transform_perspective_effect_hover,--e-transform-perspective,948px,,no-target-node
9213f75,theme-archive-title,_transform_rotateX_effect_hover,--e-transform-rotateX,254deg,,no-target-node
9213f75,theme-archive-title,_transform_rotateY_effect_hover,--e-transform-rotateY,368deg,,no-target-node
9213f75,theme-archive-title,_transform_rotateZ_effect_hover,--e-transform-rotateZ,737deg,,no-target-node
9213f75,theme-archive-title,_transform_scaleX_effect_hover,--e-transform-scaleX,71,,no-target-node
9213f75,theme-archive-title,_transform_scaleY_effect_hover,--e-transform-scaleY,451,,no-target-node
9213f75,theme-archive-title,_transform_skewX_effect_hover,--e-transform-skewX,575deg,,no-target-node
9213f75,theme-archive-title,_transform_skewY_effect_hover,--e-transform-skewY,499deg,,no-target-node
9213f75,theme-archive-title,_transform_translateX_effect_hover,--e-transform-translateX,59px,,no-target-node
9213f75,theme-archive-title,_transform_translateY_effect_hover,--e-transform-translateY,960px,,no-target-node
c47b4cc,theme-archive-title,_background_hover_color,background-color,transparent,,no-target-node
c47b4cc,theme-archive-title,_background_hover_gradient_angle,background-color,transparent,,no-target-node
c47b4cc,theme-archive-title,_background_hover_gradient_angle,background-image,"linear-gradient(837deg, rgb(70, 104, 86) 963%, rgb(167, 120, 55) 105%)",,no-target-node
c47b4cc,theme-archive-title,_border_hover_border,border-style,solid,,no-target-node
c47b4cc,theme-archive-title,_border_hover_color,border-color,"rgb(105, 97, 107)",,no-target-node
c47b4cc,theme-archive-title,_border_hover_width,border-width,56px 57px 58px 59px,,no-target-node
c47b4cc,theme-archive-title,_transform_scale_effect_hover,--e-transform-scale,832,,no-target-node
1d34972,theme-archive-title,_background_hover_color,background-color,transparent,,no-target-node
1d34972,theme-archive-title,_background_hover_gradient_position,background-color,transparent,,no-target-node
1d34972,theme-archive-title,_background_hover_gradient_position,background-image,"radial-gradient(rgb(70, 104, 86) 963%, rgb(167, 120, 55) 105%)",,no-target-node
4684da7,theme-archive-title,_background_hover_image,background-image,"url(""https://example.com/eh-sweep-probe.png"")",,no-target-node
4684da7,theme-archive-title,_background_hover_size,background-size,auto,,no-target-node
4684da7,theme-archive-title,_background_hover_position,background-position,338px 200px,,no-target-node
4684da7,theme-archive-title,_background_hover_ypos,background-position,338px 200px,,no-target-node
4684da7,theme-archive-title,_background_hover_xpos,background-position,338px 200px,,no-target-node
2fb3d52,theme-archive-title,_background_hover_video_fallback,background,"url(""https://example.com/eh-sweep-probe.png"") 50% 50% / cover",,no-target-node
ffaa0dd,archive-posts,_background_hover_image,background-image,"url(""https://example.com/eh-sweep-probe.png"")",,no-target-node
ffaa0dd,archive-posts,_background_hover_attachment,background-attachment,scroll,,no-target-node
ffaa0dd,archive-posts,_background_hover_size,background-size,789px,,no-target-node
ffaa0dd,archive-posts,_background_hover_bg_width,background-size,789px,,no-target-node
ffaa0dd,archive-posts,_background_hover_color,background-color,"rgb(213, 91, 95)",,no-target-node
ffaa0dd,archive-posts,_background_hover_position,background-position,center center,,no-target-node
ffaa0dd,archive-posts,_background_hover_repeat,background-repeat,no-repeat,,no-target-node
ffaa0dd,archive-posts,_border_hover_border,border-style,none,,no-target-node
ffaa0dd,archive-posts,_border_radius_hover,border-radius,82px 83px 84px 85px,,no-target-node
ffaa0dd,archive-posts,_box_shadow_hover_box_shadow,box-shadow,"rgb(125, 149, 118) 3px 5px 7px 2px",,no-target-node
ffaa0dd,archive-posts,_transform_flipX_effect_hover,--e-transform-flipX,-1,,no-target-node
ffaa0dd,archive-posts,_transform_flipY_effect_hover,--e-transform-flipY,-1,,no-target-node
ffaa0dd,archive-posts,_transform_rotate_3d_hover,--e-transform-rotateX,169deg,,no-target-node
ffaa0dd,archive-posts,_transform_rotate_3d_hover,--e-transform-perspective,513px,,no-target-node
ffaa0dd,archive-posts,_transform_perspective_effect_hover,--e-transform-perspective,513px,,no-target-node
ffaa0dd,archive-posts,_transform_rotateX_effect_hover,--e-transform-rotateX,169deg,,no-target-node
ffaa0dd,archive-posts,_transform_rotateY_effect_hover,--e-transform-rotateY,641deg,,no-target-node
ffaa0dd,archive-posts,_transform_rotateZ_effect_hover,--e-transform-rotateZ,716deg,,no-target-node
ffaa0dd,archive-posts,_transform_scaleX_effect_hover,--e-transform-scaleX,486,,no-target-node
ffaa0dd,archive-posts,_transform_scaleY_effect_hover,--e-transform-scaleY,51,,no-target-node
ffaa0dd,archive-posts,_transform_skewX_effect_hover,--e-transform-skewX,926deg,,no-target-node
ffaa0dd,archive-posts,_transform_skewY_effect_hover,--e-transform-skewY,924deg,,no-target-node
ffaa0dd,archive-posts,_transform_translateX_effect_hover,--e-transform-translateX,48px,,no-target-node
ffaa0dd,archive-posts,_transform_translateY_effect_hover,--e-transform-translateY,793px,,no-target-node
ffaa0dd,archive-posts,archive_cards_thumbnail_hover_filters_blur,filter,brightness(226%) contrast(661%) saturate(18%) blur(52px) hue-rotate(655deg),,no-target-node
a28bda8,archive-posts,_background_hover_color,background-color,transparent,,no-target-node
a28bda8,archive-posts,_background_hover_gradient_angle,background-color,transparent,,no-target-node
a28bda8,archive-posts,_background_hover_gradient_angle,background-image,"linear-gradient(475deg, rgb(213, 91, 95) 876%, rgb(104, 109, 127) 622%)",,no-target-node
a28bda8,archive-posts,_border_hover_border,border-style,solid,,no-target-node
a28bda8,archive-posts,_border_hover_color,border-color,"rgb(64, 95, 146)",,no-target-node
a28bda8,archive-posts,_border_hover_width,border-width,79px 80px 81px 82px,,no-target-node
a28bda8,archive-posts,_transform_scale_effect_hover,--e-transform-scale,749,,no-target-node
a28bda8,archive-posts,archive_classic_thumbnail_hover_filters_blur,filter,brightness(527%) contrast(694%) saturate(227%) blur(788px) hue-rotate(233deg),,no-target-node
f0e6b0a,archive-posts,_background_hover_color,background-color,transparent,,no-target-node
f0e6b0a,archive-posts,_background_hover_gradient_position,background-color,transparent,,no-target-node
f0e6b0a,archive-posts,_background_hover_gradient_position,background-image,"radial-gradient(rgb(213, 91, 95) 876%, rgb(104, 109, 127) 622%)",,no-target-node
f0e6b0a,archive-posts,archive_full_content_box_bg_color_hover,background-color,"rgb(48, 211, 55)",,no-target-node
f0e6b0a,archive-posts,archive_full_content_box_border_color_hover,border-color,"rgb(158, 137, 197)",,no-target-node
f0e6b0a,archive-posts,archive_full_content_box_shadow_hover_box_shadow,box-shadow,"rgb(141, 94, 169) 3px 5px 7px 2px",,no-target-node
f0e6b0a,archive-posts,archive_full_content_thumbnail_hover_filters_blur,filter,brightness(865%) contrast(705%) saturate(863%) blur(44px) hue-rotate(255deg),,no-target-node
7834a61,archive-posts,_background_hover_image,background-image,"url(""https://example.com/eh-sweep-probe.png"")",,no-target-node
7834a61,archive-posts,_background_hover_size,background-size,auto,,no-target-node
7834a61,archive-posts,_background_hover_position,background-position,885px 821px,,no-target-node
7834a61,archive-posts,_background_hover_ypos,background-position,885px 821px,,no-target-node
7834a61,archive-posts,_background_hover_xpos,background-position,885px 821px,,no-target-node
c170582,archive-posts,_background_hover_video_fallback,background,"url(""https://example.com/eh-sweep-probe.png"") 50% 50% / cover","rgba(0, 0, 0, 0) url(""https://example.com/eh-sweep-probe.png"") repeat scroll 50% 50% / cover padding-box border-box",not-comparable
4d6e36f,archive-posts,pagination_hover_color,color,"rgb(168, 105, 236)",,no-target-node
011f764,loop-grid,_background_hover_image,background-image,"url(""https://example.com/eh-sweep-probe.png"")",,no-target-node
011f764,loop-grid,_background_hover_attachment,background-attachment,scroll,,no-target-node
011f764,loop-grid,_background_hover_size,background-size,356px,,no-target-node
011f764,loop-grid,_background_hover_bg_width,background-size,356px,,no-target-node
011f764,loop-grid,_background_hover_color,background-color,"rgb(135, 105, 91)",,no-target-node
011f764,loop-grid,_background_hover_position,background-position,center center,,no-target-node
011f764,loop-grid,_background_hover_repeat,background-repeat,no-repeat,,no-target-node
011f764,loop-grid,_border_hover_border,border-style,none,,no-target-node
011f764,loop-grid,_border_radius_hover,border-radius,40px 41px 42px 43px,,no-target-node
011f764,loop-grid,_box_shadow_hover_box_shadow,box-shadow,"rgb(183, 196, 134) 3px 5px 7px 2px",,no-target-node
011f764,loop-grid,_transform_flipX_effect_hover,--e-transform-flipX,-1,,no-target-node
011f764,loop-grid,_transform_flipY_effect_hover,--e-transform-flipY,-1,,no-target-node
011f764,loop-grid,_transform_rotate_3d_hover,--e-transform-rotateX,84deg,,no-target-node
011f764,loop-grid,_transform_rotate_3d_hover,--e-transform-perspective,271px,,no-target-node
011f764,loop-grid,_transform_perspective_effect_hover,--e-transform-perspective,271px,,no-target-node
011f764,loop-grid,_transform_rotateX_effect_hover,--e-transform-rotateX,84deg,,no-target-node
011f764,loop-grid,_transform_rotateY_effect_hover,--e-transform-rotateY,690deg,,no-target-node
011f764,loop-grid,_transform_rotateZ_effect_hover,--e-transform-rotateZ,395deg,,no-target-node
011f764,loop-grid,_transform_scaleX_effect_hover,--e-transform-scaleX,313,,no-target-node
011f764,loop-grid,_transform_scaleY_effect_hover,--e-transform-scaleY,415,,no-target-node
011f764,loop-grid,_transform_skewX_effect_hover,--e-transform-skewX,525deg,,no-target-node
011f764,loop-grid,_transform_skewY_effect_hover,--e-transform-skewY,662deg,,no-target-node
011f764,loop-grid,_transform_translateX_effect_hover,--e-transform-translateX,393px,,no-target-node
011f764,loop-grid,_transform_translateY_effect_hover,--e-transform-translateY,204px,,no-target-node
011f764,loop-grid,pagination_hover_color,color,"rgb(98, 235, 227)",,no-target-node
da17d73,loop-grid,_background_hover_color,background-color,transparent,,no-target-node
da17d73,loop-grid,_background_hover_gradient_angle,background-color,transparent,,no-target-node
da17d73,loop-grid,_background_hover_gradient_angle,background-image,"linear-gradient(285deg, rgb(135, 105, 91) 426%, rgb(99, 211, 155) 657%)",,no-target-node
da17d73,loop-grid,_border_hover_border,border-style,solid,,no-target-node
da17d73,loop-grid,_border_hover_color,border-color,"rgb(63, 72, 104)",,no-target-node
da17d73,loop-grid,_border_hover_width,border-width,32px 33px 34px 35px,,no-target-node
da17d73,loop-grid,_transform_scale_effect_hover,--e-transform-scale,249,,no-target-node
41c2705,loop-grid,_background_hover_color,background-color,transparent,,no-target-node
41c2705,loop-grid,_background_hover_gradient_position,background-color,transparent,,no-target-node
41c2705,loop-grid,_background_hover_gradient_position,background-image,"radial-gradient(rgb(135, 105, 91) 426%, rgb(99, 211, 155) 657%)",,no-target-node
5fe0586,loop-grid,_background_hover_image,background-image,"url(""https://example.com/eh-sweep-probe.png"")",,no-target-node
5fe0586,loop-grid,_background_hover_size,background-size,auto,,no-target-node
5fe0586,loop-grid,_background_hover_position,background-position,824px 531px,,no-target-node
5fe0586,loop-grid,_background_hover_ypos,background-position,824px 531px,,no-target-node
5fe0586,loop-grid,_background_hover_xpos,background-position,824px 531px,,no-target-node
95bb13b,loop-grid,_background_hover_video_fallback,background,"url(""https://example.com/eh-sweep-probe.png"") 50% 50% / cover",,no-target-node
8e87263,loop-carousel,_background_hover_image,background-image,"url(""https://example.com/eh-sweep-probe.png"")",,no-target-node
8e87263,loop-carousel,_background_hover_attachment,background-attachment,scroll,,no-target-node
8e87263,loop-carousel,_background_hover_size,background-size,368px,,no-target-node
8e87263,loop-carousel,_background_hover_bg_width,background-size,368px,,no-target-node
8e87263,loop-carousel,_background_hover_color,background-color,"rgb(196, 119, 233)",,no-target-node
8e87263,loop-carousel,_background_hover_position,background-position,center center,,no-target-node
8e87263,loop-carousel,_background_hover_repeat,background-repeat,no-repeat,,no-target-node
8e87263,loop-carousel,_border_hover_border,border-style,none,,no-target-node
8e87263,loop-carousel,_border_radius_hover,border-radius,29px 30px 31px 32px,,no-target-node
8e87263,loop-carousel,_box_shadow_hover_box_shadow,box-shadow,"rgb(59, 191, 129) 3px 5px 7px 2px",,no-target-node
8e87263,loop-carousel,_transform_flipX_effect_hover,--e-transform-flipX,-1,,no-target-node
8e87263,loop-carousel,_transform_flipY_effect_hover,--e-transform-flipY,-1,,no-target-node
8e87263,loop-carousel,_transform_rotate_3d_hover,--e-transform-rotateX,662deg,,no-target-node
8e87263,loop-carousel,_transform_rotate_3d_hover,--e-transform-perspective,637px,,no-target-node
8e87263,loop-carousel,_transform_perspective_effect_hover,--e-transform-perspective,637px,,no-target-node
8e87263,loop-carousel,_transform_rotateX_effect_hover,--e-transform-rotateX,662deg,,no-target-node
8e87263,loop-carousel,_transform_rotateY_effect_hover,--e-transform-rotateY,104deg,,no-target-node
8e87263,loop-carousel,_transform_rotateZ_effect_hover,--e-transform-rotateZ,57deg,,no-target-node
8e87263,loop-carousel,_transform_scaleX_effect_hover,--e-transform-scaleX,778,,no-target-node
8e87263,loop-carousel,_transform_scaleY_effect_hover,--e-transform-scaleY,646,,no-target-node
8e87263,loop-carousel,_transform_skewX_effect_hover,--e-transform-skewX,836deg,,no-target-node
8e87263,loop-carousel,_transform_skewY_effect_hover,--e-transform-skewY,514deg,,no-target-node
8e87263,loop-carousel,_transform_translateX_effect_hover,--e-transform-translateX,47px,,no-target-node
8e87263,loop-carousel,_transform_translateY_effect_hover,--e-transform-translateY,528px,,no-target-node
e02d4fd,loop-carousel,_background_hover_color,background-color,transparent,,no-target-node
e02d4fd,loop-carousel,_background_hover_gradient_angle,background-color,transparent,,no-target-node
e02d4fd,loop-carousel,_background_hover_gradient_angle,background-image,"linear-gradient(274deg, rgb(196, 119, 233) 713%, rgb(62, 169, 77) 286%)",,no-target-node
e02d4fd,loop-carousel,_border_hover_border,border-style,solid,,no-target-node
e02d4fd,loop-carousel,_border_hover_color,border-color,"rgb(51, 138, 68)",,no-target-node
e02d4fd,loop-carousel,_border_hover_width,border-width,11px 12px 13px 14px,,no-target-node
e02d4fd,loop-carousel,_transform_scale_effect_hover,--e-transform-scale,246,,no-target-node
f0c5b1d,loop-carousel,_background_hover_color,background-color,transparent,,no-target-node
f0c5b1d,loop-carousel,_background_hover_gradient_position,background-color,transparent,,no-target-node
f0c5b1d,loop-carousel,_background_hover_gradient_position,background-image,"radial-gradient(rgb(196, 119, 233) 713%, rgb(62, 169, 77) 286%)",,no-target-node
f41ac7b,loop-carousel,_background_hover_image,background-image,"url(""https://example.com/eh-sweep-probe.png"")",,no-target-node
f41ac7b,loop-carousel,_background_hover_size,background-size,auto,,no-target-node
f41ac7b,loop-carousel,_background_hover_position,background-position,589px 657px,,no-target-node
f41ac7b,loop-carousel,_background_hover_ypos,background-position,589px 657px,,no-target-node
f41ac7b,loop-carousel,_background_hover_xpos,background-position,589px 657px,,no-target-node
e9210c1,loop-carousel,_background_hover_video_fallback,background,"url(""https://example.com/eh-sweep-probe.png"") 50% 50% / cover",,no-target-node
7c37b05,off-canvas,_background_hover_image,background-image,"url(""https://example.com/eh-sweep-probe.png"")",,no-target-node
7c37b05,off-canvas,_background_hover_attachment,background-attachment,scroll,,no-target-node
7c37b05,off-canvas,_background_hover_size,background-size,236px,,no-target-node
7c37b05,off-canvas,_background_hover_bg_width,background-size,236px,,no-target-node
7c37b05,off-canvas,_background_hover_color,background-color,"rgb(136, 63, 175)",,no-target-node
7c37b05,off-canvas,_background_hover_position,background-position,center center,,no-target-node
7c37b05,off-canvas,_background_hover_repeat,background-repeat,no-repeat,,no-target-node
7c37b05,off-canvas,_border_hover_border,border-style,none,,no-target-node
7c37b05,off-canvas,_border_radius_hover,border-radius,84px 85px 86px 87px,,no-target-node
7c37b05,off-canvas,_box_shadow_hover_box_shadow,box-shadow,"rgb(238, 114, 71) 3px 5px 7px 2px",,no-target-node
7c37b05,off-canvas,_transform_flipX_effect_hover,--e-transform-flipX,-1,,no-target-node
7c37b05,off-canvas,_transform_flipY_effect_hover,--e-transform-flipY,-1,,no-target-node
7c37b05,off-canvas,_transform_rotate_3d_hover,--e-transform-rotateX,831deg,,no-target-node
7c37b05,off-canvas,_transform_rotate_3d_hover,--e-transform-perspective,536px,,no-target-node
7c37b05,off-canvas,_transform_perspective_effect_hover,--e-transform-perspective,536px,,no-target-node
7c37b05,off-canvas,_transform_rotateX_effect_hover,--e-transform-rotateX,831deg,,no-target-node
7c37b05,off-canvas,_transform_rotateY_effect_hover,--e-transform-rotateY,880deg,,no-target-node
7c37b05,off-canvas,_transform_rotateZ_effect_hover,--e-transform-rotateZ,880deg,,no-target-node
7c37b05,off-canvas,_transform_scaleX_effect_hover,--e-transform-scaleX,472,,no-target-node
7c37b05,off-canvas,_transform_scaleY_effect_hover,--e-transform-scaleY,206,,no-target-node
7c37b05,off-canvas,_transform_skewX_effect_hover,--e-transform-skewX,229deg,,no-target-node
7c37b05,off-canvas,_transform_skewY_effect_hover,--e-transform-skewY,245deg,,no-target-node
7c37b05,off-canvas,_transform_translateX_effect_hover,--e-transform-translateX,964px,,no-target-node
7c37b05,off-canvas,_transform_translateY_effect_hover,--e-transform-translateY,849px,,no-target-node
51d8eb2,off-canvas,_background_hover_color,background-color,transparent,"rgba(0, 0, 0, 0)",not-comparable
51d8eb2,off-canvas,_background_hover_gradient_angle,background-color,transparent,"rgba(0, 0, 0, 0)",not-comparable
51d8eb2,off-canvas,_background_hover_gradient_angle,background-image,"linear-gradient(120deg, rgb(136, 63, 175) 396%, rgb(48, 226, 94) 145%)","linear-gradient(120deg, rgb(136, 63, 175) 396%, rgb(48, 226, 94) 145%)",not-comparable
51d8eb2,off-canvas,_border_hover_border,border-style,solid,solid,verified
51d8eb2,off-canvas,_border_hover_color,border-color,"rgb(179, 56, 57)","rgb(179, 56, 57)",verified
51d8eb2,off-canvas,_border_hover_width,border-width,11px 12px 13px 14px,11px 12px 13px 14px,not-comparable
51d8eb2,off-canvas,_transform_scale_effect_hover,--e-transform-scale,453,453,not-comparable
255aa17,off-canvas,_background_hover_color,background-color,transparent,,no-target-node
255aa17,off-canvas,_background_hover_gradient_position,background-color,transparent,,no-target-node
255aa17,off-canvas,_background_hover_gradient_position,background-image,"radial-gradient(rgb(136, 63, 175) 396%, rgb(48, 226, 94) 145%)",,no-target-node
92cc2a4,off-canvas,_background_hover_image,background-image,"url(""https://example.com/eh-sweep-probe.png"")",,no-target-node
92cc2a4,off-canvas,_background_hover_size,background-size,auto,,no-target-node
92cc2a4,off-canvas,_background_hover_position,background-position,278px 278px,,no-target-node
92cc2a4,off-canvas,_background_hover_ypos,background-position,278px 278px,,no-target-node
92cc2a4,off-canvas,_background_hover_xpos,background-position,278px 278px,,no-target-node
48cdece,off-canvas,_background_hover_video_fallback,background,"url(""https://example.com/eh-sweep-probe.png"") 50% 50% / cover",,no-target-node
2f9b9dc,posts,_background_hover_image,background-image,"url(""https://example.com/eh-sweep-probe.png"")",,no-target-node
2f9b9dc,posts,_background_hover_attachment,background-attachment,scroll,,no-target-node
2f9b9dc,posts,_background_hover_size,background-size,908px,,no-target-node
2f9b9dc,posts,_background_hover_bg_width,background-size,908px,,no-target-node
2f9b9dc,posts,_background_hover_color,background-color,"rgb(108, 75, 58)",,no-target-node
2f9b9dc,posts,_background_hover_position,background-position,center center,,no-target-node
2f9b9dc,posts,_background_hover_repeat,background-repeat,no-repeat,,no-target-node
2f9b9dc,posts,_border_hover_border,border-style,none,,no-target-node
2f9b9dc,posts,_border_radius_hover,border-radius,12px 13px 14px 15px,,no-target-node
2f9b9dc,posts,_box_shadow_hover_box_shadow,box-shadow,"rgb(157, 160, 237) 3px 5px 7px 2px",,no-target-node
2f9b9dc,posts,_transform_flipX_effect_hover,--e-transform-flipX,-1,,no-target-node
2f9b9dc,posts,_transform_flipY_effect_hover,--e-transform-flipY,-1,,no-target-node
2f9b9dc,posts,_transform_rotate_3d_hover,--e-transform-rotateX,28deg,,no-target-node
2f9b9dc,posts,_transform_rotate_3d_hover,--e-transform-perspective,592px,,no-target-node
2f9b9dc,posts,_transform_perspective_effect_hover,--e-transform-perspective,592px,,no-target-node
