element,owner,control,property,declared,computed,status
8a49ce2,common,_background_hover_gradient_position,background-image,"radial-gradient(rgb(148, 98, 59) 183%, rgb(215, 181, 100) 971%)",,no-target-node
a49d02b,common,_background_hover_image,background-image,"url(""https://example.com/eh-sweep-probe.png"")",,no-target-node
a49d02b,common,_background_hover_size,background-size,auto,,no-target-node
a49d02b,common,_background_hover_position,background-position,590px 755px,,no-target-node
a49d02b,common,_background_hover_ypos,background-position,590px 755px,,no-target-node
a49d02b,common,_background_hover_xpos,background-position,590px 755px,,no-target-node
8df9829,common,_background_hover_video_fallback,background,"url(""https://example.com/eh-sweep-probe.png"") 50% 50% / cover",,no-target-node
e00ad44,common-optimized,_background_hover_image,background-image,"url(""https://example.com/eh-sweep-probe.png"")",,no-target-node
e00ad44,common-optimized,_background_hover_attachment,background-attachment,scroll,,no-target-node
e00ad44,common-optimized,_background_hover_size,background-size,103px,,no-target-node
e00ad44,common-optimized,_background_hover_bg_width,background-size,103px,,no-target-node
e00ad44,common-optimized,_background_hover_color,background-color,"rgb(62, 52, 115)",,no-target-node
e00ad44,common-optimized,_background_hover_position,background-position,center center,,no-target-node
e00ad44,common-optimized,_background_hover_repeat,background-repeat,no-repeat,,no-target-node
e00ad44,common-optimized,_border_hover_border,border-style,none,,no-target-node
e00ad44,common-optimized,_border_radius_hover,border-radius,75px 76px 77px 78px,,no-target-node
e00ad44,common-optimized,_box_shadow_hover_box_shadow,box-shadow,"rgb(65, 84, 116) 3px 5px 7px 2px",,no-target-node
e00ad44,common-optimized,_transform_flipX_effect_hover,--e-transform-flipX,-1,,no-target-node
e00ad44,common-optimized,_transform_flipY_effect_hover,--e-transform-flipY,-1,,no-target-node
e00ad44,common-optimized,_transform_rotate_3d_hover,--e-transform-rotateX,766deg,,no-target-node
e00ad44,common-optimized,_transform_rotate_3d_hover,--e-transform-perspective,289px,,no-target-node
e00ad44,common-optimized,_transform_perspective_effect_hover,--e-transform-perspective,289px,,no-target-node
e00ad44,common-optimized,_transform_rotateX_effect_hover,--e-transform-rotateX,766deg,,no-target-node
e00ad44,common-optimized,_transform_rotateY_effect_hover,--e-transform-rotateY,679deg,,no-target-node
e00ad44,common-optimized,_transform_rotateZ_effect_hover,--e-transform-rotateZ,965deg,,no-target-node
e00ad44,common-optimized,_transform_scaleX_effect_hover,--e-transform-scaleX,866,,no-target-node
e00ad44,common-optimized,_transform_scaleY_effect_hover,--e-transform-scaleY,570,,no-target-node
e00ad44,common-optimized,_transform_skewX_effect_hover,--e-transform-skewX,539deg,,no-target-node
e00ad44,common-optimized,_transform_skewY_effect_hover,--e-transform-skewY,68deg,,no-target-node
e00ad44,common-optimized,_transform_translateX_effect_hover,--e-transform-translateX,734px,,no-target-node
e00ad44,common-optimized,_transform_translateY_effect_hover,--e-transform-translateY,582px,,no-target-node
5b25850,common-optimized,_background_hover_color,background-color,transparent,,no-target-node
5b25850,common-optimized,_background_hover_gradient_angle,background-color,transparent,,no-target-node
5b25850,common-optimized,_background_hover_gradient_angle,background-image,"linear-gradient(749deg, rgb(62, 52, 115) 11%, rgb(212, 209, 49) 446%)",,no-target-node
5b25850,common-optimized,_border_hover_border,border-style,solid,,no-target-node
5b25850,common-optimized,_border_hover_color,border-color,"rgb(150, 108, 48)",,no-target-node
5b25850,common-optimized,_border_hover_width,border-width,83px 84px 85px 86px,,no-target-node
5b25850,common-optimized,_transform_scale_effect_hover,--e-transform-scale,975,,no-target-node
41831d4,common-optimized,_background_hover_color,background-color,transparent,,no-target-node
41831d4,common-optimized,_background_hover_gradient_position,background-color,transparent,,no-target-node
41831d4,common-optimized,_background_hover_gradient_position,background-image,"radial-gradient(rgb(62, 52, 115) 11%, rgb(212, 209, 49) 446%)",,no-target-node
149107c,common-optimized,_background_hover_image,background-image,"url(""https://example.com/eh-sweep-probe.png"")",,no-target-node
149107c,common-optimized,_background_hover_size,background-size,auto,,no-target-node
149107c,common-optimized,_background_hover_position,background-position,918px 305px,,no-target-node
149107c,common-optimized,_background_hover_ypos,background-position,918px 305px,,no-target-node
149107c,common-optimized,_background_hover_xpos,background-position,918px 305px,,no-target-node
364a4b4,common-optimized,_background_hover_video_fallback,background,"url(""https://example.com/eh-sweep-probe.png"") 50% 50% / cover",,no-target-node
2d459c8,inner-section,_background_hover_image,background-image,"url(""https://example.com/eh-sweep-probe.png"")",,no-target-node
2d459c8,inner-section,_background_hover_attachment,background-attachment,scroll,,no-target-node
2d459c8,inner-section,_background_hover_size,background-size,896px,,no-target-node
2d459c8,inner-section,_background_hover_bg_width,background-size,896px,,no-target-node
2d459c8,inner-section,_background_hover_color,background-color,"rgb(82, 89, 204)",,no-target-node
2d459c8,inner-section,_background_hover_position,background-position,center center,,no-target-node
2d459c8,inner-section,_background_hover_repeat,background-repeat,no-repeat,,no-target-node
2d459c8,inner-section,_border_hover_border,border-style,none,,no-target-node
2d459c8,inner-section,_border_radius_hover,border-radius,11px 12px 13px 14px,,no-target-node
2d459c8,inner-section,_box_shadow_hover_box_shadow,box-shadow,"rgb(199, 155, 119) 3px 5px 7px 2px",,no-target-node
2d459c8,inner-section,_transform_flipX_effect_hover,--e-transform-flipX,-1,,no-target-node
2d459c8,inner-section,_transform_flipY_effect_hover,--e-transform-flipY,-1,,no-target-node
2d459c8,inner-section,_transform_rotate_3d_hover,--e-transform-rotateX,850deg,,no-target-node
2d459c8,inner-section,_transform_rotate_3d_hover,--e-transform-perspective,703px,,no-target-node
2d459c8,inner-section,_transform_perspective_effect_hover,--e-transform-perspective,703px,,no-target-node
2d459c8,inner-section,_transform_rotateX_effect_hover,--e-transform-rotateX,850deg,,no-target-node
2d459c8,inner-section,_transform_rotateY_effect_hover,--e-transform-rotateY,327deg,,no-target-node
2d459c8,inner-section,_transform_rotateZ_effect_hover,--e-transform-rotateZ,52deg,,no-target-node
2d459c8,inner-section,_transform_scaleX_effect_hover,--e-transform-scaleX,675,,no-target-node
2d459c8,inner-section,_transform_scaleY_effect_hover,--e-transform-scaleY,455,,no-target-node
2d459c8,inner-section,_transform_skewX_effect_hover,--e-transform-skewX,283deg,,no-target-node
2d459c8,inner-section,_transform_skewY_effect_hover,--e-transform-skewY,212deg,,no-target-node
2d459c8,inner-section,_transform_translateX_effect_hover,--e-transform-translateX,729px,,no-target-node
2d459c8,inner-section,_transform_translateY_effect_hover,--e-transform-translateY,515px,,no-target-node
9d0460d,inner-section,_background_hover_color,background-color,transparent,,no-target-node
9d0460d,inner-section,_background_hover_gradient_angle,background-color,transparent,,no-target-node
9d0460d,inner-section,_background_hover_gradient_angle,background-image,"linear-gradient(507deg, rgb(82, 89, 204) 45%, rgb(127, 147, 110) 863%)",,no-target-node
9d0460d,inner-section,_border_hover_border,border-style,solid,,no-target-node
9d0460d,inner-section,_border_hover_color,border-color,"rgb(137, 202, 185)",,no-target-node
9d0460d,inner-section,_border_hover_width,border-width,50px 51px 52px 53px,,no-target-node
9d0460d,inner-section,_transform_scale_effect_hover,--e-transform-scale,311,,no-target-node
ac942fb,inner-section,_background_hover_color,background-color,transparent,,no-target-node
ac942fb,inner-section,_background_hover_gradient_position,background-color,transparent,,no-target-node
ac942fb,inner-section,_background_hover_gradient_position,background-image,"radial-gradient(rgb(82, 89, 204) 45%, rgb(127, 147, 110) 863%)",,no-target-node
3dafcc1,inner-section,_background_hover_image,background-image,"url(""https://example.com/eh-sweep-probe.png"")",,no-target-node
3dafcc1,inner-section,_background_hover_size,background-size,auto,,no-target-node
3dafcc1,inner-section,_background_hover_position,background-position,622px 631px,,no-target-node
3dafcc1,inner-section,_background_hover_ypos,background-position,622px 631px,,no-target-node
3dafcc1,inner-section,_background_hover_xpos,background-position,622px 631px,,no-target-node
08eb353,inner-section,_background_hover_video_fallback,background,"url(""https://example.com/eh-sweep-probe.png"") 50% 50% / cover",,no-target-node
1917665,heading,_background_hover_image,background-image,"url(""https://example.com/eh-sweep-probe.png"")",,no-target-node
1917665,heading,_background_hover_attachment,background-attachment,scroll,,no-target-node
1917665,heading,_background_hover_size,background-size,143px,,no-target-node
1917665,heading,_background_hover_bg_width,background-size,143px,,no-target-node
1917665,heading,_background_hover_color,background-color,"rgb(56, 97, 157)",,no-target-node
1917665,heading,_background_hover_position,background-position,center center,,no-target-node
1917665,heading,_background_hover_repeat,background-repeat,no-repeat,,no-target-node
1917665,heading,_border_hover_border,border-style,none,,no-target-node
1917665,heading,_border_radius_hover,border-radius,50px 51px 52px 53px,,no-target-node
1917665,heading,_box_shadow_hover_box_shadow,box-shadow,"rgb(103, 69, 92) 3px 5px 7px 2px",,no-target-node
1917665,heading,_transform_flipX_effect_hover,--e-transform-flipX,-1,,no-target-node
1917665,heading,_transform_flipY_effect_hover,--e-transform-flipY,-1,,no-target-node
1917665,heading,_transform_rotate_3d_hover,--e-transform-rotateX,840deg,,no-target-node
1917665,heading,_transform_rotate_3d_hover,--e-transform-perspective,153px,,no-target-node
1917665,heading,_transform_perspective_effect_hover,--e-transform-perspective,153px,,no-target-node
1917665,heading,_transform_rotateX_effect_hover,--e-transform-rotateX,840deg,,no-target-node
1917665,heading,_transform_rotateY_effect_hover,--e-transform-rotateY,28deg,,no-target-node
1917665,heading,_transform_rotateZ_effect_hover,--e-transform-rotateZ,788deg,,no-target-node
1917665,heading,_transform_scaleX_effect_hover,--e-transform-scaleX,167,,no-target-node
1917665,heading,_transform_scaleY_effect_hover,--e-transform-scaleY,549,,no-target-node
1917665,heading,_transform_skewX_effect_hover,--e-transform-skewX,356deg,,no-target-node
1917665,heading,_transform_skewY_effect_hover,--e-transform-skewY,431deg,,no-target-node
1917665,heading,_transform_translateX_effect_hover,--e-transform-translateX,413px,,no-target-node
1917665,heading,_transform_translateY_effect_hover,--e-transform-translateY,821px,,no-target-node
4770f09,heading,_background_hover_color,background-color,transparent,"rgba(0, 0, 0, 0)",not-comparable
4770f09,heading,_background_hover_gradient_angle,background-color,transparent,"rgba(0, 0, 0, 0)",not-comparable
4770f09,heading,_background_hover_gradient_angle,background-image,"linear-gradient(340deg, rgb(56, 97, 157) 830%, rgb(103, 213, 110) 703%)","linear-gradient(340deg, rgb(56, 97, 157) 830%, rgb(103, 213, 110) 703%)",not-comparable
4770f09,heading,_border_hover_border,border-style,solid,solid,verified
4770f09,heading,_border_hover_color,border-color,"rgb(221, 75, 188)","rgb(221, 75, 188)",verified
4770f09,heading,_border_hover_width,border-width,49px 50px 51px 52px,49px 50px 51px 52px,not-comparable
4770f09,heading,_transform_scale_effect_hover,--e-transform-scale,749,749,not-comparable
ec2b91e,heading,_background_hover_color,background-color,transparent,"rgba(0, 0, 0, 0)",not-comparable
ec2b91e,heading,_background_hover_gradient_position,background-color,transparent,"rgba(0, 0, 0, 0)",not-comparable
ec2b91e,heading,_background_hover_gradient_position,background-image,"radial-gradient(rgb(56, 97, 157) 830%, rgb(103, 213, 110) 703%)","radial-gradient(rgb(56, 97, 157) 830%, rgb(103, 213, 110) 703%)",not-comparable
d39e0fd,heading,_background_hover_image,background-image,"url(""https://example.com/eh-sweep-probe.png"")","url(""https://example.com/eh-sweep-probe.png"")",not-comparable
d39e0fd,heading,_background_hover_size,background-size,auto,auto,verified
d39e0fd,heading,_background_hover_position,background-position,181px 101px,181px 101px,not-comparable
d39e0fd,heading,_background_hover_ypos,background-position,181px 101px,181px 101px,not-comparable
d39e0fd,heading,_background_hover_xpos,background-position,181px 101px,181px 101px,not-comparable
77a712f,heading,_background_hover_video_fallback,background,"url(""https://example.com/eh-sweep-probe.png"") 50% 50% / cover","rgba(0, 0, 0, 0) url(""https://example.com/eh-sweep-probe.png"") repeat scroll 50% 50% / cover padding-box border-box",not-comparable
0017fd3,image,_background_hover_image,background-image,"url(""https://example.com/eh-sweep-probe.png"")",,no-target-node
0017fd3,image,_background_hover_attachment,background-attachment,scroll,,no-target-node
0017fd3,image,_background_hover_size,background-size,744px,,no-target-node
0017fd3,image,_background_hover_bg_width,background-size,744px,,no-target-node
0017fd3,image,_background_hover_color,background-color,"rgb(116, 80, 78)",,no-target-node
0017fd3,image,_background_hover_position,background-position,center center,,no-target-node
0017fd3,image,_background_hover_repeat,background-repeat,no-repeat,,no-target-node
0017fd3,image,_border_hover_border,border-style,none,,no-target-node
0017fd3,image,_border_radius_hover,border-radius,40px 41px 42px 43px,,no-target-node
0017fd3,image,_box_shadow_hover_box_shadow,box-shadow,"rgb(53, 132, 62) 3px 5px 7px 2px",,no-target-node
0017fd3,image,_transform_flipX_effect_hover,--e-transform-flipX,-1,,no-target-node
0017fd3,image,_transform_flipY_effect_hover,--e-transform-flipY,-1,,no-target-node
0017fd3,image,_transform_rotate_3d_hover,--e-transform-rotateX,685deg,,no-target-node
0017fd3,image,_transform_rotate_3d_hover,--e-transform-perspective,898px,,no-target-node
